ITEM: TIMESTEP
60000
ITEM: NUMBER OF CELLS
300
ITEM: BOX BOUNDS pp ss pp
0 1
0 4.9542e-06
-0.5 0.5
ITEM: CELLS id yc f_1[1] f_1[2] f_1[3] f_1[4] 
1 8.257e-09 1.78085 20.7073 273.633 101477 
5 7.4313e-08 1.77983 19.3387 273.636 101419 
9 1.40369e-07 1.78394 18.9139 273.442 101582 
13 2.06425e-07 1.7821 19.2423 273.028 101323 
17 2.72481e-07 1.77777 18.7617 273.028 101077 
21 3.38537e-07 1.78366 17.0395 273.561 101610 
25 4.04593e-07 1.77656 17.064 273.855 101314 
29 4.70649e-07 1.7848 17.2341 273.035 101480 
33 5.36705e-07 1.78507 16.6997 272.579 101325 
37 6.02761e-07 1.7835 15.7625 273.404 101542 
41 6.68817e-07 1.77718 14.5901 273.697 101291 
45 7.34873e-07 1.78193 13.6977 273.826 101610 
49 8.00929e-07 1.77483 12.9151 273.94 101247 
53 8.66985e-07 1.7713 12.7642 274.316 101184 
57 9.33041e-07 1.77539 12.6346 274.376 101440 
61 9.99097e-07 1.78044 12.1206 273.224 101302 
65 1.06515e-06 1.78028 11.6401 273.344 101337 
69 1.13121e-06 1.78102 11.1745 274.027 101632 
73 1.19727e-06 1.77643 10.9333 273.771 101276 
2 2.4771e-08 1.7816 20.1193 272.856 101231 
6 9.0827e-08 1.78276 19.8146 273.718 101617 
10 1.56883e-07 1.77706 18.6036 273.645 101265 
14 2.22939e-07 1.77979 18.7677 273.325 101302 
18 2.88995e-07 1.78354 18.051 272.857 101341 
22 3.55051e-07 1.77953 16.3831 273.862 101486 
26 4.21107e-07 1.77972 17.5616 273.938 101525 
30 4.87163e-07 1.77941 17.1319 273.642 101397 
34 5.53219e-07 1.7857 16.3552 272.708 101409 
38 6.19275e-07 1.7807 14.9999 273.451 101401 
42 6.85331e-07 1.7815 14.805 273.163 101339 
46 7.51387e-07 1.78073 13.6605 273.981 101599 
50 8.17443e-07 1.77604 12.3599 274.145 101392 
54 8.83499e-07 1.77335 12.4604 274.403 101334 
58 9.49555e-07 1.78226 13.139 273.994 101691 
62 1.01561e-06 1.78118 11.8309 273.644 101499 
66 1.08167e-06 1.78193 11.4939 273.156 101361 
70 1.14772e-06 1.77897 10.9548 273.934 101481 
74 1.21378e-06 1.77769 10.0521 273.798 101357 
3 4.1285e-08 1.78218 19.8803 272.858 101265 
7 1.07341e-07 1.78486 19.2825 273.708 101733 
11 1.73397e-07 1.78204 18.8619 273.343 101437 
15 2.39453e-07 1.78522 18.0747 272.777 101407 
19 3.05509e-07 1.78278 18.3626 273.169 101414 
23 3.71565e-07 1.77704 17.1707 273.991 101392 
27 4.37621e-07 1.7796 17.1801 273.807 101470 
31 5.03677e-07 1.77494 16.5284 273.358 101038 
35 5.69733e-07 1.78548 16.4645 272.614 101361 
39 6.35789e-07 1.77642 14.5451 273.726 101259 
43 7.01845e-07 1.7799 14.2716 273.242 101277 
47 7.67901e-07 1.78022 13.9041 273.706 101468 
51 8.33957e-07 1.77809 11.9378 273.826 101391 
55 9.00013e-07 1.77888 12.2913 274.257 101595 
59 9.66069e-07 1.77928 12.7483 273.734 101425 
63 1.03212e-06 1.77978 11.8207 273.093 101215 
67 1.09818e-06 1.78437 11.5191 272.973 101432 
71 1.16424e-06 1.77902 11.0785 273.887 101467 
75 1.23029e-06 1.77482 10.5148 274.154 101325 
4 5.7799e-08 1.78028 19.5234 273.155 101267 
8 1.23855e-07 1.78298 18.7307 273.314 101479 
12 1.89911e-07 1.78485 18.5934 273.092 101503 
16 2.55967e-07 1.78319 18.2822 273.071 101401 
20 3.22023e-07 1.7908 17.6777 272.649 101677 
24 3.88079e-07 1.77841 17.1974 273.983 101467 
28 4.54135e-07 1.78372 17.4079 273.471 101580 
32 5.20191e-07 1.78072 16.8211 272.583 101080 
36 5.86247e-07 1.77924 15.6152 273.253 101244 
40 6.52303e-07 1.77419 14.313 273.837 101173 
44 7.18359e-07 1.78014 14.1146 273.721 101469 
48 7.84415e-07 1.77839 13.3307 273.601 101325 
52 8.50471e-07 1.77218 12.1785 274.153 101174 
56 9.16527e-07 1.77867 12.4623 274.141 101541 
60 9.82583e-07 1.7777 12.4526 273.449 101229 
64 1.04864e-06 1.78142 12.1192 272.682 101156 
68 1.11469e-06 1.78226 11.582 273.184 101391 
72 1.18075e-06 1.77929 10.2998 273.902 101487 
78 1.27983e-06 1.78332 10.0335 273.31 101498 
82 1.34589e-06 1.78807 8.71242 272.729 101551 
86 1.41195e-06 1.78149 8.71394 273.32 101397 
90 1.478e-06 1.776 8.41545 273.846 101279 
94 1.54406e-06 1.77575 6.92671 273.582 101167 
98 1.61011e-06 1.78026 6.76547 273.368 101345 
102 1.67617e-06 1.78008 5.72895 273.619 101428 
106 1.74223e-06 1.77628 4.87751 273.753 101260 
110 1.80828e-06 1.78207 3.67451 273.716 101577 
114 1.87434e-06 1.78356 3.96271 273.501 101582 
118 1.94039e-06 1.78636 4.19753 273.131 101604 
122 2.00645e-06 1.78787 3.51636 271.978 101260 
126 2.07251e-06 1.78907 2.78023 272.422 101494 
130 2.13856e-06 1.77956 2.63473 273.208 101246 
134 2.20462e-06 1.78226 1.79653 273.149 101377 
138 2.27068e-06 1.79103 2.0323 272.223 101531 
142 2.33673e-06 1.79097 1.08348 272.359 101578 
146 2.40279e-06 1.7862 0.881562 272.299 101285 
150 2.46884e-06 1.78257 -0.199604 273.043 101356 
77 1.26332e-06 1.78097 10.6077 273.433 101409 
81 1.32938e-06 1.78279 8.49464 272.939 101329 
85 1.39543e-06 1.78108 8.07406 273.349 101384 
89 1.46149e-06 1.77514 7.89814 273.526 101112 
93 1.52754e-06 1.77752 7.25782 273.393 101198 
97 1.5936e-06 1.77717 6.89865 273.884 101360 
101 1.65966e-06 1.77891 5.5952 273.791 101425 
105 1.72571e-06 1.77757 5.43085 273.982 101419 
109 1.79177e-06 1.78308 4.14545 272.953 101351 
113 1.85782e-06 1.78253 4.19802 273.484 101517 
117 1.92388e-06 1.78611 3.89816 272.897 101503 
121 1.98994e-06 1.78624 3.57653 272.34 101303 
125 2.05599e-06 1.78773 2.95489 271.982 101254 
129 2.12205e-06 1.78768 2.44202 272.273 101359 
133 2.1881e-06 1.7787 1.99373 273.561 101327 
137 2.25416e-06 1.78692 1.43503 272.539 101416 
141 2.32022e-06 1.79175 1.97857 271.957 101472 
145 2.38627e-06 1.78734 1.24099 272.286 101345 
149 2.45233e-06 1.78413 0.0426456 272.497 101241 
79 1.29635e-06 1.78125 10.0096 272.837 101204 
83 1.3624e-06 1.78483 8.59329 272.956 101451 
87 1.42846e-06 1.78069 7.81219 273.358 101365 
91 1.49452e-06 1.77885 7.73103 273.389 101272 
95 1.56057e-06 1.77599 7.50923 273.7 101224 
99 1.62663e-06 1.77841 6.89455 273.452 101271 
103 1.69269e-06 1.78228 5.02666 273.359 101456 
107 1.75874e-06 1.77841 5.11217 273.296 101212 
111 1.8248e-06 1.78212 3.68878 273.328 101436 
115 1.89085e-06 1.78355 3.40684 273.631 101629 
119 1.95691e-06 1.78716 3.64255 272.411 101381 
123 2.02297e-06 1.78809 3.24001 272.341 101408 
127 2.08902e-06 1.78344 2.53762 272.575 101231 
131 2.15508e-06 1.77815 2.21963 273.215 101168 
135 2.22113e-06 1.78232 1.45889 273.306 101439 
139 2.28719e-06 1.78954 1.33136 272.475 101540 
143 2.35324e-06 1.7928 1.62296 271.861 101496 
147 2.4193e-06 1.78887 0.0666906 272.384 101468 
76 1.24681e-06 1.77637 10.3647 274.021 101365 
80 1.31286e-06 1.7838 9.37649 273.122 101455 
84 1.37892e-06 1.78294 8.14664 272.834 101299 
88 1.44498e-06 1.78038 7.56763 273.435 101376 
92 1.51103e-06 1.77986 7.71746 273.222 101267 
96 1.57709e-06 1.77644 7.09696 273.304 101103 
100 1.64314e-06 1.77947 6.72643 273.903 101498 
104 1.7092e-06 1.7776 5.12553 273.728 101327 
108 1.77525e-06 1.7764 4.56018 273.554 101193 
112 1.84131e-06 1.78556 3.81371 272.921 101480 
116 1.90737e-06 1.78307 2.9398 273.505 101555 
120 1.97342e-06 1.79067 3.36264 272.683 101682 
124 2.03948e-06 1.78586 3.04142 272.634 101391 
128 2.10553e-06 1.78523 2.38446 272.119 101163 
132 2.17159e-06 1.77781 1.95787 273.631 101302 
136 2.23765e-06 1.78884 1.64477 272.323 101444 
140 2.3037e-06 1.79433 1.82148 271.382 101404 
144 2.36976e-06 1.79148 1.13167 272.303 101586 
148 2.43581e-06 1.78929 0.253405 272.275 101451 
151 2.48536e-06 1.78484 0.38225 273.104 101507 
155 2.55141e-06 1.7839 -0.194448 272.939 101393 
159 2.61747e-06 1.78801 0.189846 272.168 101339 
163 2.68352e-06 1.78633 -0.794068 272.397 101329 
167 2.74958e-06 1.78249 -1.92445 272.851 101279 
171 2.81564e-06 1.78527 -1.19344 272.635 101357 
175 2.88169e-06 1.78215 -2.54904 272.811 101245 
179 2.94775e-06 1.78586 -3.03971 272.947 101507 
183 3.01381e-06 1.78797 -3.66577 272.044 101291 
187 3.07986e-06 1.78689 -4.91492 273.053 101605 
191 3.14592e-06 1.7798 -5.53729 273.316 101299 
195 3.21197e-06 1.78459 -5.79793 273.064 101478 
199 3.27803e-06 1.78566 -5.64383 272.882 101471 
203 3.34408e-06 1.78597 -6.28046 272.64 101399 
207 3.41014e-06 1.77942 -6.96461 273.168 101223 
211 3.4762e-06 1.78479 -8.47061 272.38 101235 
215 3.54225e-06 1.78841 -8.29548 272.194 101371 
219 3.60831e-06 1.78626 -9.96633 272.766 101462 
223 3.67437e-06 1.78694 -9.32044 272.274 101318 
153 2.51839e-06 1.78243 -0.408141 272.571 101172 
157 2.58444e-06 1.78143 -0.442375 272.769 101189 
161 2.6505e-06 1.78778 0.162467 272.21 101342 
165 2.71655e-06 1.78765 -1.7969 272.455 101426 
169 2.78261e-06 1.78618 -1.34612 272.607 101399 
173 2.84867e-06 1.78503 -2.16743 272.818 101412 
177 2.91472e-06 1.7822 -2.84857 272.894 101279 
181 2.98078e-06 1.78624 -2.81889 271.938 101153 
185 3.04683e-06 1.78847 -4.78162 272.659 101548 
189 3.11289e-06 1.7836 -5.35356 273.604 101622 
193 3.17894e-06 1.78055 -5.81302 273.434 101385 
197 3.245e-06 1.78016 -6.34214 273.717 101468 
201 3.31106e-06 1.78444 -5.86316 273.507 101634 
205 3.37711e-06 1.78047 -5.41807 273.461 101391 
209 3.44317e-06 1.78621 -8.53807 272.784 101466 
213 3.50923e-06 1.78866 -8.37583 272.083 101344 
217 3.57528e-06 1.78653 -9.13483 272.277 101296 
221 3.64134e-06 1.78695 -8.97392 272.483 101396 
225 3.70739e-06 1.79003 -10.4377 272.125 101438 
154 2.5349e-06 1.78666 -0.132952 272.236 101288 
158 2.60095e-06 1.78692 -0.253966 272.591 101435 
162 2.66701e-06 1.78585 -0.226715 272.201 101229 
166 2.73307e-06 1.78344 -2.04156 272.481 101196 
170 2.79912e-06 1.78619 -1.96479 272.687 101429 
174 2.86518e-06 1.7853 -2.69429 272.583 101340 
178 2.93123e-06 1.78353 -3.66131 272.771 101309 
182 2.99729e-06 1.78305 -3.207 272.417 101150 
186 3.06335e-06 1.78339 -4.49723 272.808 101315 
190 3.1294e-06 1.78472 -5.17144 272.928 101435 
194 3.19546e-06 1.78123 -5.80896 273.556 101470 
198 3.26152e-06 1.78027 -6.12209 273.545 101411 
202 3.32757e-06 1.78602 -6.06517 273.261 101633 
206 3.39363e-06 1.78122 -6.61206 273.461 101434 
210 3.45968e-06 1.78693 -8.332 272.755 101496 
214 3.52574e-06 1.78459 -8.72412 272.309 101197 
218 3.59179e-06 1.788 -9.34358 272.598 101498 
222 3.65785e-06 1.78803 -9.50105 272.206 101354 
152 2.50187e-06 1.78247 0.290277 272.89 101293 
156 2.56793e-06 1.7803 0.0307028 273.308 101324 
160 2.63398e-06 1.78642 0.292685 271.963 101173 
164 2.70004e-06 1.78975 -1.23219 271.979 101367 
168 2.7661e-06 1.78507 -1.16954 272.634 101345 
172 2.83215e-06 1.78752 -1.73832 272.826 101556 
176 2.89821e-06 1.78813 -3.45379 272.443 101448 
180 2.96426e-06 1.78598 -3.02843 272.382 101304 
184 3.03032e-06 1.78959 -4.45432 272.344 101494 
188 3.09638e-06 1.78303 -4.50956 273.15 101421 
192 3.16243e-06 1.7825 -5.87364 273.159 101395 
196 3.22849e-06 1.78435 -5.55736 272.931 101415 
200 3.29454e-06 1.78431 -5.82085 273.417 101593 
204 3.3606e-06 1.78318 -6.37688 272.789 101296 
208 3.42665e-06 1.77823 -7.35181 272.958 101077 
212 3.49271e-06 1.78295 -8.74669 272.764 101274 
216 3.55877e-06 1.78575 -8.57075 272.531 101346 
220 3.62482e-06 1.7869 -9.88311 272.434 101375 
224 3.69088e-06 1.78882 -9.52187 272.169 101386 
228 3.75694e-06 1.78543 -10.0631 272.31 101245 
232 3.82299e-06 1.78389 -10.988 273.062 101438 
236 3.88905e-06 1.7774 -11.6101 273.504 101232 
240 3.9551e-06 1.78786 -12.9167 272.94 101618 
244 4.02116e-06 1.7835 -13.6253 273.108 101432 
248 4.08721e-06 1.79139 -14.4012 272.265 101567 
252 4.15327e-06 1.77825 -15.0349 273.638 101330 
256 4.21933e-06 1.78276 -15.812 272.85 101295 
260 4.28538e-06 1.78608 -15.3807 272.924 101511 
264 4.35144e-06 1.78527 -16.1517 272.679 101374 
268 4.4175e-06 1.78452 -16.9669 272.911 101417 
272 4.48355e-06 1.77831 -17.2885 272.606 100951 
276 4.54961e-06 1.78456 -17.7771 273.134 101503 
280 4.61566e-06 1.78874 -18.6789 272.101 101356 
284 4.68172e-06 1.783 -18.2762 272.545 101195 
288 4.74778e-06 1.78809 -18.6395 272.287 101388 
292 4.81383e-06 1.78374 -19.0241 272.829 101342 
296 4.87989e-06 1.78253 -19.5824 273.148 101392 
300 4.94594e-06 1.78311 -20.24 273.171 101434 
229 3.77345e-06 1.78423 -10.543 272.424 101220 
233 3.8395e-06 1.7826 -11.3282 273.332 101464 
237 3.90556e-06 1.78059 -11.9665 273.252 101320 
241 3.97162e-06 1.78643 -12.7926 273.544 101761 
245 4.03767e-06 1.78772 -13.8729 272.688 101516 
249 4.10373e-06 1.78731 -14.0749 272.89 101568 
253 4.16978e-06 1.77619 -15.3575 273.369 101114 
257 4.23584e-06 1.78251 -15.8813 272.885 101293 
261 4.3019e-06 1.78509 -15.5139 273.251 101576 
265 4.36795e-06 1.7883 -16.7568 272.934 101641 
269 4.43401e-06 1.78515 -16.8773 272.326 101235 
273 4.50006e-06 1.77991 -18.0198 273.001 101189 
277 4.56612e-06 1.78514 -17.0397 272.898 101448 
281 4.63218e-06 1.78869 -18.7226 272.09 101349 
285 4.69823e-06 1.78481 -18.6077 273.013 101472 
289 4.76429e-06 1.78618 -18.6285 272.583 101390 
293 4.83034e-06 1.78451 -19.4971 272.628 101312 
297 4.8964e-06 1.77882 -19.2395 273.285 101232 
226 3.72391e-06 1.78704 -10.6677 271.946 101201 
230 3.78996e-06 1.7841 -11.0578 272.415 101209 
234 3.85602e-06 1.78376 -11.1979 273.261 101504 
238 3.92208e-06 1.78191 -12.3499 273.316 101419 
242 3.98813e-06 1.78864 -12.9126 273.302 101797 
246 4.05419e-06 1.78337 -14.5377 272.989 101381 
250 4.12024e-06 1.78532 -13.9835 272.941 101474 
254 4.1863e-06 1.77718 -15.4896 273.651 101274 
258 4.25236e-06 1.78584 -15.618 272.968 101514 
262 4.31841e-06 1.78291 -15.8644 273.265 101457 
266 4.38447e-06 1.78976 -16.4727 272.494 101560 
270 4.45052e-06 1.78486 -17.3087 272.642 101337 
274 4.51658e-06 1.77865 -18.0353 272.82 101050 
278 4.58263e-06 1.78565 -17.2949 272.972 101504 
282 4.64869e-06 1.78593 -18.2451 272.562 101368 
286 4.71475e-06 1.7854 -18.3241 272.611 101356 
290 4.7808e-06 1.78448 -18.8698 272.74 101352 
294 4.84686e-06 1.78415 -18.956 272.949 101411 
298 4.91292e-06 1.77839 -19.2858 273.434 101263 
227 3.74042e-06 1.78655 -10.2447 271.895 101155 
231 3.80648e-06 1.78372 -10.9126 273.107 101445 
235 3.87253e-06 1.78088 -10.9548 273.241 101332 
239 3.93859e-06 1.78725 -12.404 273.196 101678 
243 4.00464e-06 1.78491 -13.7039 273.368 101610 
247 4.0707e-06 1.78434 -14.461 272.68 101321 
251 4.13676e-06 1.78438 -14.4674 273.513 101633 
255 4.20281e-06 1.78034 -15.4762 273.319 101331 
259 4.26887e-06 1.78525 -15.1924 272.607 101346 
263 4.33492e-06 1.78609 -16.3676 273.059 101562 
267 4.40098e-06 1.78473 -16.6348 272.408 101242 
271 4.46704e-06 1.78447 -17.5745 272.765 101360 
275 4.53309e-06 1.77942 -17.7971 273.491 101342 
279 4.59915e-06 1.78749 -17.9235 272.689 101503 
283 4.6652e-06 1.78636 -18.1706 272.26 101280 
287 4.73126e-06 1.78874 -18.6511 272.802 101617 
291 4.79732e-06 1.78299 -19.058 272.954 101346 
295 4.86337e-06 1.78111 -19.1947 273.392 101402 
299 4.92943e-06 1.78201 -20.1853 273.306 101421 
