ITEM: TIMESTEP
200
ITEM: NUMBER OF CELLS
59460
ITEM: BOX BOUNDS oo ro pp
-0.002 0.012857
0 0.002
-0.5 0.5
ITEM: CELLS xc yc f_1[1] f_1[2] f_1[3] f_1[4] 
-0.00185143 3.33333e-05 0 0 0 0 
-0.000774298 1.85185e-06 0 0 0 0 
-0.000774298 5.55556e-06 0 0 0 0 
-0.000774298 9.25926e-06 0 0 0 0 
-0.000700013 1.85185e-06 0 0 0 0 
-0.000700013 5.55556e-06 0 0 0 0 
-0.000700013 9.25926e-06 0 0 0 0 
-0.000625727 1.85185e-06 0 0 0 0 
-0.000625727 5.55556e-06 0 0 0 0 
-0.000625727 9.25926e-06 0 0 0 0 
-0.000551442 1.85185e-06 0 0 0 0 
-0.000551442 5.55556e-06 0 0 0 0 
-0.000551442 9.25926e-06 0 0 0 0 
-0.000774298 1.2963e-05 0 0 0 0 
-0.000774298 1.66667e-05 0 0 0 0 
-0.000774298 2.03704e-05 0 0 0 0 
-0.000700013 1.2963e-05 0 0 0 0 
-0.000700013 1.66667e-05 0 0 0 0 
-0.000700013 2.03704e-05 0 0 0 0 
-0.000625727 1.2963e-05 0 0 0 0 
-0.000625727 1.66667e-05 0 0 0 0 
-0.000625727 2.03704e-05 0 0 0 0 
-0.000551442 1.2963e-05 0 0 0 0 
-0.000551442 1.66667e-05 0 0 0 0 
-0.000551442 2.03704e-05 0 0 0 0 
-0.000774298 2.40741e-05 0 0 0 0 
-0.000774298 2.77778e-05 0 0 0 0 
-0.000774298 3.14815e-05 0 0 0 0 
-0.000700013 2.40741e-05 0 0 0 0 
-0.000700013 2.77778e-05 0 0 0 0 
-0.000700013 3.14815e-05 0 0 0 0 
-0.000625727 2.40741e-05 0 0 0 0 
-0.000625727 2.77778e-05 0 0 0 0 
-0.000625727 3.14815e-05 0 0 0 0 
-0.000551442 2.40741e-05 0 0 0 0 
-0.000551442 2.77778e-05 0 0 0 0 
-0.000551442 3.14815e-05 0 0 0 0 
-0.000774298 3.51852e-05 0 0 0 0 
-0.000774298 3.88889e-05 0 0 0 0 
-0.000774298 4.25926e-05 0 0 0 0 
-0.000700013 3.51852e-05 0 0 0 0 
-0.000700013 3.88889e-05 0 0 0 0 
-0.000700013 4.25926e-05 0 0 0 0 
-0.000625727 3.51852e-05 0 0 0 0 
-0.000625727 3.88889e-05 0 0 0 0 
-0.000625727 4.25926e-05 0 0 0 0 
-0.000551442 3.51852e-05 0 0 0 0 
-0.000551442 3.88889e-05 0 0 0 0 
-0.000551442 4.25926e-05 0 0 0 0 
-0.000774298 4.62963e-05 0 0 0 0 
-0.000774298 5e-05 0 0 0 0 
-0.000774298 5.37037e-05 0 0 0 0 
-0.000700013 4.62963e-05 0 0 0 0 
