# Time-averaged data for fix 3
# TimeStep Number-of-rows
# Row c_3[1] c_3[2] c_3[3] c_3[4]
2000000 4
1 0.00652 0 0 0
2 0.006519 0 0 0
3 1698.18 101349 -0.252136 -66790.5
4 1758.58 101349 0.25636 66792.4
3000000 4
1 0.006855 0 0 0
2 0.006851 0 0 0
3 1698.14 101347 -0.41418 -66729.9
4 1758.53 101347 0.410192 66727.7
