ITEM: TIMESTEP
3000000
ITEM: NUMBER OF CELLS
100
ITEM: BOX BOUNDS pp ss pp
0 1
0 4.9542e-06
-0.5 0.5
ITEM: CELLS id yc f_1[1] f_1[2] f_1[3] f_1[4] 
1 2.4771e-08 1.72266 -0.089602 282.412 101310 
5 2.22939e-07 1.72708 -0.0758546 281.607 101281 
9 4.21107e-07 1.73197 -0.134254 280.843 101292 
13 6.19275e-07 1.73714 -0.125382 279.96 101275 
17 8.17443e-07 1.74201 -0.170679 279.314 101324 
21 1.01561e-06 1.74619 -0.141917 278.52 101279 
25 1.21378e-06 1.75146 -0.0635564 277.75 101303 
2 7.4313e-08 1.72415 -0.0677714 282.166 101310 
6 2.72481e-07 1.72843 -0.121056 281.416 101291 
10 4.70649e-07 1.73327 -0.116049 280.61 101284 
14 6.68817e-07 1.73842 -0.0708393 279.761 101277 
18 8.66985e-07 1.74259 -0.154203 279.147 101297 
22 1.06515e-06 1.74792 -0.114663 278.277 101291 
3 1.23855e-07 1.72499 0.0169466 281.974 101290 
7 3.22023e-07 1.72967 -0.137134 281.217 101291 
11 5.20191e-07 1.73462 -0.13971 280.415 101292 
15 7.18359e-07 1.73943 -0.0941498 279.689 101310 
19 9.16527e-07 1.7436 -0.118002 278.987 101298 
23 1.11469e-06 1.74912 -0.0340137 278.071 101285 
4 1.73397e-07 1.72651 -0.0121035 281.773 101307 
8 3.71565e-07 1.73093 -0.125088 281.038 101301 
12 5.69733e-07 1.73578 -0.135709 280.161 101268 
16 7.67901e-07 1.7404 -0.119496 279.506 101300 
20 9.66069e-07 1.74516 -0.127292 278.738 101298 
24 1.16424e-06 1.75082 -0.035291 277.826 101294 
26 1.26332e-06 1.7527 -0.0485986 277.535 101296 
30 1.46149e-06 1.75796 -0.0766964 276.694 101293 
34 1.65966e-06 1.76323 -0.261983 275.905 101307 
38 1.85782e-06 1.76777 -0.246511 275.184 101302 
42 2.05599e-06 1.7721 -0.231188 274.478 101289 
46 2.25416e-06 1.77689 -0.159154 273.691 101272 
50 2.45233e-06 1.7817 -0.183098 272.99 101286 
29 1.41195e-06 1.7567 -0.10796 276.889 101291 
33 1.61012e-06 1.7618 -0.314809 276.107 101298 
37 1.80828e-06 1.7667 -0.245391 275.334 101296 
41 2.00645e-06 1.77076 -0.244666 274.671 101284 
45 2.20462e-06 1.7759 -0.167589 273.883 101287 
49 2.40279e-06 1.78071 -0.160677 273.15 101290 
27 1.31286e-06 1.75364 -0.0934333 277.338 101279 
31 1.51103e-06 1.75924 -0.126604 276.517 101302 
35 1.7092e-06 1.7644 -0.254145 275.7 101298 
39 1.90737e-06 1.76891 -0.248193 275.032 101311 
43 2.10553e-06 1.77354 -0.241782 274.289 101302 
47 2.3037e-06 1.7786 -0.142724 273.493 101296 
28 1.3624e-06 1.75535 -0.188611 277.112 101295 
32 1.56057e-06 1.76055 -0.2141 276.312 101302 
36 1.75874e-06 1.76542 -0.182482 275.503 101285 
40 1.95691e-06 1.7699 -0.210091 274.881 101312 
44 2.15508e-06 1.77449 -0.205071 274.096 101285 
48 2.35324e-06 1.77984 -0.139699 273.3 101295 
51 2.50187e-06 1.78319 -0.125319 272.802 101302 
55 2.70004e-06 1.78782 -0.135196 272.048 101283 
59 2.89821e-06 1.79307 -0.0339713 271.299 101301 
63 3.09637e-06 1.79754 -0.128146 270.612 101297 
67 3.29454e-06 1.80246 -0.0134469 269.869 101295 
71 3.49271e-06 1.80755 -0.0277979 269.095 101290 
75 3.69088e-06 1.81294 0.149601 268.347 101309 
53 2.60096e-06 1.78517 -0.0940234 272.49 101298 
57 2.79912e-06 1.79034 -0.0837011 271.712 101301 
61 2.99729e-06 1.79541 -0.0686234 270.915 101290 
65 3.19546e-06 1.79984 -0.0364205 270.259 101294 
69 3.39363e-06 1.80545 0.0214109 269.406 101289 
73 3.5918e-06 1.81035 0.0485165 268.695 101296 
54 2.6505e-06 1.78639 -0.0790939 272.26 101281 
58 2.84867e-06 1.79169 -0.085051 271.484 101292 
62 3.04683e-06 1.79671 -0.0500701 270.774 101311 
66 3.245e-06 1.80078 -0.00549888 270.087 101282 
70 3.44317e-06 1.80694 -0.0183328 269.236 101309 
74 3.64134e-06 1.81206 0.102199 268.488 101313 
52 2.55141e-06 1.78403 -0.0985461 272.649 101292 
56 2.74958e-06 1.78902 -0.077375 271.874 101287 
60 2.94775e-06 1.79434 -0.0407996 271.05 101280 
64 3.14592e-06 1.79887 -0.0819373 270.399 101292 
68 3.34408e-06 1.80364 0.0487454 269.665 101285 
72 3.54225e-06 1.80852 0.0520684 268.926 101280 
76 3.74042e-06 1.81395 0.0715827 268.134 101286 
80 3.93859e-06 1.81962 0.0517594 267.327 101296 
84 4.13676e-06 1.82547 0.152723 266.514 101313 
88 4.33492e-06 1.8306 0.118013 265.749 101306 
92 4.53309e-06 1.83491 0.0194753 265.082 101289 
96 4.73126e-06 1.84034 0.0526588 264.304 101291 
100 4.92943e-06 1.84592 0.049024 263.545 101306 
77 3.78996e-06 1.81553 0.0391997 267.966 101310 
81 3.98813e-06 1.82135 0.0519478 267.096 101305 
85 4.1863e-06 1.82649 0.170348 266.291 101285 
89 4.38447e-06 1.83136 0.0489772 265.614 101297 
93 4.58263e-06 1.83626 0.0256575 264.862 101280 
97 4.7808e-06 1.84213 0.0733221 264.094 101309 
78 3.8395e-06 1.81676 0.000620946 267.761 101301 
82 4.03767e-06 1.82259 0.0970205 266.924 101309 
86 4.23584e-06 1.82832 0.115928 266.051 101294 
90 4.43401e-06 1.83293 0.068514 265.406 101304 
94 4.63218e-06 1.8377 0.0310775 264.688 101293 
98 4.83034e-06 1.84294 0.0276502 263.918 101286 
79 3.88905e-06 1.81808 0.0295132 267.527 101286 
83 4.08721e-06 1.82406 0.125844 266.741 101321 
87 4.28538e-06 1.82959 0.0985385 265.875 101298 
91 4.48355e-06 1.83384 0.00768651 265.22 101283 
95 4.68172e-06 1.83921 0.057122 264.483 101297 
99 4.87989e-06 1.8442 0.0528382 263.756 101293 
