# Time-averaged data for fix 3
# TimeStep Number-of-rows
# Row c_3[1] c_3[2] c_3[3] c_3[4]
2000000 4
1 0.000335 0 0 0
2 0.000339 0 0 0
3 33.2875 101383 -0.630895 -64223
4 34.4722 101383 0.0920525 64146.6
3000000 4
1 0.000266 0 0 0
2 0.0002675 0 0 0
3 33.2766 101345 0.0568073 -63608.4
4 34.4612 101345 -0.153259 63599.7
