ITEM: TIMESTEP
75000
ITEM: NUMBER OF CELLS
100
ITEM: BOX BOUNDS pp ss pp
0 1
0 4.9542e-06
-0.5 0.5
ITEM: CELLS id yc f_1[1] f_1[2] f_1[3] f_1[4] 
1 2.4771e-08 1.78507 17.9922 273.063 101505 
5 2.22939e-07 1.78386 16.6769 273.105 101452 
9 4.21107e-07 1.78406 15.3746 273.11 101465 
13 6.19275e-07 1.78454 13.8654 273.091 101485 
17 8.17443e-07 1.78371 12.3487 273.11 101445 
21 1.01561e-06 1.78364 10.7661 273.134 101450 
25 1.21378e-06 1.78287 9.32802 273.26 101453 
2 7.4313e-08 1.78502 17.6131 272.947 101459 
6 2.72481e-07 1.78411 16.3646 273.044 101443 
10 4.70649e-07 1.78461 14.9256 273.012 101460 
14 6.68817e-07 1.78319 13.5409 273.107 101415 
18 8.66985e-07 1.78367 11.9213 273.137 101453 
22 1.06515e-06 1.78397 10.3409 273.27 101520 
3 1.23855e-07 1.78467 17.3658 272.968 101447 
7 3.22023e-07 1.78394 15.9575 272.984 101411 
11 5.20191e-07 1.78422 14.5297 273.094 101468 
15 7.18359e-07 1.78386 13.0203 273.123 101458 
19 9.16527e-07 1.78319 11.6337 273.168 101437 
23 1.11469e-06 1.78289 10.0489 273.251 101451 
4 1.73397e-07 1.78483 17.024 273.044 101484 
8 3.71565e-07 1.78418 15.5597 273.127 101478 
12 5.69733e-07 1.7841 14.1383 273.109 101467 
16 7.67901e-07 1.78495 12.6018 273.128 101523 
20 9.66069e-07 1.78371 11.2052 273.154 101462 
24 1.16424e-06 1.78288 9.74185 273.241 101447 
26 1.26332e-06 1.78335 9.01056 273.074 101411 
30 1.46149e-06 1.78287 7.47719 273.29 101465 
34 1.65966e-06 1.7816 6.08426 273.281 101388 
38 1.85782e-06 1.78264 4.61847 273.457 101513 
42 2.05599e-06 1.78281 3.08869 273.275 101455 
46 2.25416e-06 1.78275 1.6353 273.324 101470 
50 2.45233e-06 1.78256 0.178646 273.175 101404 
29 1.41195e-06 1.78216 7.83312 273.284 101422 
33 1.61012e-06 1.7824 6.44825 273.325 101451 
37 1.80828e-06 1.78201 4.964 273.356 101440 
41 2.00645e-06 1.78295 3.33502 273.364 101496 
45 2.20462e-06 1.78273 2.05213 273.346 101477 
49 2.40279e-06 1.78236 0.490685 273.245 101419 
27 1.31286e-06 1.78266 8.6185 273.379 101486 
31 1.51103e-06 1.78278 7.12321 273.283 101456 
35 1.7092e-06 1.78263 5.63482 273.311 101458 
39 1.90737e-06 1.78357 4.14381 273.271 101497 
43 2.10553e-06 1.78222 2.70754 273.367 101456 
47 2.3037e-06 1.78245 1.25476 273.327 101454 
28 1.3624e-06 1.78297 8.31548 273.24 101452 
32 1.56057e-06 1.78276 6.84499 273.378 101490 
36 1.75874e-06 1.78214 5.36437 273.285 101421 
40 1.95691e-06 1.78261 3.7181 273.294 101451 
44 2.15508e-06 1.78231 2.41924 273.281 101429 
48 2.35324e-06 1.78284 1.06419 273.257 101450 
51 2.50187e-06 1.78339 -0.230941 273.195 101459 
55 2.70004e-06 1.78284 -1.81493 273.343 101482 
59 2.89821e-06 1.78284 -3.1874 273.381 101496 
63 3.09637e-06 1.78249 -4.66071 273.323 101455 
67 3.29454e-06 1.78272 -6.09591 273.283 101453 
71 3.49271e-06 1.78257 -7.62175 273.303 101452 
75 3.69088e-06 1.78258 -9.07974 273.282 101445 
53 2.60096e-06 1.78293 -1.01287 273.185 101428 
57 2.79912e-06 1.7825 -2.44394 273.364 101471 
61 2.99729e-06 1.78237 -3.91582 273.3 101439 
65 3.19546e-06 1.78232 -5.39164 273.342 101452 
69 3.39363e-06 1.78233 -6.89746 273.243 101416 
73 3.5918e-06 1.78363 -8.36006 273.281 101504 
54 2.6505e-06 1.78263 -1.35227 273.373 101482 
58 2.84867e-06 1.78244 -2.87007 273.419 101488 
62 3.04683e-06 1.78194 -4.45487 273.271 101404 
66 3.245e-06 1.78169 -5.82057 273.332 101413 
70 3.44317e-06 1.78241 -7.23607 273.298 101441 
74 3.64134e-06 1.7828 -8.81008 273.227 101437 
52 2.55141e-06 1.78198 -0.598839 273.281 101410 
56 2.74958e-06 1.78343 -2.09709 273.358 101521 
60 2.94775e-06 1.7825 -3.58123 273.464 101508 
64 3.14592e-06 1.7826 -5.14275 273.257 101437 
68 3.34408e-06 1.78215 -6.60904 273.311 101431 
72 3.54225e-06 1.78247 -7.97751 273.425 101492 
76 3.74042e-06 1.78314 -9.51098 273.292 101480 
80 3.93859e-06 1.78199 -10.9509 273.212 101385 
84 4.13676e-06 1.7829 -12.373 273.283 101463 
88 4.33492e-06 1.78339 -13.7154 273.217 101467 
92 4.53309e-06 1.78424 -15.385 273.196 101507 
96 4.73126e-06 1.78375 -16.6013 273.109 101447 
100 4.92943e-06 1.7847 -17.8759 273.055 101481 
77 3.78996e-06 1.78284 -9.94029 273.266 101454 
81 3.98813e-06 1.78296 -11.4388 273.264 101460 
85 4.1863e-06 1.78232 -12.7859 273.289 101432 
89 4.38447e-06 1.7835 -14.2723 273.222 101475 
93 4.58263e-06 1.78341 -15.5046 273.068 101413 
97 4.7808e-06 1.78442 -16.9831 273.184 101513 
78 3.8395e-06 1.78256 -10.2702 273.252 101433 
82 4.03767e-06 1.78346 -11.7 273.148 101445 
86 4.23584e-06 1.78361 -13.1232 273.15 101455 
90 4.43401e-06 1.78263 -14.5264 273.208 101420 
94 4.63218e-06 1.78338 -15.9476 273.09 101419 
98 4.83034e-06 1.78316 -17.3564 273.16 101433 
79 3.88905e-06 1.78228 -10.5571 273.262 101420 
83 4.08721e-06 1.78352 -12.0284 273.226 101478 
87 4.28538e-06 1.78274 -13.4924 273.177 101415 
91 4.48355e-06 1.78274 -14.9419 273.269 101449 
95 4.68172e-06 1.78395 -16.3444 273.184 101487 
99 4.87989e-06 1.78434 -17.5499 273.167 101502 
