ITEM: TIMESTEP
200
ITEM: NUMBER OF CELLS
39332
ITEM: BOX BOUNDS oo ro pp
-3.788 3.788
0 3.788
-0.5 0.5
ITEM: CELLS xc yc f_1[1] f_1[2] f_1[3] f_1[4] 
-2.90864 0.2841 0 0 0 0 
-2.80041 0.2841 0 0 0 0 
-2.69219 0.2841 0 0 0 0 
-2.58396 0.2841 0 0 0 0 
-2.47573 0.2841 0 0 0 0 
-2.3675 0.2841 0 0 0 0 
-2.25927 0.2841 0 0 0 0 
-2.15104 0.2841 0 0 0 0 
-2.04281 0.2841 0 0 0 0 
-1.93459 0.2841 0 0 0 0 
-3.77447 0.311157 0 0 0 0 
-3.66624 0.311157 0 0 0 0 
-3.55801 0.311157 0 0 0 0 
-3.44979 0.311157 0 0 0 0 
-3.34156 0.311157 0 0 0 0 
-3.23333 0.311157 0 0 0 0 
-3.1251 0.311157 0 0 0 0 
-3.01687 0.311157 0 0 0 0 
-2.90864 0.311157 0 0 0 0 
-2.80041 0.311157 0 0 0 0 
-2.69219 0.311157 0 0 0 0 
-2.58396 0.311157 0 0 0 0 
-2.47573 0.311157 0 0 0 0 
-2.3675 0.311157 0 0 0 0 
-2.25927 0.311157 0 0 0 0 
-2.15104 0.311157 0 0 0 0 
-2.04281 0.311157 0 0 0 0 
-1.93459 0.311157 0 0 0 0 
-3.77447 0.338214 0 0 0 0 
-3.66624 0.338214 0 0 0 0 
-3.55801 0.338214 0 0 0 0 
-3.44979 0.338214 0 0 0 0 
-3.34156 0.338214 0 0 0 0 
-3.23333 0.338214 0 0 0 0 
-3.1251 0.338214 0 0 0 0 
-3.01687 0.338214 0 0 0 0 
-2.90864 0.338214 0 0 0 0 
-2.80041 0.338214 0 0 0 0 
-2.69219 0.338214 0 0 0 0 
-2.58396 0.338214 0 0 0 0 
-2.47573 0.338214 0 0 0 0 
-2.3675 0.338214 0 0 0 0 
-2.25927 0.338214 0 0 0 0 
-2.15104 0.338214 0 0 0 0 
-2.04281 0.338214 0 0 0 0 
-1.93459 0.338214 0 0 0 0 
-3.77447 0.365271 0 0 0 0 
-3.66624 0.365271 0 0 0 0 
-3.55801 0.365271 0 0 0 0 
-3.44979 0.365271 0 0 0 0 
-3.34156 0.365271 0 0 0 0 
-3.23333 0.365271 0 0 0 0 
-3.1251 0.365271 0 0 0 0 
-3.01687 0.365271 0 0 0 0 
-2.90864 0.365271 0 0 0 0 
-2.80041 0.365271 0 0 0 0 
-2.69219 0.365271 0 0 0 0 
-2.58396 0.365271 0 0 0 0 
-2.47573 0.365271 0 0 0 0 
-2.3675 0.365271 0 0 0 0 
-2.25927 0.365271 0 0 0 0 
-2.15104 0.365271 0 0 0 0 
-2.04281 0.365271 0 0 0 0 
-1.93459 0.365271 0 0 0 0 
-3.77447 0.392329 0 0 0 0 
-3.66624 0.392329 0 0 0 0 
-3.55801 0.392329 0 0 0 0 
-3.44979 0.392329 0 0 0 0 
-3.34156 0.392329 0 0 0 0 
-3.23333 0.392329 0 0 0 0 
-3.1251 0.392329 0 0 0 0 
-3.01687 0.392329 0 0 0 0 
-2.90864 0.392329 0 0 0 0 
-2.80041 0.392329 0 0 0 0 
-2.69219 0.392329 0 0 0 0 
-2.58396 0.392329 0 0 0 0 
-2.47573 0.392329 0 0 0 0 
-2.3675 0.392329 0 0 0 0 
-2.25927 0.392329 0 0 0 0 
-2.15104 0.392329 0 0 0 0 
-2.04281 0.392329 0 0 0 0 
-1.93459 0.392329 0 0 0 0 
-3.77447 0.419386 0 0 0 0 
-3.66624 0.419386 0 0 0 0 
-3.55801 0.419386 0 0 0 0 
-3.44979 0.419386 0 0 0 0 
-3.34156 0.419386 0 0 0 0 
-3.23333 0.419386 0 0 0 0 
-3.1251 0.419386 0 0 0 0 
-3.01687 0.419386 0 0 0 0 
-2.90864 0.419386 0 0 0 0 
-2.80041 0.419386 0 0 0 0 
-2.69219 0.419386 0 0 0 0 
-2.58396 0.419386 0 0 0 0 
-2.47573 0.419386 0 0 0 0 
-2.3675 0.419386 0 0 0 0 
-2.25927 0.419386 0 0 0 0 
-2.15104 0.419386 0 0 0 0 
-2.04281 0.419386 0 0 0 0 
-1.93459 0.419386 0 0 0 0 
-3.77447 0.446443 0 0 0 0 
-3.66624 0.446443 0 0 0 0 
-3.55801 0.446443 0 0 0 0 
-3.44979 0.446443 0 0 0 0 
-3.34156 0.446443 0 0 0 0 
-3.23333 0.446443 0 0 0 0 
-3.1251 0.446443 0 0 0 0 
-3.01687 0.446443 0 0 0 0 
-2.90864 0.446443 0 0 0 0 
-2.80041 0.446443 0 0 0 0 
