TITLE = "cavity_20000"
 VARIABLES = "X", "Y", "nrho", "U", "V","Temperature"
 ZONE  F=POINT
0.0125 0.0125 2.09353e+21 -5.14801 2.75336 272.001 
0.1125 0.0125 2.03803e+21 -2.90742 23.4114 270.83 
0.2125 0.0125 2.06863e+21 0.328968 39.7394 273.848 
0.3125 0.0125 2.07387e+21 5.00843 35.9948 273.367 
0.4125 0.0125 2.09322e+21 -0.368366 20.1836 271.235 
0.0125 0.0375 2.08129e+21 -4.63294 0.707627 273.858 
0.1125 0.0375 2.06557e+21 -4.23648 24.8538 269.485 
0.2125 0.0375 2.05997e+21 -1.86562 36.5992 275.87 
0.3125 0.0375 2.10245e+21 5.51097 34.8886 275.942 
0.4125 0.0375 2.07071e+21 7.48953 19.8534 271.942 
0.0125 0.0625 2.07812e+21 -13.085 1.56801 273.588 
0.1125 0.0625 2.06536e+21 -7.31727 25.4372 275.407 
0.2125 0.0625 2.07543e+21 -3.58216 36.5722 274.839 
0.3125 0.0625 2.07133e+21 5.342 36.1152 273.953 
0.4125 0.0625 2.07973e+21 10.957 22.2389 272.906 
0.0125 0.0875 2.07895e+21 -19.7434 1.06589 272.496 
0.1125 0.0875 2.0829e+21 -13.788 23.8065 273.667 
0.2125 0.0875 2.08424e+21 -5.19321 34.1923 277.024 
0.3125 0.0875 2.06256e+21 9.74442 30.7841 275.199 
0.4125 0.0875 2.09768e+21 14.5543 17.3008 271.945 
0.0125 0.1125 2.07097e+21 -24.795 -0.268313 271.363 
0.1125 0.1125 2.08492e+21 -17.9852 21.3616 274.409 
0.2125 0.1125 2.06733e+21 -5.45124 30.287 275.495 
0.3125 0.1125 2.06931e+21 10.7653 27.4566 274.028 
0.4125 0.1125 2.08009e+21 25.9201 14.552 274.189 
0.0125 0.1375 2.06085e+21 -27.6182 -1.34509 273.681 
0.1125 0.1375 2.08544e+21 -20.3467 15.5753 274.407 
0.2125 0.1375 2.07548e+21 -9.22109 24.8137 277.499 
0.3125 0.1375 2.08295e+21 13.1535 22.7642 277.874 
0.4125 0.1375 2.09685e+21 28.1961 13.9308 276.944 
0.0125 0.1625 2.07574e+21 -33.5119 -0.635264 277.291 
0.1125 0.1625 2.07112e+21 -28.3525 15.6069 275.171 
0.2125 0.1625 2.09814e+21 -11.5405 23.9663 277.223 
0.3125 0.1625 2.06962e+21 14.708 20.4632 277.578 
0.4125 0.1625 2.07781e+21 33.2014 10.7437 274.434 
0.0125 0.1875 2.07304e+21 -35.8628 2.16638 274.862 
0.1125 0.1875 2.08596e+21 -28.4492 10.6135 274.928 
0.2125 0.1875 2.10878e+21 -10.7287 15.1918 278.129 
0.3125 0.1875 2.08103e+21 17.0611 16.2752 276.234 
0.4125 0.1875 2.06474e+21 34.8342 10.3371 275.823 
0.0125 0.2125 2.07351e+21 -38.9332 2.938 276.098 
0.1125 0.2125 2.05987e+21 -31.7811 7.6519 275.036 
0.2125 0.2125 2.09342e+21 -9.88626 7.95712 280.459 
0.3125 0.2125 2.07122e+21 15.5564 6.48542 277.783 
0.4125 0.2125 2.06536e+21 36.5626 6.12999 276.571 
0.0125 0.2375 2.07802e+21 -40.7967 -0.487478 274.047 
0.1125 0.2375 2.0817e+21 -32.7908 1.88202 274.07 
0.2125 0.2375 2.09358e+21 -10.0136 2.59936 280.469 
