TITLE = "cavity_20000"
 VARIABLES = "X", "Y", "nrho", "U", "V","Temperature"
 ZONE  F=POINT
-3.76432 0.023675 1.45019e+20 -61.1952 0.118722 272.101 
-3.57492 0.023675 1.70823e+20 -51.7904 0.165869 236.794 
-3.38552 0.023675 1.53373e+20 -55.8911 1.64924 250.672 
-3.19612 0.023675 1.56358e+20 -54.113 -2.27419 253.468 
-3.00672 0.023675 1.78868e+20 -36.7582 2.97084 242.619 
-2.81732 0.023675 1.84363e+20 -23.5384 -3.78367 255.219 
-2.62793 0.023675 2.01503e+20 -11.6087 1.8015 259.685 
-2.43853 0.023675 2.03913e+20 7.3533 -3.83142 271.974 
-2.24913 0.023675 2.04163e+20 13.3354 7.04585 275.962 
-2.05972 0.023675 2.13008e+20 4.87908 3.51834 260.329 
-3.76432 0.071025 1.48629e+20 -61.5464 -7.21372 273.714 
-3.57492 0.071025 1.72088e+20 -52.2171 -0.811171 237.084 
-3.38552 0.071025 1.62438e+20 -62.0471 -0.448361 247.814 
-3.19612 0.071025 1.66503e+20 -58.4624 -4.41517 254.309 
-3.00672 0.071025 1.78033e+20 -42.9447 10.5862 247.081 
-2.81732 0.071025 1.98348e+20 -18.0946 -10.8902 247.032 
-2.62793 0.071025 1.89933e+20 -9.26266 1.57196 268.387 
-2.43853 0.071025 2.11068e+20 -1.54333 -8.2655 258.624 
-2.24913 0.071025 1.97568e+20 4.72492 7.56037 276.049 
-2.05972 0.071025 1.98938e+20 -4.17101 1.25269 273.223 
-3.76432 0.118375 1.42714e+20 -63.0829 1.63983 263.85 
-3.57492 0.118375 1.62053e+20 -62.2376 5.02699 247.218 
-3.38552 0.118375 1.63798e+20 -53.0913 7.84638 241.158 
-3.19612 0.118375 1.61943e+20 -59.6388 -10.6619 245.799 
-3.00672 0.118375 1.76078e+20 -44.3477 6.46333 253.678 
-2.81732 0.118375 1.92463e+20 -34.5792 -12.2003 252.966 
-2.62793 0.118375 1.92983e+20 -9.58763 -1.53443 268.489 
-2.43853 0.118375 2.07193e+20 -3.01265 -10.2697 261.198 
-2.24913 0.118375 2.02013e+20 -6.34515 2.26353 271.386 
-2.05972 0.118375 2.02758e+20 -18.8088 -1.75386 273.492 
-3.76432 0.165725 1.51113e+20 -57.2758 5.78453 263.697 
-3.57492 0.165725 1.77823e+20 -54.7664 3.13435 238.412 
-3.38552 0.165725 1.69458e+20 -56.5505 7.84664 241.326 
-3.19612 0.165725 1.62608e+20 -58.6411 -8.56138 248.615 
-3.00672 0.165725 1.72948e+20 -49.6324 3.81345 247.716 
-2.81732 0.165725 1.91198e+20 -33.7637 -7.35113 247.238 
-2.62793 0.165725 1.96738e+20 -14.2644 -1.3805 259.794 
-2.43853 0.165725 1.95043e+20 -4.09354 -2.83028 279.833 
-2.24913 0.165725 2.08183e+20 -16.382 0.253168 274.146 
-2.05972 0.165725 2.01093e+20 -3.9321 -1.54571 279.001 
-3.76432 0.213075 1.50873e+20 -59.3564 3.44465 260.496 
-3.57492 0.213075 1.61963e+20 -60.127 8.18935 246.543 
-3.38552 0.213075 1.69673e+20 -52.1488 7.16068 238.777 
-3.19612 0.213075 1.57798e+20 -58.6802 -3.83384 249.272 
-3.00672 0.213075 1.72233e+20 -50.5294 8.09987 249.029 
-2.81732 0.213075 1.93713e+20 -25.1245 -2.81196 248.345 
-2.62793 0.213075 2.00258e+20 -21.1942 2.19438 260.648 
-2.43853 0.213075 2.00168e+20 -12.8244 0.487734 272.11 
-2.24913 0.213075 1.96598e+20 -1.3041 3.08494 286.596 
-2.05972 0.213075 1.94413e+20 -5.57823 4.19859 286.516 
-3.76432 0.260425 1.48574e+20 -59.2001 -10.261 274.593 
-3.57492 0.260425 1.76358e+20 -50.4042 6.98426 237.211 
-3.38552 0.260425 1.73363e+20 -55.0538 -6.29008 236.291 
-3.19612 0.260425 1.68033e+20 -52.341 6.60179 242.165 
-3.00672 0.260425 1.80518e+20 -37.9109 8.33459 244.671 
-2.81732 0.260425 1.90258e+20 -22.6417 -3.94913 263.364 
-2.62793 0.260425 1.90028e+20 -14.7702 5.76553 264.097 
-2.43853 0.260425 1.99918e+20 -4.81797 -1.51174 269.634 
-2.24913 0.260425 2.04013e+20 -7.50566 4.12325 280.068 
-2.05972 0.260425 1.91028e+20 -3.749 -5.486 287.934 
-3.76432 0.307775 1.51953e+20 -64.7023 -2.17762 262.731 
-3.57492 0.307775 1.66093e+20 -56.7603 -1.84529 246.092 
-3.38552 0.307775 1.65583e+20 -66.594 -12.77 236.691 
-3.19612 0.307775 1.76263e+20 -47.0569 7.69098 235.977 
-3.00672 0.307775 1.73128e+20 -29.2431 9.36459 248.911 
-2.81732 0.307775 1.85498e+20 -18.6506 -8.52188 258.821 
-2.62793 0.307775 1.97698e+20 -20.7578 3.50157 264.792 
-2.43853 0.307775 1.97003e+20 -2.20056 -0.41183 279.902 
-2.24913 0.307775 2.03778e+20 2.6374 2.50751 277.945 
-2.05972 0.307775 2.06938e+20 9.40527 0.668699 271.911 
-3.76432 0.355125 1.58253e+20 -58.3258 5.31067 255.48 
-3.57492 0.355125 1.66248e+20 -43.3711 -4.58016 242.811 
-3.38552 0.355125 1.55393e+20 -61.3577 -1.73479 250.131 
-3.19612 0.355125 1.69098e+20 -51.4802 6.78283 241.211 
-3.00672 0.355125 1.75538e+20 -32.3632 12.6272 247.015 
-2.81732 0.355125 1.85003e+20 -27.8497 -3.71988 257.786 
-2.62793 0.355125 1.91198e+20 -0.974758 -0.373303 268.703 
-2.43853 0.355125 2.01563e+20 -3.77176 1.66524 268.585 
-2.24913 0.355125 2.04648e+20 6.30206 0.367384 267.588 
-2.05972 0.355125 2.07988e+20 13.2074 -1.62432 274.827 
