ITEM: TIMESTEP
1141
ITEM: NUMBER OF CELLS
1200
ITEM: BOX BOUNDS oo pp pp
0.61625 0 0 0 0 0 
0.619583 0 0 0 0 0 
0.622917 0 0 0 0 0 
0.62625 0 0 0 0 0 
0.629583 0 0 0 0 0 
0.632917 0 0 0 0 0 
0.63625 0 0 0 0 0 
0.639583 0 0 0 0 0 
0.642917 0 0 0 0 0 
0.64625 0 0 0 0 0 
0.649583 0 0 0 0 0 
0.652917 0 0 0 0 0 
0.65625 0 0 0 0 0 
0.659583 0 0 0 0 0 
0.662917 0 0 0 0 0 
0.66625 0 0 0 0 0 
0.669583 0 0 0 0 0 
0.672917 0 0 0 0 0 
0.67625 0 0 0 0 0 
0.679583 0 0 0 0 0 
0.682917 0 0 0 0 0 
0.68625 0 0 0 0 0 
0.689583 0 0 0 0 0 
0.692917 0 0 0 0 0 
0.69625 0 0 0 0 0 
0.699583 0 0 0 0 0 
0.702917 0 0 0 0 0 
0.70625 0 0 0 0 0 
0.709583 0 0 0 0 0 
0.712917 0 0 0 0 0 
0.71625 0 0 0 0 0 
0.719583 0 0 0 0 0 
0.722917 0 0 0 0 0 
0.72625 0 0 0 0 0 
0.729583 0 0 0 0 0 
0.732917 0 0 0 0 0 
0.73625 0 0 0 0 0 
0.739583 0 0 0 0 0 
0.742917 0 0 0 0 0 
0.74625 0 0 0 0 0 
0.749583 0 0 0 0 0 
0.752917 0 0 0 0 0 
0.75625 0 0 0 0 0 
0.759583 0 0 0 0 0 
0.762917 0 0 0 0 0 
0.76625 0 0 0 0 0 
0.769583 0 0 0 0 0 
0.772917 0 0 0 0 0 
0.77625 0 0 0 0 0 
0.779583 0 0 0 0 0 
0.782917 0 0 0 0 0 
0.78625 0 0 0 0 0 
0.789583 0 0 0 0 0 
0.792917 0 0 0 0 0 
0.79625 0 0 0 0 0 
0.799583 0 0 0 0 0 
0.802917 0 0 0 0 0 
0.80625 0 0 0 0 0 
0.809583 0 0 0 0 0 
0.812917 0 0 0 0 0 
0.81625 0 0 0 0 0 
0.819583 0 0 0 0 0 
0.822917 0 0 0 0 0 
0.82625 0 0 0 0 0 
0.829583 0 0 0 0 0 
0.832917 0 0 0 0 0 
0.83625 0 0 0 0 0 
0.839583 0 0 0 0 0 
0.842917 0 0 0 0 0 
0.84625 0 0 0 0 0 
0.849583 0 0 0 0 0 
0.852917 0 0 0 0 0 
0.85625 0 0 0 0 0 
0.859583 0 0 0 0 0 
0.862917 0 0 0 0 0 
0.86625 0 0 0 0 0 
0.869583 0 0 0 0 0 
0.872917 0 0 0 0 0 
0.87625 0 0 0 0 0 
0.879583 0 0 0 0 0 
0.882917 0 0 0 0 0 
0.88625 0 0 0 0 0 
0.889583 0 0 0 0 0 
0.892917 0 0 0 0 0 
0.89625 0 7.54152e+15 116.719 728.68 1.45307e-13 
0.899583 0 0 0 0 0 
0.902917 0 0 0 0 0 
0.90625 0 0 0 0 0 
0.909583 0 0 0 0 0 
0.912917 0 0 0 0 0 
0.91625 0 0 0 0 0 
0.919583 0 0 0 0 0 
0.922917 0 0 0 0 0 
0.92625 0 0 0 0 0 
0.929583 0 0 0 0 0 
0.932917 0 0 0 0 0 
0.93625 0 0 0 0 0 
0.939583 0 0 0 0 0 
0.942917 0 0 0 0 0 
0.94625 0 0 0 0 0 
0.949583 0 0 0 0 0 
0.952917 0 0 0 0 0 
0.95625 0 0 0 0 0 
0.959583 0 0 0 0 0 
0.962917 0 0 0 0 0 
0.96625 0 0 0 0 0 
0.969583 0 0 0 0 0 
0.972917 0 0 0 0 0 
0.97625 0 0 0 0 0 
0.979583 0 0 0 0 0 
0.982917 0 0 0 0 0 
0.98625 0 0 0 0 0 
0.989583 0 0 0 0 0 
0.992917 0 0 0 0 0 
0.99625 0 0 0 0 0 
0.999583 0 0 0 0 0 
0.750417 0 0 0 0 0 
0.75375 0 0 0 0 0 
0.757083 0 0 0 0 0 
0.760417 0 0 0 0 0 
0.76375 0 0 0 0 0 
0.767083 0 0 0 0 0 
0.770417 0 0 0 0 0 
0.77375 0 0 0 0 0 
0.777083 0 0 0 0 0 
0.780417 0 0 0 0 0 
0.78375 0 0 0 0 0 
0.787083 0 0 0 0 0 
0.790417 0 0 0 0 0 
0.79375 0 0 0 0 0 
0.797083 0 0 0 0 0 
0.800417 0 0 0 0 0 
0.80375 0 0 0 0 0 
0.807083 0 0 0 0 0 
0.810417 0 0 0 0 0 
0.81375 0 0 0 0 0 
0.817083 0 0 0 0 0 
0.820417 0 0 0 0 0 
0.82375 0 0 0 0 0 
0.827083 0 0 0 0 0 
0.830417 0 0 0 0 0 
0.83375 0 0 0 0 0 
0.837083 0 0 0 0 0 
0.840417 0 0 0 0 0 
0.84375 0 0 0 0 0 
0.847083 0 0 0 0 0 
0.850417 0 0 0 0 0 
0.85375 0 0 0 0 0 
0.857083 0 0 0 0 0 
0.860417 0 0 0 0 0 
0.86375 0 0 0 0 0 
0.867083 0 0 0 0 0 
0.870417 0 0 0 0 0 
0.87375 0 0 0 0 0 
0.877083 0 0 0 0 0 
0.880417 0 0 0 0 0 
0.88375 0 0 0 0 0 
0.887083 0 0 0 0 0 
0.890417 0 0 0 0 0 
0.89375 0 0 0 0 0 
0.897083 0 0 0 0 0 
0.900417 0 0 0 0 0 
0.90375 0 0 0 0 0 
0.907083 0 0 0 0 0 
0.910417 0 0 0 0 0 
0.91375 0 0 0 0 0 
0.917083 0 0 0 0 0 
0.920417 0 0 0 0 0 
0.92375 0 0 0 0 0 
0.927083 0 0 0 0 0 
0.930417 0 0 0 0 0 
0.93375 0 0 0 0 0 
0.937083 0 0 0 0 0 
0.940417 0 0 0 0 0 
0.94375 0 0 0 0 0 
0.947083 0 0 0 0 0 
0.950417 0 0 0 0 0 
0.95375 0 0 0 0 0 
0.957083 0 0 0 0 0 
0.960417 0 0 0 0 0 
0.96375 0 0 0 0 0 
0.967083 0 0 0 0 0 
0.970417 0 0 0 0 0 
0.97375 0 0 0 0 0 
0.977083 0 0 0 0 0 
0.980417 0 0 0 0 0 
0.98375 0 0 0 0 0 
0.987083 0 0 0 0 0 
0.990417 0 0 0 0 0 
0.99375 0 0 0 0 0 
0.997083 0 0 0 0 0 
0.75125 0 0 0 0 0 
0.754583 0 0 0 0 0 
0.757917 0 0 0 0 0 
0.76125 0 0 0 0 0 
0.764583 0 0 0 0 0 
0.767917 0 0 0 0 0 
0.77125 0 0 0 0 0 
0.774583 0 0 0 0 0 
0.777917 0 0 0 0 0 
0.78125 0 0 0 0 0 
0.784583 0 0 0 0 0 
0.787917 0 0 0 0 0 
0.79125 0 0 0 0 0 
0.794583 0 0 0 0 0 
0.797917 0 0 0 0 0 
0.80125 0 0 0 0 0 
0.804583 0 0 0 0 0 
0.807917 0 0 0 0 0 
0.81125 0 0 0 0 0 
0.814583 0 0 0 0 0 
0.817917 0 0 0 0 0 
0.82125 0 0 0 0 0 
0.824583 0 0 0 0 0 
0.827917 0 0 0 0 0 
0.83125 0 0 0 0 0 
0.834583 0 0 0 0 0 
0.837917 0 0 0 0 0 
0.84125 0 0 0 0 0 
0.844583 0 0 0 0 0 
0.847917 0 0 0 0 0 
0.85125 0 0 0 0 0 
0.854583 0 0 0 0 0 
0.857917 0 0 0 0 0 
0.86125 0 0 0 0 0 
0.864583 0 0 0 0 0 
0.867917 0 0 0 0 0 
0.87125 0 0 0 0 0 
0.874583 0 0 0 0 0 
0.877917 0 0 0 0 0 
0.88125 0 0 0 0 0 
0.884583 0 0 0 0 0 
0.887917 0 0 0 0 0 
0.89125 0 0 0 0 0 
0.894583 0 0 0 0 0 
0.897917 0 0 0 0 0 
0.90125 0 0 0 0 0 
0.904583 0 0 0 0 0 
0.907917 0 0 0 0 0 
0.91125 0 0 0 0 0 
0.914583 0 0 0 0 0 
0.917917 0 0 0 0 0 
0.92125 0 0 0 0 0 
0.924583 0 0 0 0 0 
0.927917 0 0 0 0 0 
0.93125 0 0 0 0 0 
0.934583 0 0 0 0 0 
0.937917 0 0 0 0 0 
0.94125 0 0 0 0 0 
0.944583 0 0 0 0 0 
0.947917 0 0 0 0 0 
0.95125 0 0 0 0 0 
0.954583 0 0 0 0 0 
0.957917 0 0 0 0 0 
0.96125 0 0 0 0 0 
0.964583 0 0 0 0 0 
0.967917 0 0 0 0 0 
0.97125 0 0 0 0 0 
0.974583 0 0 0 0 0 
0.977917 0 0 0 0 0 
0.98125 0 0 0 0 0 
0.984583 0 0 0 0 0 
0.987917 0 0 0 0 0 
0.99125 0 0 0 0 0 
0.994583 0 0 0 0 0 
0.997917 0 0 0 0 0 
0.752083 0 0 0 0 0 
0.755417 0 0 0 0 0 
0.75875 0 0 0 0 0 
0.762083 0 0 0 0 0 
0.765417 0 0 0 0 0 
0.76875 0 0 0 0 0 
0.772083 0 0 0 0 0 
0.775417 0 0 0 0 0 
0.77875 0 0 0 0 0 
0.782083 0 0 0 0 0 
0.785417 0 0 0 0 0 
0.78875 0 0 0 0 0 
0.792083 0 0 0 0 0 
0.795417 0 0 0 0 0 
0.79875 0 0 0 0 0 
0.802083 0 0 0 0 0 
0.805417 0 0 0 0 0 
0.80875 0 0 0 0 0 
0.812083 0 0 0 0 0 
0.815417 0 0 0 0 0 
0.81875 0 0 0 0 0 
0.822083 0 0 0 0 0 
0.825417 0 0 0 0 0 
0.82875 0 0 0 0 0 
0.832083 0 0 0 0 0 
0.835417 0 0 0 0 0 
0.83875 0 0 0 0 0 
0.842083 0 0 0 0 0 
0.845417 0 0 0 0 0 
0.84875 0 0 0 0 0 
0.852083 0 0 0 0 0 
0.855417 0 0 0 0 0 
0.85875 0 0 0 0 0 
0.862083 0 0 0 0 0 
0.865417 0 0 0 0 0 
0.86875 0 0 0 0 0 
0.872083 0 0 0 0 0 
0.875417 0 0 0 0 0 
0.87875 0 0 0 0 0 
0.882083 0 0 0 0 0 
0.885417 0 0 0 0 0 
0.88875 0 0 0 0 0 
0.892083 0 0 0 0 0 
0.895417 0 0 0 0 0 
0.89875 0 0 0 0 0 
0.902083 0 0 0 0 0 
0.905417 0 0 0 0 0 
0.90875 0 0 0 0 0 
0.912083 0 0 0 0 0 
0.915417 0 0 0 0 0 
0.91875 0 0 0 0 0 
0.922083 0 0 0 0 0 
0.925417 0 0 0 0 0 
0.92875 0 0 0 0 0 
0.932083 0 0 0 0 0 
0.935417 0 0 0 0 0 
0.93875 0 0 0 0 0 
0.942083 0 0 0 0 0 
0.945417 0 0 0 0 0 
0.94875 0 0 0 0 0 
0.952083 0 0 0 0 0 
0.955417 0 0 0 0 0 
0.95875 0 0 0 0 0 
0.962083 0 0 0 0 0 
0.965417 0 0 0 0 0 
0.96875 0 0 0 0 0 
0.972083 0 0 0 0 0 
0.975417 0 0 0 0 0 
0.97875 0 0 0 0 0 
0.982083 0 0 0 0 0 
0.985417 0 0 0 0 0 
0.98875 0 0 0 0 0 
0.992083 0 0 0 0 0 
0.995417 0 0 0 0 0 
0.99875 0 0 0 0 0 
