ITEM: TIMESTEP
140000
ITEM: NUMBER OF CELLS
5184
ITEM: BOX BOUNDS ss ss pp
-1.7202e-05 1.7202e-05
-1.7202e-05 1.7202e-05
-0.5 0.5
ITEM: CELLS xc yc f_1[1] f_1[2] f_1[3] f_1[4] 
-1.69631e-05 -1.69631e-05 2.68218e+25 0.0559888 -0.0451532 273.002 
-1.50517e-05 -1.69631e-05 2.68237e+25 0.0125772 0.0191633 273 
-1.31404e-05 -1.69631e-05 2.68167e+25 -0.0706677 0.0252294 272.917 
-1.12291e-05 -1.69631e-05 2.68539e+25 -0.129259 0.0164695 272.576 
-9.31775e-06 -1.69631e-05 2.68693e+25 -0.0793779 -0.0684534 272.664 
-7.40642e-06 -1.69631e-05 2.68563e+25 -0.0188382 -0.0274769 272.795 
-5.49508e-06 -1.69631e-05 2.68218e+25 -0.239253 -0.0080214 273.066 
-3.58375e-06 -1.69631e-05 2.6854e+25 0.154067 0.0487757 272.948 
-1.67242e-06 -1.69631e-05 2.68358e+25 -0.245785 0.01319 272.807 
-1.69631e-05 -1.64852e-05 2.68664e+25 -0.0395746 -0.0131255 272.702 
-1.50517e-05 -1.64852e-05 2.68914e+25 -0.0693323 -0.0168723 272.388 
-1.31404e-05 -1.64852e-05 2.68347e+25 -0.166129 0.113756 272.681 
-1.12291e-05 -1.64852e-05 2.68494e+25 -0.173646 -0.101053 272.582 
-9.31775e-06 -1.64852e-05 2.68867e+25 -0.1604 -0.159799 272.445 
-7.40642e-06 -1.64852e-05 2.69135e+25 0.327736 -0.0741577 272.231 
-5.49508e-06 -1.64852e-05 2.68393e+25 -0.147539 0.108321 272.628 
-3.58375e-06 -1.64852e-05 2.69e+25 0.0456793 0.0939977 272.421 
-1.67242e-06 -1.64852e-05 2.68577e+25 -0.277738 0.118299 272.789 
-1.69631e-05 -1.60074e-05 2.6877e+25 -0.00806443 -0.00537351 272.611 
-1.50517e-05 -1.60074e-05 2.69042e+25 -0.0620278 0.0195702 272.257 
-1.31404e-05 -1.60074e-05 2.68829e+25 -0.233986 0.129716 272.524 
-1.12291e-05 -1.60074e-05 2.68865e+25 -0.138671 -0.26957 272.371 
-9.31775e-06 -1.60074e-05 2.68747e+25 -0.115203 -0.131794 272.399 
-7.40642e-06 -1.60074e-05 2.69195e+25 -0.0238399 -0.0634673 271.98 
-5.49508e-06 -1.60074e-05 2.68781e+25 -0.267627 -0.0646272 272.405 
-3.58375e-06 -1.60074e-05 2.69103e+25 -0.0955122 -0.00751979 272.318 
-1.67242e-06 -1.60074e-05 2.68279e+25 -0.655243 0.17194 272.919 
-1.69631e-05 -1.55296e-05 2.68539e+25 -0.0410253 0.0166805 272.773 
-1.50517e-05 -1.55296e-05 2.69374e+25 -0.17286 0.115745 272.098 
-1.31404e-05 -1.55296e-05 2.68996e+25 -0.251349 0.0153819 272.357 
