TITLE = "cavity_20000"
VARIABLES = "X", "Y", "nrho", "U", "V","Temperature"
ZONE T="cavity", I=72, J=72, K=1, F=POINT
-1.1229e-05,-2.3892e-07,2.7069e+25,-2.2762,5.0238,270.3
-1.1229e-05,2.3892e-07,2.7007e+25,-1.4157,4.7129,270.91
-1.1229e-05,7.1675e-07,2.7079e+25,-1.544,4.1471,270.92
-1.1229e-05,1.1946e-06,2.6998e+25,-1.0955,4.4171,271.11
-1.1229e-05,1.6724e-06,2.6989e+25,-1.1024,4.9948,271.12
-1.1229e-05,2.1502e-06,2.7009e+25,-0.85383,5.4314,270.52
-1.1229e-05,2.6281e-06,2.7179e+25,-1.2798,5.5645,270.04
-1.1229e-05,3.1059e-06,2.6933e+25,-0.9459,5.3935,271.76
-1.1229e-05,3.5838e-06,2.6791e+25,0.25464,5.4528,272.91
-1.1229e-05,4.0616e-06,2.6838e+25,0.18669,5.9013,272.75
-1.1229e-05,4.5394e-06,2.6844e+25,0.32457,6.0575,272.01
-1.1229e-05,5.0173e-06,2.6957e+25,0.74202,6.2523,271.55
-1.1229e-05,5.4951e-06,2.6822e+25,-0.16149,6.523,271.84
-1.1229e-05,5.9729e-06,2.6943e+25,-1.6161,6.3483,271.59
-1.1229e-05,6.4508e-06,2.6878e+25,-2.1885,6.214,272.22
-1.1229e-05,6.9286e-06,2.688e+25,-1.5344,6.0311,271.81
-1.1229e-05,7.4064e-06,2.6956e+25,-1.4289,6.1048,271.4
-1.1229e-05,7.8842e-06,2.7e+25,-1.3635,5.6396,271.27
-1.1229e-05,8.3621e-06,2.6948e+25,-2.6108,5.2996,271.03
-1.1229e-05,8.8399e-06,2.7001e+25,-2.8223,4.9358,270.74
-1.1229e-05,9.3178e-06,2.6896e+25,-2.834,4.21,270.75
-1.1229e-05,9.7956e-06,2.6958e+25,-3.8357,4.5885,271.83
-1.1229e-05,1.0273e-05,2.683e+25,-4.0897,4.9181,271.91
-1.1229e-05,1.0751e-05,2.693e+25,-3.5012,4.9825,271.18
-1.1229e-05,1.1229e-05,2.7028e+25,-2.9682,5.4692,270.68
-1.1229e-05,1.1707e-05,2.6881e+25,-1.8021,5.87,271.85
-1.1229e-05,1.2185e-05,2.6797e+25,-1.0876,6.1616,272.04
-1.1229e-05,1.2663e-05,2.6838e+25,-1.2637,6.2483,272.23
-1.1229e-05,1.314e-05,2.6779e+25,-0.97893,6.5443,272.57
-1.1229e-05,1.3618e-05,2.6809e+25,-0.73318,6.3827,272.66
-1.1229e-05,1.4096e-05,2.6844e+25,-1.0164,6.1048,272.92
-1.1229e-05,1.4574e-05,2.6754e+25,0.60362,4.1769,273.16
-1.1229e-05,1.5052e-05,2.6856e+25,4.5795,2.6879,272.64
-1.1229e-05,1.553e-05,2.6756e+25,9.4,2.0639,273.31
-1.1229e-05,1.6007e-05,2.6752e+25,15.596,0.93904,273.29
-1.1229e-05,1.6485e-05,2.6789e+25,22.391,-0.11713,272.9
-1.1229e-05,1.6963e-05,2.6773e+25,29.753,0.042448,273.13
-1.0751e-05,-1.6963e-05,2.6767e+25,-0.32229,0.18734,273.33
-1.0751e-05,-1.6485e-05,2.686e+25,-0.93776,0.028513,272.3
-1.0751e-05,-1.6007e-05,2.685e+25,-0.85689,-0.37649,272.21
-1.0751e-05,-1.553e-05,2.7022e+25,-0.85706,-0.38086,270.91
-1.0751e-05,-1.5052e-05,2.6885e+25,-0.48781,-0.57843,271.83
-1.0751e-05,-1.4574e-05,2.6813e+25,-0.13858,-0.55406,272.75
-1.0751e-05,-1.4096e-05,2.6812e+25,-0.40924,-0.18811,272.8
-1.0751e-05,-1.3618e-05,2.6781e+25,-0.81202,0.2015,273.03
-1.0751e-05,-1.314e-05,2.6732e+25,-0.85513,-0.34424,273.44
-1.0751e-05,-1.2663e-05,2.676e+25,-1.0748,0.21167,273.97
-1.0751e-05,-1.2185e-05,2.679e+25,-0.99826,0.083297,273.35
-1.0751e-05,-1.1707e-05,2.6802e+25,-1.352,0.70319,273.33
-1.0751e-05,-1.1229e-05,2.688e+25,-1.9531,1.3025,272.2
-1.0751e-05,-1.0751e-05,2.6821e+25,-2.2164,1.0983,272.92
-1.0751e-05,-1.0273e-05,2.6895e+25,-2.2193,0.13602,272.3
-1.0751e-05,-9.7956e-06,2.6791e+25,-1.8562,0.20023,273.27
-1.0751e-05,-9.3178e-06,2.6849e+25,-0.84214,0.65395,272.63
-1.0751e-05,-8.8399e-06,2.6905e+25,-0.47799,1.118,272.15
-1.0751e-05,-8.3621e-06,2.6821e+25,0.16729,1.1979,272.87
-1.0751e-05,-7.8842e-06,2.6784e+25,-0.14428,1.2958,272.73
-1.0751e-05,-7.4064e-06,2.681e+25,-0.73838,1.9584,272.75
-1.0751e-05,-6.9286e-06,2.6924e+25,-0.54244,1.8487,272.36
-1.0751e-05,-6.4508e-06,2.6959e+25,-1.0428,2.1519,271.77
-1.0751e-05,-5.9729e-06,2.7004e+25,-3.0207,2.4198,271.41
-1.0751e-05,-5.4951e-06,2.7026e+25,-3.6356,2.3861,271.07
-1.0751e-05,-5.0173e-06,2.6989e+25,-3.1677,2.3985,271.56
-1.0751e-05,-4.5394e-06,2.6858e+25,-2.0523,2.4458,272.18
-1.0751e-05,-4.0616e-06,2.6881e+25,-0.93833,2.2761,272.28
-1.0751e-05,-3.5838e-06,2.6839e+25,-0.45104,2.6403,271.95
-1.0751e-05,-3.1059e-06,2.7055e+25,-0.77204,3.3313,271.27
-1.0751e-05,-2.6281e-06,2.6988e+25,0.30307,3.6018,271.04
-1.0751e-05,-2.1502e-06,2.6971e+25,-0.64085,3.7365,270.7
-1.0751e-05,-1.6724e-06,2.7028e+25,-1.2912,3.8994,270.33
-1.0751e-05,-1.1946e-06,2.7089e+25,-2.0018,4.2099,269.88
-1.0751e-05,-7.1675e-07,2.714e+25,-2.1576,4.5342,269.7
-1.0751e-05,-2.3892e-07,2.7106e+25,-2.1443,4.5443,270.07
-1.0751e-05,2.3892e-07,2.6981e+25,-1.7203,4.8258,270.81
-1.0751e-05,7.1675e-07,2.6964e+25,-1.3171,5.1081,270.8
-1.0751e-05,1.1946e-06,2.6986e+25,-1.6972,5.4783,270.67
-1.0751e-05,1.6724e-06,2.7066e+25,-1.4052,5.6783,270.51
-1.0751e-05,2.1502e-06,2.7042e+25,-1.1185,5.694,270.16
-1.0751e-05,2.6281e-06,2.7121e+25,-0.84746,5.3373,269.72
-1.0751e-05,3.1059e-06,2.6978e+25,-0.61197,4.7936,271.02
-1.0751e-05,3.5838e-06,2.6948e+25,-0.36517,4.9105,271.88
-1.0751e-05,4.0616e-06,2.6956e+25,-0.22885,5.2806,271.2
-1.0751e-05,4.5394e-06,2.6964e+25,0.50841,5.6258,271.13
-1.0751e-05,5.0173e-06,2.6882e+25,0.35326,5.5792,272.13
-1.0751e-05,5.4951e-06,2.6742e+25,-0.10002,5.9146,272.71
-1.0751e-05,5.9729e-06,2.686e+25,-1.4776,5.5201,272.25
-1.0751e-05,6.4508e-06,2.688e+25,-1.8601,5.351,271.91
-1.0751e-05,6.9286e-06,2.689e+25,-1.7142,5.2526,271.9
-1.0751e-05,7.4064e-06,2.69e+25,-0.97337,5.0095,271.92
-1.0751e-05,7.8842e-06,2.6874e+25,-0.96478,4.6259,271.46
-1.0751e-05,8.3621e-06,2.6913e+25,-2.4563,4.708,272.24
-1.0751e-05,8.8399e-06,2.6978e+25,-3.0993,4.4466,270.93
-1.0751e-05,9.3178e-06,2.6917e+25,-2.4891,4.9173,271.05
-1.0751e-05,9.7956e-06,2.695e+25,-4.0184,4.633,271.2
-1.0751e-05,1.0273e-05,2.6985e+25,-3.8927,4.4367,271.05
-1.0751e-05,1.0751e-05,2.6961e+25,-4.0612,4.8358,271.25
-1.0751e-05,1.1229e-05,2.6936e+25,-3.3901,5.0485,271.6
-1.0751e-05,1.1707e-05,2.6984e+25,-2.4233,5.6883,272.04
-1.0751e-05,1.2185e-05,2.6814e+25,-1.4209,6.0247,271.8
-1.0751e-05,1.2663e-05,2.6805e+25,-1.9653,6.8557,272.21
-1.0751e-05,1.314e-05,2.6813e+25,-0.79285,6.9939,272.43
-1.0751e-05,1.3618e-05,2.685e+25,-0.41963,6.58,272.85
-1.0751e-05,1.4096e-05,2.6854e+25,0.58254,5.2323,273.41
-1.0751e-05,1.4574e-05,2.6728e+25,2.3834,3.8482,273.9
-1.0751e-05,1.5052e-05,2.68e+25,5.9291,2.6991,273.35
-1.0751e-05,1.553e-05,2.6787e+25,10.088,1.72,273.48
-1.0751e-05,1.6007e-05,2.6765e+25,16.336,1.0696,273.2
-1.0751e-05,1.6485e-05,2.6849e+25,22.843,0.73545,272.83
-1.0751e-05,1.6963e-05,2.6822e+25,29.819,0.083551,273.51
-1.0273e-05,-1.6963e-05,2.6772e+25,-0.18009,-0.22794,273.18
-1.0273e-05,-1.6485e-05,2.6852e+25,-0.59453,-0.26015,272.54
-1.0273e-05,-1.6007e-05,2.6769e+25,-0.6548,-0.65921,272.58
-1.0273e-05,-1.553e-05,2.7056e+25,-0.72335,-0.80795,271.45
-1.0273e-05,-1.5052e-05,2.6928e+25,-0.85452,-0.66371,271.82
-1.0273e-05,-1.4574e-05,2.6954e+25,-0.55001,0.237,271.51
-1.0273e-05,-1.4096e-05,2.6882e+25,-0.75009,0.61281,272.32
-1.0273e-05,-1.3618e-05,2.696e+25,-0.98063,0.67294,271.49
-1.0273e-05,-1.314e-05,2.6906e+25,-0.81158,0.76979,271.75
-1.0273e-05,-1.2663e-05,2.6792e+25,-1.407,0.72169,272.8
-1.0273e-05,-1.2185e-05,2.6862e+25,-1.0693,1.2847,272.37
-1.0273e-05,-1.1707e-05,2.6866e+25,-2.0307,1.4147,272.74
-1.0273e-05,-1.1229e-05,2.6855e+25,-1.8604,1.3528,272.67
-1.0273e-05,-1.0751e-05,2.6818e+25,-1.4794,1.098,272.93
-1.0273e-05,-1.0273e-05,2.6821e+25,-2.1458,1.2864,273.12
-1.0273e-05,-9.7956e-06,2.6928e+25,-1.6158,1.1461,272.75
-1.0273e-05,-9.3178e-06,2.6735e+25,-1.3671,0.97531,273.77
-1.0273e-05,-8.8399e-06,2.6766e+25,-0.51275,1.1064,273.65
-1.0273e-05,-8.3621e-06,2.6761e+25,0.059467,1.0356,273.18
-1.0273e-05,-7.8842e-06,2.6872e+25,-0.60183,1.0251,272.99
-1.0273e-05,-7.4064e-06,2.685e+25,-1.2245,1.685,272.06
-1.0273e-05,-6.9286e-06,2.6986e+25,-0.28824,1.7356,271.62
-1.0273e-05,-6.4508e-06,2.6943e+25,-1.4584,1.6481,271.48
-1.0273e-05,-5.9729e-06,2.7e+25,-2.9578,2.0389,270.77
-1.0273e-05,-5.4951e-06,2.6933e+25,-3.5454,1.92,271.22
-1.0273e-05,-5.0173e-06,2.7049e+25,-3.1044,1.4111,270.9
-1.0273e-05,-4.5394e-06,2.6962e+25,-2.1544,1.4439,271.39
-1.0273e-05,-4.0616e-06,2.6968e+25,-1.0073,1.8576,271.35
-1.0273e-05,-3.5838e-06,2.6864e+25,-1.3155,2.339,272.22
-1.0273e-05,-3.1059e-06,2.6957e+25,-1.1314,3.1143,270.98
-1.0273e-05,-2.6281e-06,2.7049e+25,-0.24899,3.7529,270.75
-1.0273e-05,-2.1502e-06,2.7048e+25,-0.759,4.2064,270.62
-1.0273e-05,-1.6724e-06,2.7056e+25,-1.3371,4.4032,270.96
-1.0273e-05,-1.1946e-06,2.7055e+25,-2.1385,4.7928,270.35
-1.0273e-05,-7.1675e-07,2.7169e+25,-2.585,4.9156,269.6
-1.0273e-05,-2.3892e-07,2.6927e+25,-2.2805,5.3937,271.39
-1.0273e-05,2.3892e-07,2.6897e+25,-2.0473,5.6862,271.65
-1.0273e-05,7.1675e-07,2.6951e+25,-1.5352,6.0495,271.78
-1.0273e-05,1.1946e-06,2.6917e+25,-1.7793,5.8434,271.08
-1.0273e-05,1.6724e-06,2.6974e+25,-1.1519,5.6255,271.07
-1.0273e-05,2.1502e-06,2.6996e+25,-1.0372,5.2984,271.16
-1.0273e-05,2.6281e-06,2.7009e+25,-0.6677,5.4982,270.85
-1.0273e-05,3.1059e-06,2.6914e+25,-0.36501,5.2998,270.96
-1.0273e-05,3.5838e-06,2.7059e+25,-0.66844,5.4983,270.72
-1.0273e-05,4.0616e-06,2.7044e+25,-0.073952,5.3623,270.39
-1.0273e-05,4.5394e-06,2.6956e+25,0.50457,4.804,270.55
-1.0273e-05,5.0173e-06,2.6883e+25,-0.38167,5.2321,271.75
-1.0273e-05,5.4951e-06,2.6816e+25,-0.28516,5.8843,272.07
-1.0273e-05,5.9729e-06,2.6899e+25,-0.86934,5.609,272.18
-1.0273e-05,6.4508e-06,2.6898e+25,-1.7074,4.6647,271.8
-1.0273e-05,6.9286e-06,2.6908e+25,-1.5065,4.8398,271.55
-1.0273e-05,7.4064e-06,2.691e+25,-0.96068,4.9771,271.71
-1.0273e-05,7.8842e-06,2.6981e+25,-0.5978,5.1158,271.25
-1.0273e-05,8.3621e-06,2.6916e+25,-2.2961,4.6585,271.7
-1.0273e-05,8.8399e-06,2.6908e+25,-2.8304,4.0751,271.4
-1.0273e-05,9.3178e-06,2.7001e+25,-2.9467,4.1302,271.33
-1.0273e-05,9.7956e-06,2.6912e+25,-3.7684,4.7946,271.21
-1.0273e-05,1.0273e-05,2.6963e+25,-4.2156,4.824,271
-1.0273e-05,1.0751e-05,2.6935e+25,-4.5201,5.1117,271
-1.0273e-05,1.1229e-05,2.6886e+25,-3.5537,5.5235,271.83
-1.0273e-05,1.1707e-05,2.6928e+25,-2.8861,5.7921,271.2
-1.0273e-05,1.2185e-05,2.684e+25,-1.7079,6.1026,272.38
-1.0273e-05,1.2663e-05,2.6807e+25,-2.1235,5.6611,272.65
-1.0273e-05,1.314e-05,2.6804e+25,-0.39776,5.5358,272.26
-1.0273e-05,1.3618e-05,2.6788e+25,0.21275,5.1652,272.93
-1.0273e-05,1.4096e-05,2.6753e+25,1.3443,4.664,273.39
-1.0273e-05,1.4574e-05,2.6768e+25,3.3876,4.0323,273.12
-1.0273e-05,1.5052e-05,2.6741e+25,6.6857,3.5372,272.92
-1.0273e-05,1.553e-05,2.686e+25,10.958,2.843,272.49
-1.0273e-05,1.6007e-05,2.6832e+25,16.993,1.7838,272.62
-1.0273e-05,1.6485e-05,2.6822e+25,23.403,0.93349,272.54
-1.0273e-05,1.6963e-05,2.6686e+25,30.45,0.2712,273.52
-9.7956e-06,-1.6963e-05,2.6767e+25,-0.14479,0.043734,273.08
-9.7956e-06,-1.6485e-05,2.6864e+25,-0.78122,0.22455,272.75
-9.7956e-06,-1.6007e-05,2.6788e+25,-0.46111,0.4529,273.26
-9.7956e-06,-1.553e-05,2.6814e+25,-0.82226,0.62695,273.23
-9.7956e-06,-1.5052e-05,2.6919e+25,-0.92642,0.63988,271.64
-9.7956e-06,-1.4574e-05,2.7011e+25,-0.93323,0.19992,271.21
-9.7956e-06,-1.4096e-05,2.6927e+25,-1.1702,0.42185,271.62
-9.7956e-06,-1.3618e-05,2.6924e+25,-0.71177,0.34133,271.74
-9.7956e-06,-1.314e-05,2.6875e+25,-1.0878,0.6236,272.11
-9.7956e-06,-1.2663e-05,2.6854e+25,-1.5647,0.88403,272.25
-9.7956e-06,-1.2185e-05,2.6884e+25,-1.3857,0.76609,272.51
-9.7956e-06,-1.1707e-05,2.6886e+25,-2.1797,0.67683,272.33
-9.7956e-06,-1.1229e-05,2.6905e+25,-2.1468,1.1616,272.61
-9.7956e-06,-1.0751e-05,2.6761e+25,-1.6737,1.5446,272.83
-9.7956e-06,-1.0273e-05,2.6755e+25,-1.9598,1.5507,273.28
-9.7956e-06,-9.7956e-06,2.6776e+25,-1.6637,1.2748,273.39
-9.7956e-06,-9.3178e-06,2.6777e+25,-1.5311,1.5367,273.08
-9.7956e-06,-8.8399e-06,2.6664e+25,-0.33591,1.6353,274.11
-9.7956e-06,-8.3621e-06,2.6831e+25,0.13475,1.7332,273.15
-9.7956e-06,-7.8842e-06,2.6827e+25,-1.0069,1.8998,272.7
-9.7956e-06,-7.4064e-06,2.6861e+25,-1.2948,1.8586,272.05
-9.7956e-06,-6.9286e-06,2.6894e+25,-0.49594,2.203,271.25
-9.7956e-06,-6.4508e-06,2.6983e+25,-1.4187,2.4758,271.7
-9.7956e-06,-5.9729e-06,2.6934e+25,-3.0884,2.2551,271.71
-9.7956e-06,-5.4951e-06,2.6876e+25,-2.8898,1.9123,271.53
-9.7956e-06,-5.0173e-06,2.7037e+25,-2.7556,1.5182,270.5
-9.7956e-06,-4.5394e-06,2.6993e+25,-2.4358,1.3251,270.81
-9.7956e-06,-4.0616e-06,2.7044e+25,-1.7283,2.2045,270.52
-9.7956e-06,-3.5838e-06,2.702e+25,-2.2397,3.1678,270.24
-9.7956e-06,-3.1059e-06,2.6959e+25,-2.0608,4.1699,270.8
-9.7956e-06,-2.6281e-06,2.7152e+25,-0.78914,4.6566,270.14
-9.7956e-06,-2.1502e-06,2.7037e+25,-1.2565,5.343,270.69
-9.7956e-06,-1.6724e-06,2.6999e+25,-1.5563,5.7875,270.79
-9.7956e-06,-1.1946e-06,2.6977e+25,-2.3432,5.6863,270.88
-9.7956e-06,-7.1675e-07,2.7019e+25,-2.8364,5.9008,270.48
-9.7956e-06,-2.3892e-07,2.6952e+25,-2.4674,5.9445,271.88
-9.7956e-06,2.3892e-07,2.6887e+25,-2.1081,5.7631,271.68
-9.7956e-06,7.1675e-07,2.6919e+25,-1.7821,5.55,272.03
-9.7956e-06,1.1946e-06,2.6878e+25,-1.7484,5.8197,271.87
-9.7956e-06,1.6724e-06,2.6925e+25,-0.91265,5.8498,271.72
-9.7956e-06,2.1502e-06,2.6943e+25,-1.1384,5.8928,271.74
-9.7956e-06,2.6281e-06,2.6961e+25,-0.76645,6.2253,271.76
-9.7956e-06,3.1059e-06,2.6954e+25,-0.53231,6.7066,271.16
-9.7956e-06,3.5838e-06,2.7003e+25,-0.45363,6.6128,270.5
-9.7956e-06,4.0616e-06,2.7142e+25,0.45271,6.0279,269.94
-9.7956e-06,4.5394e-06,2.7053e+25,1.0935,5.5292,270.43
-9.7956e-06,5.0173e-06,2.6907e+25,-0.85139,5.441,271.52
-9.7956e-06,5.4951e-06,2.69e+25,-0.47096,5.3268,271.8
-9.7956e-06,5.9729e-06,2.6968e+25,-0.24419,5.364,271.04
-9.7956e-06,6.4508e-06,2.6889e+25,-1.6632,5.6118,271.55
-9.7956e-06,6.9286e-06,2.7033e+25,-1.809,5.3759,270.94
-9.7956e-06,7.4064e-06,2.6942e+25,-1.1862,5.7815,270.81
-9.7956e-06,7.8842e-06,2.694e+25,-0.71376,5.931,271.58
-9.7956e-06,8.3621e-06,2.6839e+25,-1.8373,5.7125,271.75
-9.7956e-06,8.8399e-06,2.6951e+25,-2.4845,5.7311,271.62
-9.7956e-06,9.3178e-06,2.698e+25,-3.2689,5.8225,271.13
-9.7956e-06,9.7956e-06,2.6929e+25,-4.2836,6.0889,270.94
-9.7956e-06,1.0273e-05,2.6944e+25,-4.4853,7.0287,271.83
-9.7956e-06,1.0751e-05,2.6916e+25,-4.7902,7.1559,271.84
-9.7956e-06,1.1229e-05,2.6928e+25,-3.818,7.0283,271.34
-9.7956e-06,1.1707e-05,2.6997e+25,-2.8315,6.6711,271.25
-9.7956e-06,1.2185e-05,2.6828e+25,-1.6336,6.6254,272.41
-9.7956e-06,1.2663e-05,2.683e+25,-1.8482,6.7552,272.65
-9.7956e-06,1.314e-05,2.6819e+25,-0.60516,6.8054,271.99
-9.7956e-06,1.3618e-05,2.6815e+25,1.1402,6.3804,272.45
-9.7956e-06,1.4096e-05,2.6841e+25,2.4623,4.9528,272.77
-9.7956e-06,1.4574e-05,2.6914e+25,3.883,3.8043,271.94
-9.7956e-06,1.5052e-05,2.6936e+25,7.2766,3.1456,271.54
-9.7956e-06,1.553e-05,2.688e+25,11.812,2.004,272.08
-9.7956e-06,1.6007e-05,2.6804e+25,17.913,1.317,272.93
-9.7956e-06,1.6485e-05,2.663e+25,24.114,0.92108,273.89
-9.7956e-06,1.6963e-05,2.6863e+25,30.956,0.13284,272.71
-9.3178e-06,-1.6963e-05,2.6935e+25,-0.51148,0.21691,272.28
-9.3178e-06,-1.6485e-05,2.6936e+25,-0.95639,0.76344,272.15
-9.3178e-06,-1.6007e-05,2.6793e+25,-0.34411,0.43065,272.95
-9.3178e-06,-1.553e-05,2.6845e+25,-0.88522,0.15871,272.81
-9.3178e-06,-1.5052e-05,2.6846e+25,-0.80897,0.0091508,272.61
-9.3178e-06,-1.4574e-05,2.6841e+25,-0.67461,0.04566,272.41
-9.3178e-06,-1.4096e-05,2.6812e+25,-1.2196,0.12181,272.26
-9.3178e-06,-1.3618e-05,2.6783e+25,-0.49172,-0.065759,272.83
-9.3178e-06,-1.314e-05,2.6809e+25,-1.4174,-0.20032,272.84
-9.3178e-06,-1.2663e-05,2.6936e+25,-1.304,-0.071132,271.74
-9.3178e-06,-1.2185e-05,2.6887e+25,-1.6701,0.28604,272.68
-9.3178e-06,-1.1707e-05,2.6844e+25,-2.008,0.87073,271.93
-9.3178e-06,-1.1229e-05,2.6968e+25,-2.4761,0.85644,272.06
-9.3178e-06,-1.0751e-05,2.689e+25,-1.6849,0.81565,272.01
-9.3178e-06,-1.0273e-05,2.6834e+25,-1.9094,0.91954,272.7
-9.3178e-06,-9.7956e-06,2.6782e+25,-1.7549,1.127,273.42
-9.3178e-06,-9.3178e-06,2.6822e+25,-1.6372,0.99388,273.06
-9.3178e-06,-8.8399e-06,2.6777e+25,-0.25444,1.013,272.98
-9.3178e-06,-8.3621e-06,2.6896e+25,-0.36194,0.91111,272.02
-9.3178e-06,-7.8842e-06,2.6905e+25,-1.0663,1.6637,272.04
-9.3178e-06,-7.4064e-06,2.6909e+25,-1.8205,1.7739,271.34
-9.3178e-06,-6.9286e-06,2.6975e+25,-0.78409,2.3729,270.98
-9.3178e-06,-6.4508e-06,2.6933e+25,-1.5316,2.6174,271.49
-9.3178e-06,-5.9729e-06,2.6949e+25,-2.8988,2.7664,271.44
-9.3178e-06,-5.4951e-06,2.698e+25,-2.8093,2.7939,271.23
-9.3178e-06,-5.0173e-06,2.7012e+25,-2.5093,2.8758,271.47
-9.3178e-06,-4.5394e-06,2.692e+25,-2.2218,2.7034,271.66
-9.3178e-06,-4.0616e-06,2.7053e+25,-3.0275,2.5931,270.46
-9.3178e-06,-3.5838e-06,2.6996e+25,-2.7589,3.5756,270.87
-9.3178e-06,-3.1059e-06,2.6937e+25,-2.9739,4.0535,271.55
-9.3178e-06,-2.6281e-06,2.6972e+25,-1.4561,5.3546,271.01
-9.3178e-06,-2.1502e-06,2.6991e+25,-2.0151,5.9942,271
-9.3178e-06,-1.6724e-06,2.7013e+25,-1.9607,6.5699,270.53
-9.3178e-06,-1.1946e-06,2.6837e+25,-2.1167,6.9426,272.05
-9.3178e-06,-7.1675e-07,2.6862e+25,-2.6988,6.1228,271.85
-9.3178e-06,-2.3892e-07,2.6882e+25,-2.1449,5.7269,272.35
-9.3178e-06,2.3892e-07,2.6861e+25,-1.9315,5.257,271.59
-9.3178e-06,7.1675e-07,2.6836e+25,-1.5139,5.2371,272.01
-9.3178e-06,1.1946e-06,2.6864e+25,-1.8741,5.0048,271.71
-9.3178e-06,1.6724e-06,2.695e+25,-1.0463,4.8032,271.51
-9.3178e-06,2.1502e-06,2.6942e+25,-1.5058,5.1554,271.78
-9.3178e-06,2.6281e-06,2.6922e+25,-1.2845,5.7267,272.01
-9.3178e-06,3.1059e-06,2.6968e+25,-0.79398,6.2467,271.21
-9.3178e-06,3.5838e-06,2.7084e+25,-0.52397,6.6398,270.23
-9.3178e-06,4.0616e-06,2.7182e+25,0.41815,7.0446,269
-9.3178e-06,4.5394e-06,2.7072e+25,1.2645,7.2772,270.07
-9.3178e-06,5.0173e-06,2.6957e+25,-0.25627,6.5346,271.27
-9.3178e-06,5.4951e-06,2.6948e+25,-0.09163,5.6001,271.15
-9.3178e-06,5.9729e-06,2.695e+25,-0.49561,5.6583,271.24
-9.3178e-06,6.4508e-06,2.6882e+25,-1.9001,5.9969,272.17
-9.3178e-06,6.9286e-06,2.6917e+25,-1.7593,6.442,271.73
-9.3178e-06,7.4064e-06,2.6942e+25,-1.6346,6.4861,270.99
-9.3178e-06,7.8842e-06,2.6997e+25,-0.57302,6.8469,270.92
-9.3178e-06,8.3621e-06,2.6848e+25,-1.5528,6.5846,271.25
-9.3178e-06,8.8399e-06,2.6975e+25,-2.725,6.4352,271.05
-9.3178e-06,9.3178e-06,2.7029e+25,-3.8744,7.2748,271.1
-9.3178e-06,9.7956e-06,2.6908e+25,-4.821,7.6722,271.23
-9.3178e-06,1.0273e-05,2.6923e+25,-4.5333,7.4391,271.98
-9.3178e-06,1.0751e-05,2.682e+25,-4.9173,7.3274,272.46
-9.3178e-06,1.1229e-05,2.6896e+25,-3.4932,7.4263,271.69
-9.3178e-06,1.1707e-05,2.6944e+25,-2.033,6.8962,271.08
-9.3178e-06,1.2185e-05,2.6838e+25,-2.0528,6.554,271.76
-9.3178e-06,1.2663e-05,2.6719e+25,-2.0167,7.0561,272.65
-9.3178e-06,1.314e-05,2.6828e+25,-0.33961,6.8518,272.25
-9.3178e-06,1.3618e-05,2.6874e+25,1.9962,6.334,271.89
-9.3178e-06,1.4096e-05,2.6862e+25,3.4534,5.8455,271.73
-9.3178e-06,1.4574e-05,2.6897e+25,4.8234,4.845,270.96
-9.3178e-06,1.5052e-05,2.6887e+25,8.5001,3.38,271.49
-9.3178e-06,1.553e-05,2.6922e+25,12.997,2.1136,271.57
-9.3178e-06,1.6007e-05,2.682e+25,18.282,1.3414,272.53
-9.3178e-06,1.6485e-05,2.6877e+25,24.738,0.52399,272.46
-9.3178e-06,1.6963e-05,2.6895e+25,31.215,-0.064432,272.48
-8.8399e-06,-1.6963e-05,2.6881e+25,-0.92037,0.13007,272.68
-8.8399e-06,-1.6485e-05,2.6941e+25,-1.0611,-0.15643,272.31
-8.8399e-06,-1.6007e-05,2.6815e+25,0.3497,-0.078606,272.97
-8.8399e-06,-1.553e-05,2.6933e+25,-0.65044,-0.62457,272.12
-8.8399e-06,-1.5052e-05,2.6936e+25,-0.62707,-1.0891,271.85
-8.8399e-06,-1.4574e-05,2.6856e+25,-0.75617,-1.0428,272.51
-8.8399e-06,-1.4096e-05,2.6782e+25,-1.4978,-0.75895,272.98
-8.8399e-06,-1.3618e-05,2.6613e+25,-0.5323,-0.36036,274.29
-8.8399e-06,-1.314e-05,2.6713e+25,-1.2393,-0.51285,273.63
-8.8399e-06,-1.2663e-05,2.6939e+25,-2.0432,-0.26948,272.02
-8.8399e-06,-1.2185e-05,2.6765e+25,-2.5327,0.54997,272.39
-8.8399e-06,-1.1707e-05,2.6766e+25,-2.4279,1.09,272.98
-8.8399e-06,-1.1229e-05,2.6867e+25,-2.1226,1.0564,272.39
-8.8399e-06,-1.0751e-05,2.6889e+25,-1.8379,0.72202,272.18
-8.8399e-06,-1.0273e-05,2.6922e+25,-1.9571,0.86948,271.74
-8.8399e-06,-9.7956e-06,2.6798e+25,-1.4868,0.36412,273.55
-8.8399e-06,-9.3178e-06,2.6772e+25,-1.5526,0.26406,272.92
-8.8399e-06,-8.8399e-06,2.6891e+25,-0.26102,0.29368,272.52
-8.8399e-06,-8.3621e-06,2.6853e+25,-0.98442,0.72299,271.66
-8.8399e-06,-7.8842e-06,2.69e+25,-0.96755,0.99949,272.25
-8.8399e-06,-7.4064e-06,2.7097e+25,-2.2868,1.3006,270.46
-8.8399e-06,-6.9286e-06,2.7074e+25,-1.6204,2.0889,270.26
-8.8399e-06,-6.4508e-06,2.6936e+25,-2.0809,3.0804,271.33
