ITEM: TIMESTEP
800000
ITEM: NUMBER OF CELLS
5184
ITEM: BOX BOUNDS ss ss pp
-1.7202e-05 1.7202e-05
-1.7202e-05 1.7202e-05
-0.5 0.5
ITEM: CELLS xc yc f_1[1] f_1[2] f_1[3] f_1[4] 
-1.69631e-05 -1.69631e-05 2.68714e+25 -0.0383954 0.0261695 272.9 
-1.50517e-05 -1.69631e-05 2.68808e+25 0.0341245 0.0468454 272.823 
-1.31404e-05 -1.69631e-05 2.68745e+25 -0.0441798 0.00228579 272.864 
-1.12291e-05 -1.69631e-05 2.68815e+25 -0.0136625 -0.0437896 272.791 
-9.31775e-06 -1.69631e-05 2.68679e+25 0.0731033 0.0231763 272.927 
-7.40642e-06 -1.69631e-05 2.68866e+25 -0.0733842 0.0493402 272.729 
-5.49508e-06 -1.69631e-05 2.68801e+25 -0.150778 -0.0245535 272.801 
-3.58375e-06 -1.69631e-05 2.68865e+25 -0.284075 0.0181422 272.746 
-1.67242e-06 -1.69631e-05 2.68809e+25 -0.142601 0.0162422 272.811 
-1.69631e-05 -1.64852e-05 2.68804e+25 0.0177776 0.0626323 272.836 
-1.50517e-05 -1.64852e-05 2.68921e+25 0.0917622 -0.0150472 272.651 
-1.31404e-05 -1.64852e-05 2.68962e+25 0.00254449 -0.00691093 272.659 
-1.12291e-05 -1.64852e-05 2.69004e+25 -0.00478005 -0.0533119 272.616 
-9.31775e-06 -1.64852e-05 2.68898e+25 -0.179358 0.0232491 272.653 
-7.40642e-06 -1.64852e-05 2.69006e+25 -0.247542 0.0323282 272.663 
-5.49508e-06 -1.64852e-05 2.6898e+25 -0.45095 0.0170321 272.615 
-3.58375e-06 -1.64852e-05 2.68941e+25 -0.550852 0.0770231 272.618 
-1.67242e-06 -1.64852e-05 2.68859e+25 -0.637434 0.0539785 272.728 
-1.69631e-05 -1.60074e-05 2.68784e+25 -0.0151478 0.0367549 272.89 
-1.50517e-05 -1.60074e-05 2.6902e+25 0.0876233 -0.0271432 272.532 
-1.31404e-05 -1.60074e-05 2.68975e+25 0.182302 0.00545496 272.568 
-1.12291e-05 -1.60074e-05 2.6907e+25 -0.222059 0.0473036 272.484 
-9.31775e-06 -1.60074e-05 2.68939e+25 -0.377824 0.0852841 272.585 
-7.40642e-06 -1.60074e-05 2.68974e+25 -0.523722 0.0412493 272.567 
-5.49508e-06 -1.60074e-05 2.68936e+25 -0.735586 0.0522866 272.625 
-3.58375e-06 -1.60074e-05 2.68883e+25 -0.814928 0.0868816 272.652 
-1.67242e-06 -1.60074e-05 2.68936e+25 -0.837348 0.00428739 272.654 
-1.69631e-05 -1.55296e-05 2.68695e+25 -0.000823938 0.0690227 272.895 
-1.50517e-05 -1.55296e-05 2.69116e+25 0.0665625 -0.0951819 272.477 
