ITEM: TIMESTEP
200000
ITEM: NUMBER OF CELLS
5184
ITEM: BOX BOUNDS ss ss pp
-1.7202e-05 1.7202e-05
-1.7202e-05 1.7202e-05
-0.5 0.5
ITEM: CELLS xc yc f_1[1] f_1[2] f_1[3] f_1[4] 
-1.69631e-05 -1.69631e-05 2.68568e+25 0.0144176 -0.0219311 273.026 
-1.50517e-05 -1.69631e-05 2.68778e+25 0.262577 -0.0274242 272.9 
-1.31404e-05 -1.69631e-05 2.68871e+25 0.247466 0.0504488 272.84 
-1.12291e-05 -1.69631e-05 2.6875e+25 -0.0507482 0.0585604 272.704 
-9.31775e-06 -1.69631e-05 2.68441e+25 0.188957 0.0114476 273.112 
-7.40642e-06 -1.69631e-05 2.68754e+25 -0.182347 -0.0324673 272.76 
-5.49508e-06 -1.69631e-05 2.68769e+25 0.0521063 -0.0290403 272.854 
-3.58375e-06 -1.69631e-05 2.691e+25 -0.115523 -0.0633033 272.649 
-1.67242e-06 -1.69631e-05 2.68712e+25 -0.185793 0.122687 272.885 
-1.69631e-05 -1.64852e-05 2.68702e+25 -0.0973461 0.087946 273.169 
-1.50517e-05 -1.64852e-05 2.68646e+25 0.323614 -0.197513 272.941 
-1.31404e-05 -1.64852e-05 2.69042e+25 0.0583068 -0.0379197 272.661 
-1.12291e-05 -1.64852e-05 2.68824e+25 0.169077 0.174892 272.535 
-9.31775e-06 -1.64852e-05 2.68441e+25 0.0305574 0.00529221 273.034 
-7.40642e-06 -1.64852e-05 2.68761e+25 -0.358877 0.000161398 272.888 
-5.49508e-06 -1.64852e-05 2.68922e+25 -0.421671 -0.0792678 272.621 
-3.58375e-06 -1.64852e-05 2.69106e+25 -0.524329 -0.106729 272.599 
-1.67242e-06 -1.64852e-05 2.69205e+25 -0.359726 0.183002 272.407 
-1.69631e-05 -1.60074e-05 2.68709e+25 -0.0454807 0.119958 273.016 
-1.50517e-05 -1.60074e-05 2.68932e+25 -0.0934624 -0.327805 272.71 
-1.31404e-05 -1.60074e-05 2.68893e+25 0.229349 -0.139893 272.633 
-1.12291e-05 -1.60074e-05 2.68953e+25 -0.0800546 0.171567 272.577 
-9.31775e-06 -1.60074e-05 2.68564e+25 -0.546795 0.121119 273.114 
-7.40642e-06 -1.60074e-05 2.68746e+25 -0.6 0.111864 272.673 
-5.49508e-06 -1.60074e-05 2.6891e+25 -1.13622 -0.365401 272.569 
-3.58375e-06 -1.60074e-05 2.68864e+25 -0.72905 -0.138792 272.605 
-1.67242e-06 -1.60074e-05 2.69591e+25 -0.698986 0.113591 272.045 
-1.69631e-05 -1.55296e-05 2.68417e+25 0.0510887 0.176047 273.094 
-1.50517e-05 -1.55296e-05 2.69049e+25 -0.189468 -0.219412 272.488 
-1.31404e-05 -1.55296e-05 2.68989e+25 -0.235042 0.167134 272.59 
