ITEM: TIMESTEP
900000
ITEM: NUMBER OF CELLS
5184
ITEM: BOX BOUNDS ss ss pp
-1.7202e-05 1.7202e-05
-1.7202e-05 1.7202e-05
-0.5 0.5
ITEM: CELLS xc yc f_1[1] f_1[2] f_1[3] f_1[4] 
-1.69631e-05 -1.69631e-05 2.68682e+25 -0.028461 0.0220758 272.913 
-1.50517e-05 -1.69631e-05 2.68799e+25 0.0477489 0.0445264 272.83 
-1.31404e-05 -1.69631e-05 2.68742e+25 -0.0333999 -0.00104741 272.854 
-1.12291e-05 -1.69631e-05 2.68812e+25 -0.0136212 -0.0417484 272.773 
-9.31775e-06 -1.69631e-05 2.68713e+25 0.0420076 0.0124318 272.904 
-7.40642e-06 -1.69631e-05 2.68867e+25 -0.100506 0.0383484 272.73 
-5.49508e-06 -1.69631e-05 2.68771e+25 -0.124808 -0.0317271 272.81 
-3.58375e-06 -1.69631e-05 2.68864e+25 -0.277733 0.0235848 272.754 
-1.67242e-06 -1.69631e-05 2.68815e+25 -0.145735 0.0170426 272.807 
-1.69631e-05 -1.64852e-05 2.68797e+25 0.0180513 0.0495078 272.819 
-1.50517e-05 -1.64852e-05 2.68894e+25 0.0570324 -0.0171549 272.68 
-1.31404e-05 -1.64852e-05 2.68943e+25 0.0389427 -0.0263254 272.69 
-1.12291e-05 -1.64852e-05 2.68995e+25 -0.0184772 -0.0523764 272.588 
-9.31775e-06 -1.64852e-05 2.68904e+25 -0.181535 0.00483332 272.636 
-7.40642e-06 -1.64852e-05 2.68993e+25 -0.244004 0.0402879 272.633 
-5.49508e-06 -1.64852e-05 2.68942e+25 -0.420259 -0.00905206 272.621 
-3.58375e-06 -1.64852e-05 2.68938e+25 -0.545891 0.0840409 272.626 
-1.67242e-06 -1.64852e-05 2.68866e+25 -0.662111 0.0509128 272.718 
-1.69631e-05 -1.60074e-05 2.6878e+25 -0.019882 0.0300774 272.879 
-1.50517e-05 -1.60074e-05 2.6899e+25 0.0620492 -0.0355841 272.553 
-1.31404e-05 -1.60074e-05 2.68975e+25 0.172028 -0.0178146 272.582 
-1.12291e-05 -1.60074e-05 2.69084e+25 -0.196817 0.033393 272.466 
-9.31775e-06 -1.60074e-05 2.68949e+25 -0.339445 0.050294 272.556 
-7.40642e-06 -1.60074e-05 2.69038e+25 -0.521349 0.0674101 272.502 
-5.49508e-06 -1.60074e-05 2.68981e+25 -0.730384 0.0284266 272.59 
-3.58375e-06 -1.60074e-05 2.6888e+25 -0.777739 0.0658883 272.654 
-1.67242e-06 -1.60074e-05 2.68918e+25 -0.881023 0.0106726 272.663 
-1.69631e-05 -1.55296e-05 2.68701e+25 -0.00399192 0.0682513 272.885 
-1.50517e-05 -1.55296e-05 2.69117e+25 0.0348233 -0.116449 272.476 
-1.31404e-05 -1.55296e-05 2.69077e+25 0.015098 0.0592595 272.453 
