ITEM: TIMESTEP
250000
ITEM: NUMBER OF CELLS
5184
ITEM: BOX BOUNDS ss ss pp
-1.7202e-05 1.7202e-05
-1.7202e-05 1.7202e-05
-0.5 0.5
ITEM: CELLS xc yc f_1[1] f_1[2] f_1[3] f_1[4] 
-1.69631e-05 -1.69631e-05 2.68112e+25 0.0308376 -0.0400477 273.031 
-1.50517e-05 -1.69631e-05 2.68236e+25 0.0511592 0.00154694 272.944 
-1.31404e-05 -1.69631e-05 2.68283e+25 -0.0741569 0.0340843 272.87 
-1.12291e-05 -1.69631e-05 2.68427e+25 -0.215394 0.0480877 272.756 
-9.31775e-06 -1.69631e-05 2.68428e+25 -0.111599 -0.0451558 272.775 
-7.40642e-06 -1.69631e-05 2.68442e+25 -0.0833901 -0.010628 272.834 
-5.49508e-06 -1.69631e-05 2.68289e+25 -0.229868 0.0362633 272.945 
-3.58375e-06 -1.69631e-05 2.68464e+25 0.00714977 0.011123 272.976 
-1.67242e-06 -1.69631e-05 2.68403e+25 -0.241531 0.00374783 272.81 
-1.69631e-05 -1.64852e-05 2.68464e+25 -0.0129156 -0.0146303 272.839 
-1.50517e-05 -1.64852e-05 2.68822e+25 -0.0314177 -0.0412155 272.43 
-1.31404e-05 -1.64852e-05 2.68627e+25 -0.0799987 0.0956835 272.505 
-1.12291e-05 -1.64852e-05 2.68607e+25 -0.0993086 -0.0323149 272.521 
-9.31775e-06 -1.64852e-05 2.68649e+25 -0.242149 -0.0878675 272.581 
-7.40642e-06 -1.64852e-05 2.68956e+25 -0.107413 -0.0485769 272.239 
-5.49508e-06 -1.64852e-05 2.68466e+25 -0.291264 0.0708436 272.539 
-3.58375e-06 -1.64852e-05 2.68753e+25 -0.159861 0.0984862 272.479 
-1.67242e-06 -1.64852e-05 2.68523e+25 -0.265356 0.0397256 272.766 
-1.69631e-05 -1.60074e-05 2.68591e+25 -0.0317085 0.021388 272.752 
-1.50517e-05 -1.60074e-05 2.6889e+25 -0.0249339 0.0868033 272.417 
-1.31404e-05 -1.60074e-05 2.68924e+25 -0.0840923 0.168402 272.363 
-1.12291e-05 -1.60074e-05 2.68869e+25 -0.0483717 -0.109321 272.339 
-9.31775e-06 -1.60074e-05 2.6878e+25 -0.283556 -0.0820878 272.405 
-7.40642e-06 -1.60074e-05 2.69185e+25 -0.398365 -0.0494415 271.981 
-5.49508e-06 -1.60074e-05 2.68994e+25 -0.570019 0.0232467 272.242 
-3.58375e-06 -1.60074e-05 2.68908e+25 -0.335811 -0.0252077 272.375 
-1.67242e-06 -1.60074e-05 2.68423e+25 -0.464574 0.0143458 272.798 
-1.69631e-05 -1.55296e-05 2.68399e+25 -0.0226133 0.0769204 272.802 
-1.50517e-05 -1.55296e-05 2.69168e+25 -0.0565889 0.156103 272.215 
