ITEM: TIMESTEP
710000
ITEM: NUMBER OF CELLS
5184
ITEM: BOX BOUNDS ss ss pp
-1.7202e-05 1.7202e-05
-1.7202e-05 1.7202e-05
-0.5 0.5
ITEM: CELLS xc yc f_1[1] f_1[2] f_1[3] f_1[4] 
-1.69631e-05 -1.69631e-05 2.68339e+25 0.0459787 -0.0505553 272.968 
-1.50517e-05 -1.69631e-05 2.68447e+25 -0.0386966 -0.00443892 272.811 
-1.31404e-05 -1.69631e-05 2.68383e+25 -0.00927442 0.0195565 272.892 
-1.12291e-05 -1.69631e-05 2.68409e+25 -0.0255652 0.0550376 272.796 
-9.31775e-06 -1.69631e-05 2.68476e+25 -0.0759455 -7.32911e-05 272.782 
-7.40642e-06 -1.69631e-05 2.68548e+25 -0.0298258 0.0031797 272.796 
-5.49508e-06 -1.69631e-05 2.68467e+25 -0.193779 -0.0120299 272.823 
-3.58375e-06 -1.69631e-05 2.68524e+25 -0.168751 0.0441909 272.867 
-1.67242e-06 -1.69631e-05 2.68457e+25 -0.209178 -0.0104322 272.841 
-1.69631e-05 -1.64852e-05 2.68384e+25 -0.0060464 -0.0672797 272.849 
-1.50517e-05 -1.64852e-05 2.6877e+25 0.000942262 0.046276 272.477 
-1.31404e-05 -1.64852e-05 2.68707e+25 -0.00896291 0.0264224 272.493 
-1.12291e-05 -1.64852e-05 2.68676e+25 -0.0636577 0.0525435 272.526 
-9.31775e-06 -1.64852e-05 2.68753e+25 -0.269356 -0.0224128 272.515 
-7.40642e-06 -1.64852e-05 2.68856e+25 -0.17717 -0.0492115 272.372 
-5.49508e-06 -1.64852e-05 2.68748e+25 -0.392289 0.0290793 272.42 
-3.58375e-06 -1.64852e-05 2.68716e+25 -0.425921 0.0855072 272.567 
-1.67242e-06 -1.64852e-05 2.68593e+25 -0.4702 -0.0663905 272.721 
-1.69631e-05 -1.60074e-05 2.68532e+25 -0.0257535 -0.054928 272.745 
-1.50517e-05 -1.60074e-05 2.68885e+25 0.0341389 0.131676 272.444 
-1.31404e-05 -1.60074e-05 2.69041e+25 -0.104978 -0.0139299 272.2 
-1.12291e-05 -1.60074e-05 2.68982e+25 0.0539878 0.0253755 272.291 
-9.31775e-06 -1.60074e-05 2.68835e+25 -0.367608 -0.0426012 272.361 
-7.40642e-06 -1.60074e-05 2.69031e+25 -0.427611 -0.0468201 272.192 
-5.49508e-06 -1.60074e-05 2.68993e+25 -0.664452 0.0772027 272.192 
-3.58375e-06 -1.60074e-05 2.68846e+25 -0.777177 0.0968121 272.383 
-1.67242e-06 -1.60074e-05 2.68816e+25 -0.810361 -0.0821583 272.5 
-1.69631e-05 -1.55296e-05 2.68451e+25 -0.0133571 -0.00706172 272.832 
-1.50517e-05 -1.55296e-05 2.69075e+25 -0.0597873 0.189937 272.263 
