TITLE = "cavity_20000"
 VARIABLES = "X", "Y", "nrho", "U", "V","Temperature"
 ZONE T="cavity", I=100, J=100, K=1, F=POINT
-1.0784e-08 1.3055e-08 2.6315e+25 -0.47045 3.5103 272.76
-1.0784e-08 1.419e-08 2.6268e+25 0.014646 3.4596 272.98
-1.0784e-08 1.5325e-08 2.6308e+25 0.63513 3.3646 273
-1.0784e-08 1.646e-08 2.63e+25 1.3082 3.2258 273.05
-1.0784e-08 1.7595e-08 2.629e+25 2.0823 3.0118 273.25
-1.0784e-08 1.873e-08 2.6283e+25 3.1593 2.8397 273.19
-1.0784e-08 1.9866e-08 2.6324e+25 3.8612 2.5662 273.27
-1.0784e-08 2.1001e-08 2.6347e+25 4.8823 2.4415 273.33
-1.0784e-08 2.2136e-08 2.631e+25 6.0283 2.1963 273.47
-1.0784e-08 2.3271e-08 2.6332e+25 7.4675 1.5718 273.85
-1.0784e-08 2.4406e-08 2.6382e+25 8.7818 1.3111 273.73
-1.0784e-08 2.5542e-08 2.6389e+25 10.397 1.168 274.08
-1.0784e-08 2.6677e-08 2.6385e+25 11.843 1.1223 274.46
-1.0784e-08 2.7812e-08 2.6402e+25 14.134 0.68499 274.32
-1.0784e-08 2.8947e-08 2.6446e+25 15.929 0.37739 274.44
-1.0784e-08 3.0082e-08 2.6486e+25 18.154 0.22404 274.67
-1.0784e-08 3.1217e-08 2.6509e+25 21.297 -0.0013106 274.6
-9.649e-09 -3.1217e-08 2.6549e+25 -2.2978 0.035681 272.97
-9.649e-09 -3.0082e-08 2.6586e+25 -2.7296 0.15565 272.85
-9.649e-09 -2.8947e-08 2.6591e+25 -3.179 0.30084 272.64
-9.649e-09 -2.7812e-08 2.6566e+25 -3.0966 0.34729 272.69
-9.649e-09 -2.6677e-08 2.6594e+25 -3.4145 0.47108 272.78
-9.649e-09 -2.5542e-08 2.6589e+25 -3.6286 0.48575 272.77
-9.649e-09 -2.4406e-08 2.6582e+25 -3.7067 0.57341 272.62
-9.649e-09 -2.3271e-08 2.6609e+25 -3.9068 0.62971 272.39
-9.649e-09 -2.2136e-08 2.6586e+25 -3.5873 0.91482 272.54
-9.649e-09 -2.1001e-08 2.6582e+25 -3.6089 0.95589 272.69
-9.649e-09 -1.9866e-08 2.6585e+25 -4.0394 1.006 272.62
-9.649e-09 -1.873e-08 2.659e+25 -3.8697 1.2105 272.55
-9.649e-09 -1.7595e-08 2.6593e+25 -3.857 1.3979 272.62
-9.649e-09 -1.646e-08 2.6602e+25 -3.9979 1.2906 272.69
-9.649e-09 -1.5325e-08 2.6589e+25 -4.0104 1.5797 272.64
-9.649e-09 -1.419e-08 2.6579e+25 -4.2538 1.701 272.85
-9.649e-09 -1.3055e-08 2.6589e+25 -4.331 1.6793 272.6
-9.649e-09 -1.1919e-08 2.6595e+25 -4.0112 1.7701 272.63
-9.649e-09 -1.0784e-08 2.6574e+25 -4.1559 1.9628 272.81
-9.649e-09 -9.649e-09 2.6549e+25 -3.8716 2.1851 273.01
-9.649e-09 -8.5138e-09 2.6537e+25 -4.0823 2.1797 272.88
-9.649e-09 -7.3787e-09 2.6531e+25 -4.2284 2.194 272.84
-9.649e-09 -6.2435e-09 2.6536e+25 -3.9709 2.5219 272.8
-9.649e-09 -5.1083e-09 2.6551e+25 -4.1374 2.5335 272.74
-9.649e-09 -3.9731e-09 2.6522e+25 -3.8308 2.7444 272.65
-9.649e-09 -2.838e-09 2.6552e+25 -3.7571 3.0557 272.61
-9.649e-09 -1.7028e-09 2.6509e+25 -3.46 3.1735 272.65
-9.649e-09 -5.6759e-10 2.649e+25 -3.8114 3.3214 272.61
-9.649e-09 5.6759e-10 2.6477e+25 -3.7237 3.316 272.69
-9.649e-09 1.7028e-09 2.6447e+25 -3.3794 3.3131 272.75
-9.649e-09 2.838e-09 2.6471e+25 -3.1533 3.3863 272.9
-9.649e-09 3.9731e-09 2.6471e+25 -3.0993 3.504 272.77
-9.649e-09 5.1083e-09 2.648e+25 -3.0729 3.6117 272.7
-9.649e-09 6.2435e-09 2.6452e+25 -2.6081 3.3409 272.69
-9.649e-09 7.3787e-09 2.6437e+25 -2.4585 3.4148 272.8
-9.649e-09 8.5138e-09 2.642e+25 -2.0165 3.4995 272.82
-9.649e-09 9.649e-09 2.6382e+25 -1.8324 3.5535 272.99
-9.649e-09 1.0784e-08 2.638e+25 -1.1477 3.4433 273.05
-9.649e-09 1.1919e-08 2.6373e+25 -0.77883 3.2256 272.83
-9.649e-09 1.3055e-08 2.6345e+25 -0.45294 3.0659 272.93
-9.649e-09 1.419e-08 2.6367e+25 0.033649 3.2096 272.99
-9.649e-09 1.5325e-08 2.6369e+25 0.74155 3.0775 273.02
-9.649e-09 1.646e-08 2.6372e+25 1.6496 2.6765 273.36
-9.649e-09 1.7595e-08 2.6382e+25 2.1139 2.5968 273.26
-9.649e-09 1.873e-08 2.6371e+25 3.4137 2.3727 273.4
-9.649e-09 1.9866e-08 2.6367e+25 4.0143 2.2523 273.48
-9.649e-09 2.1001e-08 2.6393e+25 5.3064 1.8067 273.45
-9.649e-09 2.2136e-08 2.6376e+25 6.3591 1.4742 273.85
-9.649e-09 2.3271e-08 2.6371e+25 7.8088 1.2615 273.86
-9.649e-09 2.4406e-08 2.6415e+25 8.7685 1.1759 273.96
-9.649e-09 2.5542e-08 2.6434e+25 10.514 1.0089 273.97
-9.649e-09 2.6677e-08 2.6407e+25 12.005 0.7084 274.36
-9.649e-09 2.7812e-08 2.6451e+25 14.34 0.6331 274.49
-9.649e-09 2.8947e-08 2.6476e+25 16.169 0.51869 274.5
-9.649e-09 3.0082e-08 2.6494e+25 18.194 0.299 274.6
-9.649e-09 3.1217e-08 2.6521e+25 21.474 0.068075 274.31
-8.5138e-09 -3.1217e-08 2.6538e+25 -2.4484 0.068241 273.01
-8.5138e-09 -3.0082e-08 2.6584e+25 -2.7793 0.26986 272.95
-8.5138e-09 -2.8947e-08 2.6605e+25 -3.183 0.11163 272.74
-8.5138e-09 -2.7812e-08 2.6596e+25 -3.2768 0.14868 272.78
-8.5138e-09 -2.6677e-08 2.6625e+25 -3.3488 0.23737 272.61
-8.5138e-09 -2.5542e-08 2.6605e+25 -3.8423 0.33249 272.98
-8.5138e-09 -2.4406e-08 2.662e+25 -3.7386 0.51826 272.68
-8.5138e-09 -2.3271e-08 2.6623e+25 -3.852 0.55192 272.64
-8.5138e-09 -2.2136e-08 2.6624e+25 -3.8839 0.49968 272.83
-8.5138e-09 -2.1001e-08 2.6603e+25 -3.8828 0.94144 272.85
-8.5138e-09 -1.9866e-08 2.6608e+25 -4.1043 1.1516 272.72
-8.5138e-09 -1.873e-08 2.6616e+25 -3.9407 1.1436 272.88
-8.5138e-09 -1.7595e-08 2.6654e+25 -3.9225 1.2026 272.45
-8.5138e-09 -1.646e-08 2.6598e+25 -4.0518 1.3944 272.73
-8.5138e-09 -1.5325e-08 2.6616e+25 -4.334 1.4367 272.79
-8.5138e-09 -1.419e-08 2.6644e+25 -4.2465 1.44 272.73
-8.5138e-09 -1.3055e-08 2.661e+25 -4.3308 1.5237 272.79
-8.5138e-09 -1.1919e-08 2.6618e+25 -4.1341 1.675 272.74
-8.5138e-09 -1.0784e-08 2.6624e+25 -4.4068 1.7865 272.6
-8.5138e-09 -9.649e-09 2.6606e+25 -4.1352 1.9539 272.75
-8.5138e-09 -8.5138e-09 2.6582e+25 -4.0463 2.27 272.62
-8.5138e-09 -7.3787e-09 2.6589e+25 -4.2788 2.4172 272.71
-8.5138e-09 -6.2435e-09 2.6584e+25 -4.1631 2.3739 272.69
-8.5138e-09 -5.1083e-09 2.6568e+25 -4.2228 2.4206 272.68
-8.5138e-09 -3.9731e-09 2.6577e+25 -3.9429 2.3914 272.68
-8.5138e-09 -2.838e-09 2.6564e+25 -4.0734 2.5995 272.61
-8.5138e-09 -1.7028e-09 2.6542e+25 -3.7184 2.9966 272.66
-8.5138e-09 -5.6759e-10 2.6531e+25 -3.7698 3.1309 272.78
-8.5138e-09 5.6759e-10 2.6495e+25 -3.6189 3.1566 272.81
-8.5138e-09 1.7028e-09 2.6522e+25 -3.489 3.1764 272.79
-8.5138e-09 2.838e-09 2.6514e+25 -3.1492 3.217 272.76
-8.5138e-09 3.9731e-09 2.6504e+25 -3.2754 3.2055 272.9
-8.5138e-09 5.1083e-09 2.6537e+25 -2.8752 3.1645 272.68
-8.5138e-09 6.2435e-09 2.6494e+25 -2.6606 3.2212 272.89
-8.5138e-09 7.3787e-09 2.6473e+25 -2.3424 3.1736 272.89
-8.5138e-09 8.5138e-09 2.6495e+25 -2.142 3.0316 272.89
-8.5138e-09 9.649e-09 2.6463e+25 -1.7579 2.9158 272.87
-8.5138e-09 1.0784e-08 2.6433e+25 -1.0709 2.9726 272.92
-8.5138e-09 1.1919e-08 2.6454e+25 -0.72896 2.8825 273.02
-8.5138e-09 1.3055e-08 2.6437e+25 -0.31684 2.8906 273.15
-8.5138e-09 1.419e-08 2.6465e+25 0.094705 2.5446 273.08
-8.5138e-09 1.5325e-08 2.6455e+25 0.97911 2.4727 273.07
-8.5138e-09 1.646e-08 2.6432e+25 1.7275 2.4657 273.33
-8.5138e-09 1.7595e-08 2.645e+25 2.3627 2.2925 273.38
-8.5138e-09 1.873e-08 2.6418e+25 3.4732 2.1604 273.48
-8.5138e-09 1.9866e-08 2.6452e+25 4.3329 1.9257 273.66
-8.5138e-09 2.1001e-08 2.6426e+25 5.4579 1.7519 273.82
-8.5138e-09 2.2136e-08 2.644e+25 6.7924 1.5278 273.83
-8.5138e-09 2.3271e-08 2.6446e+25 7.8035 1.3252 274.01
-8.5138e-09 2.4406e-08 2.6466e+25 9.0663 1.0707 273.93
-8.5138e-09 2.5542e-08 2.6477e+25 10.705 0.76414 274.2
-8.5138e-09 2.6677e-08 2.6497e+25 12.384 0.60966 274.03
-8.5138e-09 2.7812e-08 2.6525e+25 14.358 0.26661 274.35
-8.5138e-09 2.8947e-08 2.6543e+25 16.115 0.15379 274.42
-8.5138e-09 3.0082e-08 2.6544e+25 18.408 0.028164 274.66
-8.5138e-09 3.1217e-08 2.6537e+25 21.64 -0.0092176 274.52
-7.3787e-09 -3.1217e-08 2.6582e+25 -2.6076 0.086365 272.97
-7.3787e-09 -3.0082e-08 2.6604e+25 -2.7576 0.05666 272.96
-7.3787e-09 -2.8947e-08 2.661e+25 -3.0825 0.24226 272.93
-7.3787e-09 -2.7812e-08 2.6634e+25 -3.4697 0.31637 273.03
-7.3787e-09 -2.6677e-08 2.665e+25 -3.4317 0.55085 272.76
-7.3787e-09 -2.5542e-08 2.6634e+25 -3.9184 0.49551 272.86
-7.3787e-09 -2.4406e-08 2.664e+25 -3.8511 0.47585 272.64
-7.3787e-09 -2.3271e-08 2.6665e+25 -3.7236 0.59975 272.7
-7.3787e-09 -2.2136e-08 2.6684e+25 -4.1005 0.61443 272.84
-7.3787e-09 -2.1001e-08 2.6688e+25 -4.1802 0.7936 272.77
-7.3787e-09 -1.9866e-08 2.6663e+25 -4.0334 0.83035 272.72
-7.3787e-09 -1.873e-08 2.6671e+25 -4.0828 0.86236 272.81
-7.3787e-09 -1.7595e-08 2.6696e+25 -4.0159 1.0726 272.77
-7.3787e-09 -1.646e-08 2.6661e+25 -4.1594 1.2101 272.75
-7.3787e-09 -1.5325e-08 2.6638e+25 -4.3189 1.0611 272.88
-7.3787e-09 -1.419e-08 2.6655e+25 -4.3445 1.3144 272.98
-7.3787e-09 -1.3055e-08 2.6635e+25 -4.4447 1.4258 272.91
-7.3787e-09 -1.1919e-08 2.6657e+25 -4.3463 1.5904 272.68
-7.3787e-09 -1.0784e-08 2.6635e+25 -4.3147 1.6954 272.86
-7.3787e-09 -9.649e-09 2.6632e+25 -4.3551 1.7127 272.91
-7.3787e-09 -8.5138e-09 2.6651e+25 -4.4016 1.8602 272.65
-7.3787e-09 -7.3787e-09 2.6604e+25 -4.1624 1.8754 272.99
-7.3787e-09 -6.2435e-09 2.6603e+25 -4.3132 1.9895 272.92
-7.3787e-09 -5.1083e-09 2.6598e+25 -4.1349 2.1062 272.76
-7.3787e-09 -3.9731e-09 2.6622e+25 -4.0564 2.2934 272.69
-7.3787e-09 -2.838e-09 2.6624e+25 -4.276 2.3557 272.73
-7.3787e-09 -1.7028e-09 2.66e+25 -4.0763 2.6036 272.79
-7.3787e-09 -5.6759e-10 2.6603e+25 -3.7013 2.6406 272.59
-7.3787e-09 5.6759e-10 2.6543e+25 -3.6168 2.5573 273.04
-7.3787e-09 1.7028e-09 2.654e+25 -3.5591 2.6044 273.09
-7.3787e-09 2.838e-09 2.6541e+25 -3.1721 2.6836 272.81
-7.3787e-09 3.9731e-09 2.6578e+25 -3.2183 2.6598 272.81
-7.3787e-09 5.1083e-09 2.6576e+25 -2.9955 2.6968 272.98
-7.3787e-09 6.2435e-09 2.6538e+25 -2.5357 2.6505 273.06
-7.3787e-09 7.3787e-09 2.6521e+25 -2.4157 2.7652 273.07
-7.3787e-09 8.5138e-09 2.6526e+25 -1.8274 2.7706 272.96
-7.3787e-09 9.649e-09 2.6492e+25 -1.7134 2.6779 273.03
-7.3787e-09 1.0784e-08 2.6494e+25 -1.0833 2.7384 273.1
-7.3787e-09 1.1919e-08 2.6491e+25 -0.67722 2.5566 273.2
-7.3787e-09 1.3055e-08 2.6471e+25 -0.060555 2.4596 273.12
-7.3787e-09 1.419e-08 2.6482e+25 0.35174 2.2935 273.07
-7.3787e-09 1.5325e-08 2.6489e+25 1.0312 2.1569 273.39
-7.3787e-09 1.646e-08 2.649e+25 1.7606 2.0825 273.15
-7.3787e-09 1.7595e-08 2.6505e+25 2.4965 1.9423 273.34
-7.3787e-09 1.873e-08 2.6478e+25 3.595 1.9469 273.56
-7.3787e-09 1.9866e-08 2.6481e+25 4.6362 1.6444 273.59
-7.3787e-09 2.1001e-08 2.6467e+25 5.666 1.4 273.86
-7.3787e-09 2.2136e-08 2.6478e+25 6.8578 1.3411 273.8
-7.3787e-09 2.3271e-08 2.6534e+25 8.0542 1.2427 273.95
-7.3787e-09 2.4406e-08 2.6522e+25 9.3288 0.9564 274.1
-7.3787e-09 2.5542e-08 2.652e+25 10.741 0.83134 274.18
-7.3787e-09 2.6677e-08 2.6543e+25 12.728 0.62162 274.13
-7.3787e-09 2.7812e-08 2.6601e+25 14.541 0.3514 274.16
-7.3787e-09 2.8947e-08 2.66e+25 16.2 0.10795 274.65
-7.3787e-09 3.0082e-08 2.6623e+25 18.562 -0.017307 274.64
-7.3787e-09 3.1217e-08 2.6617e+25 21.453 -0.08114 274.73
-6.2435e-09 -3.1217e-08 2.6673e+25 -2.5634 0.0060529 272.84
-6.2435e-09 -3.0082e-08 2.6649e+25 -2.9815 0.066377 272.9
-6.2435e-09 -2.8947e-08 2.6645e+25 -3.224 0.14574 272.96
-6.2435e-09 -2.7812e-08 2.6687e+25 -3.5647 0.21563 273.13
-6.2435e-09 -2.6677e-08 2.6681e+25 -3.7504 0.31783 273.04
-6.2435e-09 -2.5542e-08 2.6657e+25 -3.8286 0.54636 273.05
-6.2435e-09 -2.4406e-08 2.6673e+25 -3.7975 0.5499 272.83
-6.2435e-09 -2.3271e-08 2.6684e+25 -3.8684 0.59553 272.79
-6.2435e-09 -2.2136e-08 2.6713e+25 -4.0995 0.60939 272.83
-6.2435e-09 -2.1001e-08 2.6708e+25 -4.249 0.54318 272.92
-6.2435e-09 -1.9866e-08 2.6701e+25 -4.1226 0.60061 272.83
-6.2435e-09 -1.873e-08 2.6693e+25 -4.1979 0.89146 272.7
-6.2435e-09 -1.7595e-08 2.6663e+25 -4.1055 0.79302 273
-6.2435e-09 -1.646e-08 2.6692e+25 -4.1496 0.9001 272.83
-6.2435e-09 -1.5325e-08 2.6681e+25 -4.3693 1.1491 273
-6.2435e-09 -1.419e-08 2.6679e+25 -4.537 1.1404 272.88
-6.2435e-09 -1.3055e-08 2.6673e+25 -4.4777 1.3167 273
-6.2435e-09 -1.1919e-08 2.6668e+25 -4.5592 1.3034 272.82
-6.2435e-09 -1.0784e-08 2.669e+25 -4.3932 1.4664 272.85
-6.2435e-09 -9.649e-09 2.6677e+25 -4.4848 1.7417 272.91
-6.2435e-09 -8.5138e-09 2.6641e+25 -4.4444 1.7566 273.03
-6.2435e-09 -7.3787e-09 2.6626e+25 -4.2369 1.9366 272.98
-6.2435e-09 -6.2435e-09 2.6663e+25 -4.2367 1.8623 272.83
-6.2435e-09 -5.1083e-09 2.6646e+25 -4.199 1.8116 273.12
-6.2435e-09 -3.9731e-09 2.6665e+25 -4.2294 1.9266 272.93
-6.2435e-09 -2.838e-09 2.6653e+25 -4.3803 2.0455 272.78
-6.2435e-09 -1.7028e-09 2.6643e+25 -4.0955 1.9562 272.97
-6.2435e-09 -5.6759e-10 2.6635e+25 -3.672 2.203 272.76
-6.2435e-09 5.6759e-10 2.6612e+25 -3.6314 2.1782 273.06
-6.2435e-09 1.7028e-09 2.6608e+25 -3.579 2.1551 273.29
-6.2435e-09 2.838e-09 2.6566e+25 -3.3094 2.3288 273.3
-6.2435e-09 3.9731e-09 2.6587e+25 -3.1532 2.2232 272.98
-6.2435e-09 5.1083e-09 2.6576e+25 -2.9153 2.1637 273.03
-6.2435e-09 6.2435e-09 2.66e+25 -2.729 2.364 273.14
-6.2435e-09 7.3787e-09 2.6589e+25 -2.456 2.4097 273.14
-6.2435e-09 8.5138e-09 2.6552e+25 -1.8626 2.4869 273.26
-6.2435e-09 9.649e-09 2.6562e+25 -1.7745 2.5043 273.08
-6.2435e-09 1.0784e-08 2.6536e+25 -1.0445 2.3521 273.45
-6.2435e-09 1.1919e-08 2.6509e+25 -0.62393 2.4719 273.46
-6.2435e-09 1.3055e-08 2.652e+25 -0.028785 2.3768 273.35
-6.2435e-09 1.419e-08 2.654e+25 0.50844 2.2333 273.39
-6.2435e-09 1.5325e-08 2.6546e+25 1.0787 2.1345 273.41
-6.2435e-09 1.646e-08 2.6567e+25 2.086 1.8687 273.25
-6.2435e-09 1.7595e-08 2.6568e+25 2.5508 1.6561 273.29
-6.2435e-09 1.873e-08 2.6521e+25 3.5887 1.4082 273.71
-6.2435e-09 1.9866e-08 2.6524e+25 4.9185 1.3919 273.9
-6.2435e-09 2.1001e-08 2.6551e+25 5.864 1.1702 273.9
-6.2435e-09 2.2136e-08 2.6573e+25 6.7644 1.2472 273.83
-6.2435e-09 2.3271e-08 2.6569e+25 8.0716 1.1027 274.01
-6.2435e-09 2.4406e-08 2.6593e+25 9.5983 1.0296 274.02
-6.2435e-09 2.5542e-08 2.6612e+25 10.719 0.87745 274.21
-6.2435e-09 2.6677e-08 2.6651e+25 12.98 0.69962 274.11
-6.2435e-09 2.7812e-08 2.6615e+25 14.698 0.56471 274.24
-6.2435e-09 2.8947e-08 2.6614e+25 16.445 0.32207 274.72
-6.2435e-09 3.0082e-08 2.6666e+25 18.561 0.25382 274.86
-6.2435e-09 3.1217e-08 2.6684e+25 21.419 -0.02903 274.51
-5.1083e-09 -3.1217e-08 2.6698e+25 -2.5951 0.049431 272.97
-5.1083e-09 -3.0082e-08 2.6677e+25 -3.1061 0.18378 273.01
-5.1083e-09 -2.8947e-08 2.6688e+25 -3.2134 0.19892 272.99
-5.1083e-09 -2.7812e-08 2.6697e+25 -3.5353 0.26646 272.81
-5.1083e-09 -2.6677e-08 2.6709e+25 -3.8361 0.30865 272.75
-5.1083e-09 -2.5542e-08 2.6715e+25 -3.8828 0.22565 272.9
-5.1083e-09 -2.4406e-08 2.6699e+25 -3.9079 0.17894 272.86
-5.1083e-09 -2.3271e-08 2.6666e+25 -3.8901 0.26393 272.81
-5.1083e-09 -2.2136e-08 2.6684e+25 -4.0684 0.444 272.78
-5.1083e-09 -2.1001e-08 2.6725e+25 -4.1487 0.38902 272.67
-5.1083e-09 -1.9866e-08 2.6703e+25 -4.2943 0.39368 273.05
-5.1083e-09 -1.873e-08 2.6712e+25 -4.3332 0.59202 272.92
-5.1083e-09 -1.7595e-08 2.6704e+25 -4.244 0.76614 272.84
-5.1083e-09 -1.646e-08 2.6714e+25 -4.3418 0.97396 272.91
-5.1083e-09 -1.5325e-08 2.6722e+25 -4.4181 1.0479 273.06
-5.1083e-09 -1.419e-08 2.6698e+25 -4.5634 1.0552 273.05
-5.1083e-09 -1.3055e-08 2.6697e+25 -4.5152 0.94418 273.14
-5.1083e-09 -1.1919e-08 2.6688e+25 -4.5818 1.1312 273.03
-5.1083e-09 -1.0784e-08 2.6705e+25 -4.5972 1.0051 272.74
-5.1083e-09 -9.649e-09 2.6691e+25 -4.6152 1.2514 272.87
-5.1083e-09 -8.5138e-09 2.6671e+25 -4.4055 1.2813 273.09
-5.1083e-09 -7.3787e-09 2.6711e+25 -4.4517 1.2855 273.05
-5.1083e-09 -6.2435e-09 2.6682e+25 -4.2843 1.5295 272.98
-5.1083e-09 -5.1083e-09 2.6674e+25 -4.2917 1.6042 272.92
-5.1083e-09 -3.9731e-09 2.669e+25 -4.207 1.6304 273.11
-5.1083e-09 -2.838e-09 2.6682e+25 -4.2624 1.4301 272.87
-5.1083e-09 -1.7028e-09 2.6677e+25 -4.1485 1.6149 272.93
-5.1083e-09 -5.6759e-10 2.6634e+25 -4.1652 1.6155 273.13
-5.1083e-09 5.6759e-10 2.6668e+25 -3.4924 1.9266 273.11
-5.1083e-09 1.7028e-09 2.6663e+25 -3.6875 1.9419 273.07
-5.1083e-09 2.838e-09 2.6626e+25 -3.2652 2.0559 273.25
-5.1083e-09 3.9731e-09 2.6626e+25 -3.043 2.0705 273
-5.1083e-09 5.1083e-09 2.6635e+25 -2.9951 1.9905 273.14
-5.1083e-09 6.2435e-09 2.6606e+25 -2.7135 1.9356 273.36
-5.1083e-09 7.3787e-09 2.662e+25 -2.4648 1.9669 273.33
-5.1083e-09 8.5138e-09 2.6634e+25 -1.8783 1.9242 273.14
-5.1083e-09 9.649e-09 2.6604e+25 -1.6797 1.8777 273.28
-5.1083e-09 1.0784e-08 2.6608e+25 -0.9524 1.9015 273.44
-5.1083e-09 1.1919e-08 2.6609e+25 -0.56374 1.819 273.36
-5.1083e-09 1.3055e-08 2.6594e+25 0.10335 1.7928 273.44
-5.1083e-09 1.419e-08 2.6608e+25 0.59084 1.8228 273.75
-5.1083e-09 1.5325e-08 2.6619e+25 1.2595 1.4395 273.45
-5.1083e-09 1.646e-08 2.6605e+25 1.9727 1.6254 273.49
-5.1083e-09 1.7595e-08 2.6589e+25 2.9805 1.5722 273.54
-5.1083e-09 1.873e-08 2.6584e+25 3.7528 1.3916 273.77
-5.1083e-09 1.9866e-08 2.6615e+25 4.9813 1.2895 273.75
-5.1083e-09 2.1001e-08 2.6587e+25 5.8418 1.2366 273.87
-5.1083e-09 2.2136e-08 2.661e+25 6.9771 0.92833 274.03
-5.1083e-09 2.3271e-08 2.6619e+25 8.1448 0.8663 273.97
-5.1083e-09 2.4406e-08 2.6641e+25 9.6725 0.69216 274.07
-5.1083e-09 2.5542e-08 2.6685e+25 11.156 0.48603 274.16
-5.1083e-09 2.6677e-08 2.6685e+25 12.772 0.18808 274.45
-5.1083e-09 2.7812e-08 2.6691e+25 14.83 0.29011 274.22
-5.1083e-09 2.8947e-08 2.6689e+25 16.509 0.29049 274.51
-5.1083e-09 3.0082e-08 2.6681e+25 18.788 0.10575 274.82
-5.1083e-09 3.1217e-08 2.6708e+25 21.533 0.081717 274.69
-3.9731e-09 -3.1217e-08 2.6708e+25 -2.8296 0.078266 273.13
-3.9731e-09 -3.0082e-08 2.6713e+25 -3.0149 0.14516 273.15
-3.9731e-09 -2.8947e-08 2.669e+25 -3.2826 0.2387 273.14
-3.9731e-09 -2.7812e-08 2.671e+25 -3.6871 0.26963 272.83
-3.9731e-09 -2.6677e-08 2.6743e+25 -3.7524 0.23335 272.95
-3.9731e-09 -2.5542e-08 2.673e+25 -3.8556 0.26261 272.88
-3.9731e-09 -2.4406e-08 2.6737e+25 -3.9146 0.26093 272.73
-3.9731e-09 -2.3271e-08 2.6718e+25 -4.1178 0.35638 272.89
-3.9731e-09 -2.2136e-08 2.6737e+25 -3.9868 0.44593 272.65
-3.9731e-09 -2.1001e-08 2.6772e+25 -4.2426 0.46125 272.76
-3.9731e-09 -1.9866e-08 2.6749e+25 -4.3418 0.59945 272.69
-3.9731e-09 -1.873e-08 2.6762e+25 -4.325 0.49276 272.87
-3.9731e-09 -1.7595e-08 2.6759e+25 -4.401 0.46931 272.87
-3.9731e-09 -1.646e-08 2.6787e+25 -4.4543 0.73156 272.98
-3.9731e-09 -1.5325e-08 2.6766e+25 -4.5305 0.72028 272.91
-3.9731e-09 -1.419e-08 2.6744e+25 -4.5073 0.80575 272.92
-3.9731e-09 -1.3055e-08 2.6716e+25 -4.6287 1.0574 273.12
-3.9731e-09 -1.1919e-08 2.6709e+25 -4.5917 1.1008 273.14
-3.9731e-09 -1.0784e-08 2.6732e+25 -4.5669 1.2618 273.02
-3.9731e-09 -9.649e-09 2.6758e+25 -4.6889 1.0585 273.04
-3.9731e-09 -8.5138e-09 2.6725e+25 -4.4546 1.2884 273.03
-3.9731e-09 -7.3787e-09 2.6744e+25 -4.4669 1.2917 273.23
-3.9731e-09 -6.2435e-09 2.6732e+25 -4.3546 1.2174 273.2
-3.9731e-09 -5.1083e-09 2.6696e+25 -4.2904 1.2423 273.23
-3.9731e-09 -3.9731e-09 2.6697e+25 -4.1555 1.1841 273.29
-3.9731e-09 -2.838e-09 2.6739e+25 -4.3275 1.3519 273.1
-3.9731e-09 -1.7028e-09 2.6693e+25 -4.2894 1.2805 273.19
-3.9731e-09 -5.6759e-10 2.6714e+25 -4.1481 1.5241 273.14
-3.9731e-09 5.6759e-10 2.6714e+25 -3.8056 1.6042 273.21
-3.9731e-09 1.7028e-09 2.6703e+25 -3.5332 1.6918 273.02
-3.9731e-09 2.838e-09 2.6677e+25 -3.347 1.5238 273.31
-3.9731e-09 3.9731e-09 2.6708e+25 -2.9908 1.5899 273.38
-3.9731e-09 5.1083e-09 2.6681e+25 -3.041 1.5793 273.21
-3.9731e-09 6.2435e-09 2.6675e+25 -2.7678 1.6867 273.35
-3.9731e-09 7.3787e-09 2.6658e+25 -2.3685 1.5173 273.24
-3.9731e-09 8.5138e-09 2.6672e+25 -1.9758 1.6392 273.26
-3.9731e-09 9.649e-09 2.666e+25 -1.66 1.6231 273.37
-3.9731e-09 1.0784e-08 2.6657e+25 -0.959 1.5004 273.68
-3.9731e-09 1.1919e-08 2.6666e+25 -0.43552 1.5019 273.57
-3.9731e-09 1.3055e-08 2.6659e+25 -0.055557 1.3471 273.62
-3.9731e-09 1.419e-08 2.6656e+25 0.74029 1.3652 273.71
-3.9731e-09 1.5325e-08 2.665e+25 1.5357 1.3178 273.71
-3.9731e-09 1.646e-08 2.664e+25 1.8943 1.0442 273.62
-3.9731e-09 1.7595e-08 2.6665e+25 2.9077 1.1339 273.83
-3.9731e-09 1.873e-08 2.6646e+25 3.9825 0.94059 273.85
-3.9731e-09 1.9866e-08 2.6658e+25 4.9583 0.85802 274.06
-3.9731e-09 2.1001e-08 2.667e+25 6.0058 0.79401 273.92
-3.9731e-09 2.2136e-08 2.6665e+25 7.099 0.75502 274.13
-3.9731e-09 2.3271e-08 2.6665e+25 8.4647 0.44932 274.4
-3.9731e-09 2.4406e-08 2.6671e+25 9.6347 0.35299 274.12
-3.9731e-09 2.5542e-08 2.6686e+25 11.382 0.20078 274.53
-3.9731e-09 2.6677e-08 2.6702e+25 12.854 0.20398 274.72
-3.9731e-09 2.7812e-08 2.6721e+25 14.804 0.21647 274.64
-3.9731e-09 2.8947e-08 2.6738e+25 16.654 0.057319 274.69
-3.9731e-09 3.0082e-08 2.6766e+25 18.649 0.059246 274.41
