TITLE = "cavity_20000"
 VARIABLES = "X", "Y", "nrho", "U", "V","Temperature"
 ZONE T="cavity", I=100, J=100, K=1, F=POINT
-2.4406e-08 -2.3271e-08 2.6348e+25 -1.2598 1.3076 272.47
-2.4406e-08 -2.2136e-08 2.6375e+25 -1.4942 1.713 272.5
-2.4406e-08 -2.1001e-08 2.6344e+25 -1.3076 1.9848 272.52
-2.4406e-08 -1.9866e-08 2.6332e+25 -1.4801 2.0005 272.36
-2.4406e-08 -1.873e-08 2.6332e+25 -1.4659 2.2481 272.4
-2.4406e-08 -1.7595e-08 2.6319e+25 -1.5276 2.5408 272.51
-2.4406e-08 -1.646e-08 2.635e+25 -1.4411 2.7275 272.21
-2.4406e-08 -1.5325e-08 2.6341e+25 -1.5323 2.9222 272.43
-2.4406e-08 -1.419e-08 2.6342e+25 -1.474 3.3366 272.4
-2.4406e-08 -1.3055e-08 2.6319e+25 -1.5911 3.6437 272.14
-2.4406e-08 -1.1919e-08 2.6301e+25 -1.393 3.854 272.09
-2.4406e-08 -1.0784e-08 2.6276e+25 -1.3606 4.1083 272.19
-2.4406e-08 -9.649e-09 2.6258e+25 -1.5414 4.3244 272.18
-2.4406e-08 -8.5138e-09 2.6265e+25 -1.521 4.5509 272.08
-2.4406e-08 -7.3787e-09 2.6258e+25 -1.3786 4.8883 272.34
-2.4406e-08 -6.2435e-09 2.6214e+25 -1.7435 5.0524 272.08
-2.4406e-08 -5.1083e-09 2.6205e+25 -1.615 5.1753 271.77
-2.4406e-08 -3.9731e-09 2.6158e+25 -1.7206 5.4928 271.99
-2.4406e-08 -2.838e-09 2.614e+25 -1.5661 5.853 271.92
-2.4406e-08 -1.7028e-09 2.612e+25 -1.5433 6.0021 272.1
-2.4406e-08 -5.6759e-10 2.6126e+25 -1.3194 6.3108 271.84
-2.4406e-08 5.6759e-10 2.6045e+25 -1.3816 6.5481 271.84
-2.4406e-08 1.7028e-09 2.6058e+25 -1.7035 6.7828 271.66
-2.4406e-08 2.838e-09 2.5987e+25 -1.6032 7.1491 271.63
-2.4406e-08 3.9731e-09 2.5987e+25 -1.602 7.1817 271.55
-2.4406e-08 5.1083e-09 2.5937e+25 -1.6102 7.1362 271.73
-2.4406e-08 6.2435e-09 2.5921e+25 -1.3043 7.5016 271.53
-2.4406e-08 7.3787e-09 2.5886e+25 -1.3349 7.9402 271.32
-2.4406e-08 8.5138e-09 2.5848e+25 -1.5132 7.9524 271.35
-2.4406e-08 9.649e-09 2.5768e+25 -1.2726 8.2357 271.31
-2.4406e-08 1.0784e-08 2.5728e+25 -0.98586 8.4363 271.45
-2.4406e-08 1.1919e-08 2.5701e+25 -1.2599 8.7455 271.36
-2.4406e-08 1.3055e-08 2.5645e+25 -1.068 8.8921 271.39
-2.4406e-08 1.419e-08 2.5625e+25 -1.2486 8.7555 271.43
-2.4406e-08 1.5325e-08 2.5559e+25 -1.1715 8.8155 271.39
-2.4406e-08 1.646e-08 2.5528e+25 -0.86252 8.7543 271.42
-2.4406e-08 1.7595e-08 2.5466e+25 -0.67035 8.6747 271.61
-2.4406e-08 1.873e-08 2.5451e+25 -0.43728 8.6979 271.41
-2.4406e-08 1.9866e-08 2.5388e+25 -0.14122 8.4921 271.53
-2.4406e-08 2.1001e-08 2.5335e+25 0.4927 8.2508 271.72
-2.4406e-08 2.2136e-08 2.5318e+25 0.90562 7.8127 272.04
-2.4406e-08 2.3271e-08 2.5309e+25 1.5377 7.1577 272.29
-2.4406e-08 2.4406e-08 2.5291e+25 2.3017 6.5854 272.26
-2.4406e-08 2.5542e-08 2.5309e+25 3.3646 5.6286 272.38
-2.4406e-08 2.6677e-08 2.5363e+25 4.8905 4.564 272.52
-2.4406e-08 2.7812e-08 2.5389e+25 7.0921 3.4646 272.94
-2.4406e-08 2.8947e-08 2.5476e+25 10.129 2.1559 273.42
-2.4406e-08 3.0082e-08 2.5614e+25 13.623 1.0407 273.95
-2.4406e-08 3.1217e-08 2.5742e+25 18.377 0.43781 274.66
-2.3271e-08 -3.1217e-08 2.6293e+25 -1.2092 -0.049298 272.43
-2.3271e-08 -3.0082e-08 2.629e+25 -1.5175 0.18395 272.61
-2.3271e-08 -2.8947e-08 2.6293e+25 -1.6279 0.35824 272.74
-2.3271e-08 -2.7812e-08 2.6292e+25 -1.4517 0.48153 272.62
-2.3271e-08 -2.6677e-08 2.6319e+25 -1.4852 0.70701 272.5
-2.3271e-08 -2.5542e-08 2.6345e+25 -1.5478 1.0457 272.43
-2.3271e-08 -2.4406e-08 2.6344e+25 -1.4577 1.2351 272.24
-2.3271e-08 -2.3271e-08 2.6374e+25 -1.4937 1.4337 272.34
-2.3271e-08 -2.2136e-08 2.6348e+25 -1.7511 1.4462 272.39
-2.3271e-08 -2.1001e-08 2.6343e+25 -1.5638 1.7743 272.44
-2.3271e-08 -1.9866e-08 2.6334e+25 -1.7091 2.2156 272.43
-2.3271e-08 -1.873e-08 2.6357e+25 -1.7024 2.4428 272.3
-2.3271e-08 -1.7595e-08 2.6341e+25 -1.6833 2.6461 272.42
-2.3271e-08 -1.646e-08 2.6366e+25 -1.7165 2.9248 272.32
-2.3271e-08 -1.5325e-08 2.6371e+25 -1.939 3.1894 272.36
-2.3271e-08 -1.419e-08 2.6335e+25 -1.6662 3.5463 272.38
-2.3271e-08 -1.3055e-08 2.634e+25 -1.8648 3.6484 272.12
-2.3271e-08 -1.1919e-08 2.6358e+25 -1.5206 4.0259 271.97
-2.3271e-08 -1.0784e-08 2.6328e+25 -1.6377 4.0817 272.04
-2.3271e-08 -9.649e-09 2.6284e+25 -1.7164 4.4132 272.17
-2.3271e-08 -8.5138e-09 2.6267e+25 -1.6776 4.3591 272.08
-2.3271e-08 -7.3787e-09 2.6267e+25 -1.691 4.5773 272.11
-2.3271e-08 -6.2435e-09 2.6255e+25 -1.8953 4.8617 272.13
-2.3271e-08 -5.1083e-09 2.6245e+25 -1.8599 5.1107 271.99
-2.3271e-08 -3.9731e-09 2.621e+25 -2.0172 5.4363 271.72
-2.3271e-08 -2.838e-09 2.6163e+25 -1.8515 5.6369 272.13
-2.3271e-08 -1.7028e-09 2.6158e+25 -1.6551 5.8496 271.89
-2.3271e-08 -5.6759e-10 2.6121e+25 -1.6025 6.1244 272.05
-2.3271e-08 5.6759e-10 2.611e+25 -1.5926 6.3266 271.68
-2.3271e-08 1.7028e-09 2.6068e+25 -2.0245 6.6578 271.62
-2.3271e-08 2.838e-09 2.605e+25 -1.7321 6.7686 271.57
-2.3271e-08 3.9731e-09 2.6019e+25 -1.6029 7.0412 271.54
-2.3271e-08 5.1083e-09 2.5978e+25 -1.6111 7.0651 271.46
-2.3271e-08 6.2435e-09 2.5933e+25 -1.6642 7.3318 271.73
-2.3271e-08 7.3787e-09 2.592e+25 -1.683 7.4361 271.4
-2.3271e-08 8.5138e-09 2.5869e+25 -1.6518 7.9561 271.44
-2.3271e-08 9.649e-09 2.5827e+25 -1.5166 8.1232 271.56
-2.3271e-08 1.0784e-08 2.5778e+25 -1.1207 8.1344 271.65
-2.3271e-08 1.1919e-08 2.5753e+25 -1.4103 8.2845 271.53
-2.3271e-08 1.3055e-08 2.5707e+25 -1.2153 8.4565 271.65
-2.3271e-08 1.419e-08 2.5685e+25 -1.0564 8.4235 271.67
-2.3271e-08 1.5325e-08 2.5645e+25 -0.99413 8.3256 271.54
-2.3271e-08 1.646e-08 2.5599e+25 -0.80656 8.4267 271.36
-2.3271e-08 1.7595e-08 2.5548e+25 -0.55011 8.2484 271.5
-2.3271e-08 1.873e-08 2.5519e+25 -0.40638 8.1666 271.72
-2.3271e-08 1.9866e-08 2.5452e+25 0.33978 8.0287 271.87
-2.3271e-08 2.1001e-08 2.5439e+25 0.5877 7.647 271.81
-2.3271e-08 2.2136e-08 2.5434e+25 1.4711 7.2204 271.9
-2.3271e-08 2.3271e-08 2.5408e+25 2.1072 6.6274 272.19
-2.3271e-08 2.4406e-08 2.5411e+25 3.3057 5.8223 272.35
-2.3271e-08 2.5542e-08 2.5445e+25 4.2004 4.9892 272.69
-2.3271e-08 2.6677e-08 2.5499e+25 6.0954 3.94 272.91
-2.3271e-08 2.7812e-08 2.5553e+25 8.3287 2.6174 273.22
-2.3271e-08 2.8947e-08 2.5626e+25 10.943 1.7112 273.63
-2.3271e-08 3.0082e-08 2.5721e+25 14.412 0.91146 274.13
-2.3271e-08 3.1217e-08 2.5842e+25 18.726 0.10811 274.94
-2.2136e-08 -3.1217e-08 2.6266e+25 -1.3492 0.069238 272.79
-2.2136e-08 -3.0082e-08 2.6301e+25 -1.5846 0.025586 272.66
-2.2136e-08 -2.8947e-08 2.6301e+25 -1.6696 0.14555 272.82
-2.2136e-08 -2.7812e-08 2.6328e+25 -1.8041 0.41825 272.67
-2.2136e-08 -2.6677e-08 2.6326e+25 -1.6387 0.61658 272.42
-2.2136e-08 -2.5542e-08 2.6345e+25 -1.7042 0.84028 272.55
-2.2136e-08 -2.4406e-08 2.6404e+25 -1.7261 1.0123 272.3
-2.2136e-08 -2.3271e-08 2.6393e+25 -1.6633 1.2859 272.47
-2.2136e-08 -2.2136e-08 2.6371e+25 -1.8132 1.4659 272.45
-2.2136e-08 -2.1001e-08 2.6359e+25 -2.0089 1.859 272.36
-2.2136e-08 -1.9866e-08 2.6367e+25 -2.031 2.1353 272.36
-2.2136e-08 -1.873e-08 2.6379e+25 -2.017 2.381 272.51
-2.2136e-08 -1.7595e-08 2.6373e+25 -1.7366 2.4274 272.29
-2.2136e-08 -1.646e-08 2.6379e+25 -2.0932 2.7531 272.19
-2.2136e-08 -1.5325e-08 2.6352e+25 -1.9932 2.9741 272.3
-2.2136e-08 -1.419e-08 2.6366e+25 -2.1972 3.2024 272.34
-2.2136e-08 -1.3055e-08 2.6367e+25 -2.025 3.6062 272.15
-2.2136e-08 -1.1919e-08 2.6358e+25 -1.6896 3.7076 272.09
-2.2136e-08 -1.0784e-08 2.6354e+25 -1.8771 3.9613 272.02
-2.2136e-08 -9.649e-09 2.6293e+25 -1.8921 4.1567 272.11
-2.2136e-08 -8.5138e-09 2.6262e+25 -1.8342 4.5194 272.13
-2.2136e-08 -7.3787e-09 2.6262e+25 -2.0058 4.7896 272.24
-2.2136e-08 -6.2435e-09 2.6258e+25 -2.0084 4.9049 272.18
-2.2136e-08 -5.1083e-09 2.6265e+25 -2.2631 5.1061 272.06
-2.2136e-08 -3.9731e-09 2.6258e+25 -2.053 5.3187 272.01
-2.2136e-08 -2.838e-09 2.6204e+25 -1.9962 5.5156 272.02
-2.2136e-08 -1.7028e-09 2.6158e+25 -1.9681 5.7232 272.08
-2.2136e-08 -5.6759e-10 2.6157e+25 -1.9348 5.9951 271.76
-2.2136e-08 5.6759e-10 2.6121e+25 -2 6.4061 271.68
-2.2136e-08 1.7028e-09 2.6119e+25 -1.9867 6.5338 271.59
-2.2136e-08 2.838e-09 2.6066e+25 -1.8745 6.628 271.7
-2.2136e-08 3.9731e-09 2.6018e+25 -1.7719 6.657 271.76
-2.2136e-08 5.1083e-09 2.5979e+25 -1.7328 6.9474 271.69
-2.2136e-08 6.2435e-09 2.5945e+25 -1.9384 7.1725 271.67
-2.2136e-08 7.3787e-09 2.5889e+25 -1.9413 7.4273 271.72
-2.2136e-08 8.5138e-09 2.5923e+25 -1.8025 7.5037 271.46
-2.2136e-08 9.649e-09 2.5892e+25 -1.6145 7.5759 271.73
-2.2136e-08 1.0784e-08 2.5823e+25 -1.2704 7.7726 271.7
-2.2136e-08 1.1919e-08 2.5783e+25 -1.4419 7.914 271.69
-2.2136e-08 1.3055e-08 2.5755e+25 -1.3352 7.9604 272.11
-2.2136e-08 1.419e-08 2.5726e+25 -1.1487 8.077 271.77
-2.2136e-08 1.5325e-08 2.5698e+25 -0.8663 8.0978 271.8
-2.2136e-08 1.646e-08 2.564e+25 -0.76769 7.7952 272.04
-2.2136e-08 1.7595e-08 2.5587e+25 -0.38275 7.7634 271.95
-2.2136e-08 1.873e-08 2.5574e+25 -0.27809 7.5835 271.81
-2.2136e-08 1.9866e-08 2.5558e+25 0.62726 7.2465 272.05
-2.2136e-08 2.1001e-08 2.5546e+25 1.1175 6.6892 271.95
-2.2136e-08 2.2136e-08 2.5525e+25 2.0292 6.2747 272.26
-2.2136e-08 2.3271e-08 2.5533e+25 2.7765 5.7172 272.31
-2.2136e-08 2.4406e-08 2.5554e+25 3.9738 5.0774 272.33
-2.2136e-08 2.5542e-08 2.5559e+25 5.0483 4.2702 272.79
-2.2136e-08 2.6677e-08 2.5597e+25 7.1852 3.2753 273.12
-2.2136e-08 2.7812e-08 2.5677e+25 9.3196 2.3213 273.39
-2.2136e-08 2.8947e-08 2.5727e+25 11.716 1.4298 273.89
-2.2136e-08 3.0082e-08 2.5788e+25 15.232 0.67618 274.38
-2.2136e-08 3.1217e-08 2.5898e+25 19.141 0.15464 274.95
-2.1001e-08 -3.1217e-08 2.6275e+25 -1.4124 0.044554 272.77
-2.1001e-08 -3.0082e-08 2.6325e+25 -1.6198 0.18905 272.62
-2.1001e-08 -2.8947e-08 2.6347e+25 -1.78 0.21009 272.58
-2.1001e-08 -2.7812e-08 2.6347e+25 -1.9894 0.1776 272.83
-2.1001e-08 -2.6677e-08 2.6332e+25 -1.97 0.5615 272.42
-2.1001e-08 -2.5542e-08 2.6349e+25 -1.9045 0.69864 272.3
-2.1001e-08 -2.4406e-08 2.6362e+25 -1.9674 0.90804 272.57
-2.1001e-08 -2.3271e-08 2.6368e+25 -1.939 1.2285 272.67
-2.1001e-08 -2.2136e-08 2.6362e+25 -2.1249 1.5304 272.67
-2.1001e-08 -2.1001e-08 2.64e+25 -2.2667 1.6519 272.28
-2.1001e-08 -1.9866e-08 2.6401e+25 -2.1996 1.9133 272.3
-2.1001e-08 -1.873e-08 2.6417e+25 -2.0873 2.028 272.32
-2.1001e-08 -1.7595e-08 2.641e+25 -2.0667 2.3435 272.21
-2.1001e-08 -1.646e-08 2.6367e+25 -2.4539 2.5502 272.29
-2.1001e-08 -1.5325e-08 2.6364e+25 -2.1897 2.933 272.38
-2.1001e-08 -1.419e-08 2.6344e+25 -2.3603 2.9813 272.5
-2.1001e-08 -1.3055e-08 2.6377e+25 -2.3053 3.1625 272.2
-2.1001e-08 -1.1919e-08 2.6366e+25 -2.0203 3.5705 272.26
-2.1001e-08 -1.0784e-08 2.6325e+25 -2.0771 3.9328 272.41
-2.1001e-08 -9.649e-09 2.632e+25 -2.1818 4.1554 272.27
-2.1001e-08 -8.5138e-09 2.6297e+25 -2.1738 4.3216 272.13
-2.1001e-08 -7.3787e-09 2.6271e+25 -2.0792 4.4895 272.37
-2.1001e-08 -6.2435e-09 2.6266e+25 -2.3157 4.7894 272.1
-2.1001e-08 -5.1083e-09 2.6262e+25 -2.3608 5.0038 272.35
-2.1001e-08 -3.9731e-09 2.6252e+25 -2.2202 5.0543 272.18
-2.1001e-08 -2.838e-09 2.6233e+25 -2.3509 5.3089 271.83
-2.1001e-08 -1.7028e-09 2.6192e+25 -2.2133 5.6898 272.16
-2.1001e-08 -5.6759e-10 2.617e+25 -2.0107 5.8351 272.16
-2.1001e-08 5.6759e-10 2.6143e+25 -2.1184 5.9048 271.98
-2.1001e-08 1.7028e-09 2.6104e+25 -2.2165 6.0382 271.93
-2.1001e-08 2.838e-09 2.6101e+25 -2.0478 6.2826 271.74
-2.1001e-08 3.9731e-09 2.6038e+25 -2.0184 6.6822 271.89
-2.1001e-08 5.1083e-09 2.6025e+25 -2.0406 6.8504 271.72
-2.1001e-08 6.2435e-09 2.5987e+25 -2.0893 7.0545 271.53
-2.1001e-08 7.3787e-09 2.5956e+25 -1.8891 7.091 271.76
-2.1001e-08 8.5138e-09 2.5947e+25 -1.93 7.1391 271.7
-2.1001e-08 9.649e-09 2.5894e+25 -1.7524 7.2361 271.85
-2.1001e-08 1.0784e-08 2.5868e+25 -1.4865 7.472 271.75
-2.1001e-08 1.1919e-08 2.5846e+25 -1.3999 7.5503 271.42
-2.1001e-08 1.3055e-08 2.5821e+25 -1.3114 7.6954 271.86
-2.1001e-08 1.419e-08 2.5795e+25 -1.1592 7.6008 271.83
-2.1001e-08 1.5325e-08 2.5761e+25 -0.77113 7.402 271.96
-2.1001e-08 1.646e-08 2.5742e+25 -0.61512 7.538 271.66
-2.1001e-08 1.7595e-08 2.5676e+25 -0.31823 7.452 271.85
-2.1001e-08 1.873e-08 2.5645e+25 0.12103 7.1169 271.95
-2.1001e-08 1.9866e-08 2.5606e+25 1.0407 6.7105 272.32
-2.1001e-08 2.1001e-08 2.5625e+25 1.7024 6.3134 272.27
-2.1001e-08 2.2136e-08 2.5669e+25 2.5228 5.6669 272.33
-2.1001e-08 2.3271e-08 2.5647e+25 3.4082 4.9692 272.47
-2.1001e-08 2.4406e-08 2.5616e+25 4.4405 4.4737 272.63
-2.1001e-08 2.5542e-08 2.5663e+25 6.087 3.7209 273.06
-2.1001e-08 2.6677e-08 2.5699e+25 7.9476 2.8048 273.23
-2.1001e-08 2.7812e-08 2.5743e+25 10.105 2.1177 273.62
-2.1001e-08 2.8947e-08 2.582e+25 12.565 1.3064 274.02
-2.1001e-08 3.0082e-08 2.5875e+25 15.729 0.51712 274.44
-2.1001e-08 3.1217e-08 2.5974e+25 19.378 0.20593 274.81
-1.9866e-08 -3.1217e-08 2.6289e+25 -1.4133 -0.00232 272.67
-1.9866e-08 -3.0082e-08 2.6329e+25 -1.822 0.038927 272.56
-1.9866e-08 -2.8947e-08 2.6335e+25 -1.8473 0.22312 272.7
-1.9866e-08 -2.7812e-08 2.6362e+25 -2.1025 0.36194 272.56
-1.9866e-08 -2.6677e-08 2.6366e+25 -2.2633 0.68381 272.51
-1.9866e-08 -2.5542e-08 2.6372e+25 -1.9976 0.87426 272.34
-1.9866e-08 -2.4406e-08 2.6381e+25 -2.0953 0.87479 272.38
-1.9866e-08 -2.3271e-08 2.639e+25 -2.2541 1.0164 272.43
-1.9866e-08 -2.2136e-08 2.6412e+25 -2.3643 1.3435 272.23
-1.9866e-08 -2.1001e-08 2.6385e+25 -2.5321 1.7127 272.37
-1.9866e-08 -1.9866e-08 2.6408e+25 -2.2738 1.6925 272.21
-1.9866e-08 -1.873e-08 2.6436e+25 -2.3707 2.0599 272
-1.9866e-08 -1.7595e-08 2.6412e+25 -2.3715 2.3521 272.04
-1.9866e-08 -1.646e-08 2.6371e+25 -2.4883 2.452 272.44
-1.9866e-08 -1.5325e-08 2.6397e+25 -2.6428 2.5945 272.27
-1.9866e-08 -1.419e-08 2.6361e+25 -2.3427 2.8823 272.61
-1.9866e-08 -1.3055e-08 2.6384e+25 -2.6 3.0657 272.37
-1.9866e-08 -1.1919e-08 2.6358e+25 -2.4794 3.3515 272.26
-1.9866e-08 -1.0784e-08 2.6336e+25 -2.366 3.4944 272.49
-1.9866e-08 -9.649e-09 2.6313e+25 -2.2624 3.8159 272.44
-1.9866e-08 -8.5138e-09 2.6324e+25 -2.309 4.1264 272.25
-1.9866e-08 -7.3787e-09 2.6327e+25 -2.4001 4.2906 272.1
-1.9866e-08 -6.2435e-09 2.6323e+25 -2.4868 4.6063 272.24
-1.9866e-08 -5.1083e-09 2.6282e+25 -2.6603 4.9142 272.07
-1.9866e-08 -3.9731e-09 2.6247e+25 -2.4792 5.0533 272.27
-1.9866e-08 -2.838e-09 2.6242e+25 -2.4099 5.1461 272.15
-1.9866e-08 -1.7028e-09 2.6235e+25 -2.3262 5.1898 271.96
-1.9866e-08 -5.6759e-10 2.6204e+25 -2.352 5.4771 272.28
-1.9866e-08 5.6759e-10 2.6187e+25 -2.4848 5.8759 272.05
-1.9866e-08 1.7028e-09 2.6137e+25 -2.3337 6.1994 271.93
-1.9866e-08 2.838e-09 2.6119e+25 -2.2264 6.286 271.79
-1.9866e-08 3.9731e-09 2.6078e+25 -2.2968 6.4522 271.98
-1.9866e-08 5.1083e-09 2.6037e+25 -2.1485 6.7493 272
-1.9866e-08 6.2435e-09 2.6004e+25 -2.0876 6.702 271.81
-1.9866e-08 7.3787e-09 2.5968e+25 -2.1402 6.9282 272.19
-1.9866e-08 8.5138e-09 2.5976e+25 -2.0069 7.0722 272
-1.9866e-08 9.649e-09 2.594e+25 -1.7433 7.0857 272.03
-1.9866e-08 1.0784e-08 2.5914e+25 -1.7621 7.1066 272.05
-1.9866e-08 1.1919e-08 2.5939e+25 -1.5812 7.3226 271.61
-1.9866e-08 1.3055e-08 2.5863e+25 -1.2822 7.4108 271.87
-1.9866e-08 1.419e-08 2.5836e+25 -0.98814 7.3583 271.71
-1.9866e-08 1.5325e-08 2.5815e+25 -0.67833 7.2381 271.98
-1.9866e-08 1.646e-08 2.5824e+25 -0.43637 6.9227 271.79
-1.9866e-08 1.7595e-08 2.5744e+25 0.052843 6.5969 272.13
-1.9866e-08 1.873e-08 2.5735e+25 0.44144 6.2635 272.44
-1.9866e-08 1.9866e-08 2.5728e+25 1.2346 5.962 272.38
-1.9866e-08 2.1001e-08 2.5705e+25 2.2156 5.6767 272.5
-1.9866e-08 2.2136e-08 2.5707e+25 3.0982 5.1333 272.46
-1.9866e-08 2.3271e-08 2.5708e+25 3.9437 4.8069 272.7
-1.9866e-08 2.4406e-08 2.5719e+25 5.2108 3.969 273
-1.9866e-08 2.5542e-08 2.5751e+25 6.9194 3.1376 273.13
-1.9866e-08 2.6677e-08 2.5802e+25 8.6582 2.5713 273.46
-1.9866e-08 2.7812e-08 2.5835e+25 10.703 1.7523 273.81
-1.9866e-08 2.8947e-08 2.5897e+25 13.253 1.1582 274.31
-1.9866e-08 3.0082e-08 2.5991e+25 16.248 0.63611 274.42
-1.9866e-08 3.1217e-08 2.6058e+25 19.647 0.21693 274.69
-1.873e-08 -3.1217e-08 2.6314e+25 -1.6317 0.10497 272.48
-1.873e-08 -3.0082e-08 2.6319e+25 -1.8538 0.38149 272.61
-1.873e-08 -2.8947e-08 2.6339e+25 -2.067 0.52962 272.82
-1.873e-08 -2.7812e-08 2.6349e+25 -2.226 0.67408 272.74
-1.873e-08 -2.6677e-08 2.6389e+25 -2.4746 0.63407 272.4
-1.873e-08 -2.5542e-08 2.6383e+25 -2.0707 0.74011 272.38
-1.873e-08 -2.4406e-08 2.641e+25 -2.1887 0.96764 272.16
-1.873e-08 -2.3271e-08 2.6396e+25 -2.5299 1.1942 272.35
-1.873e-08 -2.2136e-08 2.643e+25 -2.6282 1.4301 272.38
-1.873e-08 -2.1001e-08 2.64e+25 -2.745 1.5859 272.66
-1.873e-08 -1.9866e-08 2.6438e+25 -2.4764 1.8537 272.48
-1.873e-08 -1.873e-08 2.6444e+25 -2.4773 2.0568 272.25
-1.873e-08 -1.7595e-08 2.6442e+25 -2.726 2.1171 272.24
-1.873e-08 -1.646e-08 2.6414e+25 -2.5738 2.5067 272.31
-1.873e-08 -1.5325e-08 2.6392e+25 -2.777 2.5636 272.37
-1.873e-08 -1.419e-08 2.6386e+25 -2.5584 2.8011 272.34
-1.873e-08 -1.3055e-08 2.6364e+25 -2.7958 2.9376 272.33
-1.873e-08 -1.1919e-08 2.6382e+25 -2.7531 3.2734 272.4
-1.873e-08 -1.0784e-08 2.6366e+25 -2.4441 3.6042 272.26
-1.873e-08 -9.649e-09 2.6356e+25 -2.7697 3.6947 272.25
-1.873e-08 -8.5138e-09 2.6323e+25 -2.5698 3.9838 272.4
-1.873e-08 -7.3787e-09 2.6313e+25 -2.6427 4.391 272.15
-1.873e-08 -6.2435e-09 2.6332e+25 -2.7479 4.6056 272.15
-1.873e-08 -5.1083e-09 2.6311e+25 -2.7581 4.6974 272.33
-1.873e-08 -3.9731e-09 2.6282e+25 -2.4442 4.9079 272.27
-1.873e-08 -2.838e-09 2.6298e+25 -2.5592 5.0669 272.13
-1.873e-08 -1.7028e-09 2.6254e+25 -2.5882 5.376 271.96
-1.873e-08 -5.6759e-10 2.6233e+25 -2.7173 5.6617 272.1
-1.873e-08 5.6759e-10 2.6182e+25 -2.5987 5.8446 272.08
-1.873e-08 1.7028e-09 2.6142e+25 -2.4806 5.8101 272.18
-1.873e-08 2.838e-09 2.6141e+25 -2.4542 6.0762 271.91
-1.873e-08 3.9731e-09 2.6151e+25 -2.327 6.2753 271.94
-1.873e-08 5.1083e-09 2.6077e+25 -2.4868 6.3009 272.12
-1.873e-08 6.2435e-09 2.6038e+25 -2.1484 6.4493 272.16
-1.873e-08 7.3787e-09 2.6035e+25 -2.221 6.566 272.12
-1.873e-08 8.5138e-09 2.6045e+25 -2.0869 6.5408 272.15
-1.873e-08 9.649e-09 2.598e+25 -1.7586 6.7196 272.07
-1.873e-08 1.0784e-08 2.5983e+25 -1.6508 6.6422 271.96
-1.873e-08 1.1919e-08 2.5973e+25 -1.8672 6.6288 271.95
-1.873e-08 1.3055e-08 2.5934e+25 -1.1059 6.6175 272.06
-1.873e-08 1.419e-08 2.5931e+25 -0.95394 6.7225 271.92
-1.873e-08 1.5325e-08 2.589e+25 -0.59955 6.5954 272.03
-1.873e-08 1.646e-08 2.5884e+25 -0.076963 6.4862 271.73
-1.873e-08 1.7595e-08 2.5836e+25 0.30639 6.0823 272.17
-1.873e-08 1.873e-08 2.5793e+25 0.71542 5.9502 272.55
-1.873e-08 1.9866e-08 2.5809e+25 1.7647 5.5286 272.53
-1.873e-08 2.1001e-08 2.5813e+25 2.6644 4.9788 272.56
-1.873e-08 2.2136e-08 2.5827e+25 3.495 4.6206 272.7
-1.873e-08 2.3271e-08 2.581e+25 4.3638 4.1587 272.96
-1.873e-08 2.4406e-08 2.5769e+25 6.1874 3.5349 273.25
-1.873e-08 2.5542e-08 2.5821e+25 7.4331 2.7254 273.48
-1.873e-08 2.6677e-08 2.5885e+25 9.345 2.0604 273.64
-1.873e-08 2.7812e-08 2.593e+25 11.383 1.7022 274.04
-1.873e-08 2.8947e-08 2.6024e+25 13.768 0.86117 274.08
-1.873e-08 3.0082e-08 2.6063e+25 16.473 0.39595 274.51
-1.873e-08 3.1217e-08 2.6127e+25 20.011 0.11694 274.71
-1.7595e-08 -3.1217e-08 2.6361e+25 -1.6555 0.081074 272.7
-1.7595e-08 -3.0082e-08 2.6362e+25 -2.1739 0.067301 272.58
-1.7595e-08 -2.8947e-08 2.6358e+25 -2.328 0.36289 273.01
-1.7595e-08 -2.7812e-08 2.6365e+25 -2.2062 0.581 272.88
-1.7595e-08 -2.6677e-08 2.6378e+25 -2.5152 0.58153 272.8
-1.7595e-08 -2.5542e-08 2.6408e+25 -2.4182 0.83888 272.51
-1.7595e-08 -2.4406e-08 2.6387e+25 -2.4153 1.0342 272.54
-1.7595e-08 -2.3271e-08 2.6422e+25 -2.5956 1.2169 272.27
-1.7595e-08 -2.2136e-08 2.6418e+25 -2.8686 1.314 272.34
-1.7595e-08 -2.1001e-08 2.6438e+25 -2.8887 1.3725 272.48
-1.7595e-08 -1.9866e-08 2.6458e+25 -2.7785 1.6852 272.47
-1.7595e-08 -1.873e-08 2.6469e+25 -2.7328 1.9403 272.48
-1.7595e-08 -1.7595e-08 2.6404e+25 -2.9135 2.1488 272.69
-1.7595e-08 -1.646e-08 2.6407e+25 -2.7283 2.3018 272.6
-1.7595e-08 -1.5325e-08 2.6426e+25 -2.9406 2.3949 272.65
-1.7595e-08 -1.419e-08 2.6398e+25 -2.7568 2.6438 272.49
-1.7595e-08 -1.3055e-08 2.6396e+25 -2.945 2.9192 272.39
-1.7595e-08 -1.1919e-08 2.6404e+25 -3.0221 3.1299 272.38
-1.7595e-08 -1.0784e-08 2.639e+25 -2.7935 3.339 272.33
-1.7595e-08 -9.649e-09 2.6375e+25 -2.851 3.6522 272.26
-1.7595e-08 -8.5138e-09 2.6341e+25 -2.8272 3.9017 272.38
-1.7595e-08 -7.3787e-09 2.6336e+25 -3.0344 4.1425 272.25
