ITEM: TIMESTEP
400000
ITEM: NUMBER OF CELLS
5184
ITEM: BOX BOUNDS ss ss pp
-1.7202e-05 1.7202e-05
-1.7202e-05 1.7202e-05
-0.5 0.5
ITEM: CELLS xc yc f_1[1] f_1[2] f_1[3] f_1[4] 
-1.69631e-05 -1.69631e-05 2.68699e+25 -0.0390442 0.0178929 272.857 
-1.50517e-05 -1.69631e-05 2.68867e+25 0.0868343 0.0791367 272.786 
-1.31404e-05 -1.69631e-05 2.68809e+25 0.0316384 -0.00347241 272.829 
-1.12291e-05 -1.69631e-05 2.68825e+25 -0.128221 -0.0298277 272.792 
-9.31775e-06 -1.69631e-05 2.68596e+25 0.04417 0.0164981 272.981 
-7.40642e-06 -1.69631e-05 2.68852e+25 -0.167199 0.0855095 272.668 
-5.49508e-06 -1.69631e-05 2.68861e+25 -0.171876 -0.0106399 272.768 
-3.58375e-06 -1.69631e-05 2.69011e+25 -0.423144 -0.0319604 272.696 
-1.67242e-06 -1.69631e-05 2.68714e+25 -0.108708 0.0628072 272.849 
-1.69631e-05 -1.64852e-05 2.6881e+25 -0.018675 0.0786796 272.841 
-1.50517e-05 -1.64852e-05 2.6887e+25 0.15255 0.0560699 272.638 
-1.31404e-05 -1.64852e-05 2.68972e+25 -0.074703 -0.0329762 272.684 
-1.12291e-05 -1.64852e-05 2.68954e+25 -0.0710825 -0.0365078 272.673 
-9.31775e-06 -1.64852e-05 2.68801e+25 -0.273799 0.00274614 272.78 
-7.40642e-06 -1.64852e-05 2.69115e+25 -0.3493 0.159964 272.59 
-5.49508e-06 -1.64852e-05 2.68917e+25 -0.529687 -0.0103514 272.717 
-3.58375e-06 -1.64852e-05 2.69043e+25 -0.594748 -0.0489075 272.59 
-1.67242e-06 -1.64852e-05 2.68817e+25 -0.566549 0.124761 272.746 
-1.69631e-05 -1.60074e-05 2.68777e+25 -0.00164519 0.0908606 272.802 
-1.50517e-05 -1.60074e-05 2.69021e+25 0.0838161 0.0670009 272.503 
-1.31404e-05 -1.60074e-05 2.68828e+25 0.0348705 -0.0598012 272.654 
-1.12291e-05 -1.60074e-05 2.68986e+25 -0.329281 0.032322 272.544 
-9.31775e-06 -1.60074e-05 2.68892e+25 -0.496793 0.0682437 272.72 
-7.40642e-06 -1.60074e-05 2.69026e+25 -0.471227 0.145183 272.481 
-5.49508e-06 -1.60074e-05 2.68859e+25 -0.866546 0.0136991 272.74 
-3.58375e-06 -1.60074e-05 2.69003e+25 -0.784915 -0.0524559 272.562 
-1.67242e-06 -1.60074e-05 2.69037e+25 -0.787817 0.0252436 272.586 
-1.69631e-05 -1.55296e-05 2.68835e+25 0.0269252 0.0807242 272.801 
-1.50517e-05 -1.55296e-05 2.69059e+25 0.0996646 -0.0526644 272.492 
-1.31404e-05 -1.55296e-05 2.69033e+25 -0.168375 0.180356 272.544 
