ITEM: TIMESTEP
600000
ITEM: NUMBER OF CELLS
5184
ITEM: BOX BOUNDS ss ss pp
-1.7202e-05 1.7202e-05
-1.7202e-05 1.7202e-05
-0.5 0.5
ITEM: CELLS xc yc f_1[1] f_1[2] f_1[3] f_1[4] 
-1.69631e-05 -1.69631e-05 2.68738e+25 -0.0438279 0.0185225 272.875 
-1.50517e-05 -1.69631e-05 2.68817e+25 0.0565698 0.0572564 272.829 
-1.31404e-05 -1.69631e-05 2.68834e+25 0.00898661 0.00566163 272.81 
-1.12291e-05 -1.69631e-05 2.68859e+25 -0.0512818 -0.0399892 272.778 
-9.31775e-06 -1.69631e-05 2.6864e+25 0.0554441 0.0387967 272.97 
-7.40642e-06 -1.69631e-05 2.68876e+25 -0.0853479 0.0367706 272.726 
-5.49508e-06 -1.69631e-05 2.68862e+25 -0.144345 -0.00488365 272.791 
-3.58375e-06 -1.69631e-05 2.68931e+25 -0.366251 -0.0081556 272.721 
-1.67242e-06 -1.69631e-05 2.68731e+25 -0.139588 0.0273375 272.863 
-1.69631e-05 -1.64852e-05 2.68827e+25 0.0221842 0.0720913 272.816 
-1.50517e-05 -1.64852e-05 2.68863e+25 0.116727 0.0214481 272.701 
-1.31404e-05 -1.64852e-05 2.68982e+25 -0.0151353 0.0151211 272.641 
-1.12291e-05 -1.64852e-05 2.69048e+25 -0.0542608 0.0119728 272.605 
-9.31775e-06 -1.64852e-05 2.68884e+25 -0.233262 0.0183309 272.705 
-7.40642e-06 -1.64852e-05 2.69045e+25 -0.251221 0.012776 272.63 
-5.49508e-06 -1.64852e-05 2.68966e+25 -0.420174 0.00958495 272.626 
-3.58375e-06 -1.64852e-05 2.69009e+25 -0.573183 0.0300745 272.579 
-1.67242e-06 -1.64852e-05 2.68754e+25 -0.671162 0.0901627 272.817 
-1.69631e-05 -1.60074e-05 2.68783e+25 -0.0378046 0.0595174 272.845 
-1.50517e-05 -1.60074e-05 2.68978e+25 0.0760982 0.0361337 272.555 
-1.31404e-05 -1.60074e-05 2.68981e+25 0.125099 -0.00441797 272.533 
-1.12291e-05 -1.60074e-05 2.69095e+25 -0.242308 0.109245 272.451 
-9.31775e-06 -1.60074e-05 2.68907e+25 -0.427675 0.0387274 272.618 
-7.40642e-06 -1.60074e-05 2.68986e+25 -0.438441 0.0539416 272.556 
-5.49508e-06 -1.60074e-05 2.68927e+25 -0.767279 0.0320412 272.643 
-3.58375e-06 -1.60074e-05 2.68947e+25 -0.777642 0.0332739 272.586 
-1.67242e-06 -1.60074e-05 2.68907e+25 -0.899934 0.0215597 272.698 
-1.69631e-05 -1.55296e-05 2.68697e+25 0.0129596 0.116097 272.916 
-1.50517e-05 -1.55296e-05 2.69072e+25 0.0455076 -0.0351582 272.503 
-1.31404e-05 -1.55296e-05 2.69069e+25 -0.0941314 0.0771868 272.491 
