ITEM: TIMESTEP
480000
ITEM: NUMBER OF CELLS
5184
ITEM: BOX BOUNDS ss ss pp
-1.7202e-05 1.7202e-05
-1.7202e-05 1.7202e-05
-0.5 0.5
ITEM: CELLS xc yc f_1[1] f_1[2] f_1[3] f_1[4] 
-1.69631e-05 -1.69631e-05 2.68358e+25 0.0526995 -0.0532858 272.981 
-1.50517e-05 -1.69631e-05 2.6847e+25 -0.0593493 0.0125867 272.782 
-1.31404e-05 -1.69631e-05 2.68367e+25 -0.0214676 0.0327216 272.882 
-1.12291e-05 -1.69631e-05 2.6842e+25 -0.0892058 0.048072 272.79 
-9.31775e-06 -1.69631e-05 2.68511e+25 -0.150023 -0.033506 272.759 
-7.40642e-06 -1.69631e-05 2.68567e+25 -0.0552217 -0.00385734 272.797 
-5.49508e-06 -1.69631e-05 2.68427e+25 -0.253132 -0.0156273 272.891 
-3.58375e-06 -1.69631e-05 2.68588e+25 -0.133115 0.0194907 272.834 
-1.67242e-06 -1.69631e-05 2.68493e+25 -0.187507 -0.00623922 272.809 
-1.69631e-05 -1.64852e-05 2.68367e+25 0.0163999 -0.0981833 272.807 
-1.50517e-05 -1.64852e-05 2.68878e+25 -0.0301578 0.0534211 272.403 
-1.31404e-05 -1.64852e-05 2.68717e+25 -0.0392777 0.0725354 272.438 
-1.12291e-05 -1.64852e-05 2.6866e+25 -0.0905819 0.0195739 272.534 
-9.31775e-06 -1.64852e-05 2.68765e+25 -0.258764 -0.105862 272.541 
-7.40642e-06 -1.64852e-05 2.68805e+25 -0.143132 -0.0476078 272.4 
-5.49508e-06 -1.64852e-05 2.68719e+25 -0.352355 0.0179567 272.423 
-3.58375e-06 -1.64852e-05 2.68741e+25 -0.312068 0.0478192 272.539 
-1.67242e-06 -1.64852e-05 2.68664e+25 -0.246431 -0.026043 272.663 
-1.69631e-05 -1.60074e-05 2.68574e+25 -0.0512516 -0.0596101 272.698 
-1.50517e-05 -1.60074e-05 2.68983e+25 0.0724075 0.140362 272.347 
-1.31404e-05 -1.60074e-05 2.69007e+25 -0.116623 0.0633794 272.265 
-1.12291e-05 -1.60074e-05 2.68913e+25 0.0299539 -0.0131723 272.347 
-9.31775e-06 -1.60074e-05 2.68791e+25 -0.304249 -0.122062 272.375 
-7.40642e-06 -1.60074e-05 2.69059e+25 -0.332206 -0.0747105 272.191 
-5.49508e-06 -1.60074e-05 2.69081e+25 -0.550827 0.119449 272.165 
-3.58375e-06 -1.60074e-05 2.68887e+25 -0.600054 0.0102014 272.348 
-1.67242e-06 -1.60074e-05 2.68739e+25 -0.540478 -0.0560705 272.531 
-1.69631e-05 -1.55296e-05 2.68546e+25 -0.0235458 -0.00565083 272.743 
-1.50517e-05 -1.55296e-05 2.69189e+25 0.0698756 0.211653 272.208 
