TITLE = "cavity_20000"
VARIABLES = "X", "Y", "nrho", "U", "V","Temperature"
ZONE T="cavity", I=72, J=72, K=1, F=BLOCK
-2.62808e-06 -8.83992e-06 2.68651e+25 -2.53453 0.664099 272.443 
-7.1675e-07 -8.83992e-06 2.68835e+25 -3.90363 1.51333 272.764 
-1.60074e-05 -8.36208e-06 2.68694e+25 0.386242 0.471725 272.651 
-1.40961e-05 -8.36208e-06 2.67255e+25 0.286816 3.31823 273.75 
-1.21847e-05 -8.36208e-06 2.68649e+25 -0.802619 1.67883 271.901 
-1.02734e-05 -8.36208e-06 2.67611e+25 0.0594666 1.03564 273.18 
-8.36208e-06 -8.36208e-06 2.70119e+25 -1.27931 0.240746 271.633 
-6.45075e-06 -8.36208e-06 2.69431e+25 -2.83014 0.0964502 271.233 
-4.53942e-06 -8.36208e-06 2.6837e+25 -2.79116 2.14561 272.635 
-2.62808e-06 -8.36208e-06 2.68486e+25 -3.03005 1.04234 272.677 
-7.1675e-07 -8.36208e-06 2.7025e+25 -3.60897 1.34762 271.204 
-1.60074e-05 -7.88425e-06 2.68906e+25 0.494108 0.190799 272.38 
-1.40961e-05 -7.88425e-06 2.67516e+25 1.47008 3.18104 273.624 
-1.21847e-05 -7.88425e-06 2.6953e+25 1.13344 1.7704 271.199 
-1.02734e-05 -7.88425e-06 2.68721e+25 -0.601832 1.02507 272.994 
-8.36208e-06 -7.88425e-06 2.68952e+25 -1.59535 0.627048 272.047 
-6.45075e-06 -7.88425e-06 2.69126e+25 -3.40619 1.04497 271.343 
-4.53942e-06 -7.88425e-06 2.68454e+25 -3.46551 2.2538 272.43 
-2.62808e-06 -7.88425e-06 2.68671e+25 -1.9083 1.46323 272.6 
-7.1675e-07 -7.88425e-06 2.70559e+25 -3.05263 1.276 271.013 
-1.60074e-05 -7.40642e-06 2.68442e+25 -0.448251 -0.5965 272.244 
-1.40961e-05 -7.40642e-06 2.67882e+25 0.817974 2.6979 273.624 
-1.21847e-05 -7.40642e-06 2.68249e+25 1.29118 1.53061 272.254 
-1.02734e-05 -7.40642e-06 2.68504e+25 -1.22447 1.68496 272.057 
-8.36208e-06 -7.40642e-06 2.70035e+25 -2.51282 1.20758 271.181 
-6.45075e-06 -7.40642e-06 2.69996e+25 -3.64861 1.96592 270.705 
-4.53942e-06 -7.40642e-06 2.67881e+25 -3.23629 2.31817 272.705 
-2.62808e-06 -7.40642e-06 2.69177e+25 -2.62732 2.06919 271.725 
-7.1675e-07 -7.40642e-06 2.68452e+25 -3.14003 1.74638 271.864 
-1.60074e-05 -6.92858e-06 2.692e+25 -0.159391 -0.244785 272.635 
-1.40961e-05 -6.92858e-06 2.68046e+25 -0.544776 2.58484 272.607 
-1.21847e-05 -6.92858e-06 2.686e+25 -0.350821 1.75014 272.489 
-1.02734e-05 -6.92858e-06 2.69863e+25 -0.288235 1.73563 271.623 
-8.36208e-06 -6.92858e-06 2.69743e+25 -2.30326 1.57112 271.064 
-6.45075e-06 -6.92858e-06 2.6966e+25 -4.35724 1.81214 271.361 
-4.53942e-06 -6.92858e-06 2.67515e+25 -3.82145 1.65552 273.833 
-2.62808e-06 -6.92858e-06 2.69111e+25 -4.1879 1.90119 272.235 
-7.1675e-07 -6.92858e-06 2.68042e+25 -3.34077 1.98259 272.553 
-1.60074e-05 -6.45075e-06 2.69767e+25 -0.399639 0.171076 271.235 
-1.40961e-05 -6.45075e-06 2.69558e+25 -0.781639 2.62281 271.711 
-1.21847e-05 -6.45075e-06 2.69097e+25 -1.40514 1.78226 272.1 
-1.02734e-05 -6.45075e-06 2.69427e+25 -1.45843 1.64806 271.482 
-8.36208e-06 -6.45075e-06 2.69134e+25 -2.71852 1.87273 271.891 
-6.45075e-06 -6.45075e-06 2.68821e+25 -4.35271 0.991173 272.071 
-4.53942e-06 -6.45075e-06 2.68141e+25 -3.48309 0.982684 273.264 
-2.62808e-06 -6.45075e-06 2.68992e+25 -4.27466 1.46396 271.927 
-7.1675e-07 -6.45075e-06 2.67917e+25 -3.65423 2.05219 272.989 
-1.60074e-05 -5.97292e-06 2.68246e+25 -0.663074 0.0266272 272.272 
-1.40961e-05 -5.97292e-06 2.69413e+25 -1.80412 2.74866 272.206 
-1.21847e-05 -5.97292e-06 2.69869e+25 -1.21347 1.65422 271.532 
-1.02734e-05 -5.97292e-06 2.70004e+25 -2.95781 2.03893 270.771 
-8.36208e-06 -5.97292e-06 2.69407e+25 -2.92605 2.41551 271.897 
-6.45075e-06 -5.97292e-06 2.67471e+25 -2.5289 0.897048 273.358 
-4.53942e-06 -5.97292e-06 2.68354e+25 -4.05206 1.25851 272.88 
-2.62808e-06 -5.97292e-06 2.70027e+25 -4.27678 1.30236 270.845 
-7.1675e-07 -5.97292e-06 2.68661e+25 -3.21317 1.75017 271.953 
-1.60074e-05 -5.49508e-06 2.6771e+25 0.0575316 0.594283 273.412 
-1.40961e-05 -5.49508e-06 2.68712e+25 -1.83322 2.77184 272.833 
-1.21847e-05 -5.49508e-06 2.68318e+25 -2.37511 1.83031 272.019 
-1.02734e-05 -5.49508e-06 2.69329e+25 -3.54536 1.92004 271.219 
-8.36208e-06 -5.49508e-06 2.68704e+25 -2.48603 2.81712 271.722 
-6.45075e-06 -5.49508e-06 2.67592e+25 -3.25238 1.2662 272.906 
-4.53942e-06 -5.49508e-06 2.68768e+25 -4.86484 2.21202 272.978 
-2.62808e-06 -5.49508e-06 2.6997e+25 -3.60872 1.19348 270.918 
-7.1675e-07 -5.49508e-06 2.69411e+25 -3.1289 1.78117 272.27 
-1.60074e-05 -5.01725e-06 2.67617e+25 -0.0628782 1.26393 273.245 
-1.40961e-05 -5.01725e-06 2.68507e+25 -1.57144 2.60248 272.506 
-1.21847e-05 -5.01725e-06 2.68187e+25 -2.65034 2.39298 273.235 
-1.02734e-05 -5.01725e-06 2.70485e+25 -3.10438 1.41107 270.896 
-8.36208e-06 -5.01725e-06 2.68113e+25 -2.43724 2.57942 272.464 
-6.45075e-06 -5.01725e-06 2.68157e+25 -3.18836 1.13939 272.999 
-4.53942e-06 -5.01725e-06 2.68302e+25 -4.29145 2.51696 272.601 
-2.62808e-06 -5.01725e-06 2.70265e+25 -4.10314 1.15964 270.383 
-7.1675e-07 -5.01725e-06 2.70246e+25 -4.50831 2.02524 271.581 
-1.60074e-05 -4.53942e-06 2.67817e+25 0.152258 1.47423 273.46 
-1.40961e-05 -4.53942e-06 2.69262e+25 -0.362701 3.18789 272.529 
-1.21847e-05 -4.53942e-06 2.68727e+25 -1.67865 2.68728 272.55 
-1.02734e-05 -4.53942e-06 2.69622e+25 -2.15443 1.44394 271.392 
-8.36208e-06 -4.53942e-06 2.68556e+25 -3.20271 2.79326 271.97 
-6.45075e-06 -4.53942e-06 2.67303e+25 -2.95819 1.46949 272.636 
-4.53942e-06 -4.53942e-06 2.68393e+25 -4.5817 2.59242 272.412 
-2.62808e-06 -4.53942e-06 2.70339e+25 -6.27791 1.35815 270.484 
-7.1675e-07 -4.53942e-06 2.69287e+25 -6.02239 1.74171 271.858 
-1.60074e-05 -4.06158e-06 2.6861e+25 -0.281467 1.16613 272.348 
-1.40961e-05 -4.06158e-06 2.68612e+25 -0.0811177 3.64686 272.389 
-1.21847e-05 -4.06158e-06 2.67781e+25 -0.541979 2.95812 272.567 
-1.02734e-05 -4.06158e-06 2.69677e+25 -1.00734 1.85757 271.354 
-8.36208e-06 -4.06158e-06 2.7057e+25 -2.8633 3.01466 270.722 
-6.45075e-06 -4.06158e-06 2.6698e+25 -3.52726 1.51391 273.45 
-4.53942e-06 -4.06158e-06 2.69061e+25 -5.46059 2.38662 271.749 
-2.62808e-06 -4.06158e-06 2.70094e+25 -7.22129 1.66896 270.439 
-7.1675e-07 -4.06158e-06 2.68903e+25 -6.07498 1.51512 272.209 
-1.60074e-05 -3.58375e-06 2.68675e+25 -0.157178 0.969343 272.299 
-1.40961e-05 -3.58375e-06 2.68893e+25 -0.190153 3.3981 271.682 
-1.21847e-05 -3.58375e-06 2.68008e+25 -0.11576 2.69517 271.771 
-1.02734e-05 -3.58375e-06 2.68639e+25 -1.31551 2.339 272.217 
-8.36208e-06 -3.58375e-06 2.70428e+25 -4.1554 3.24459 270.906 
-6.45075e-06 -3.58375e-06 2.67904e+25 -3.84402 2.14385 272.737 
-4.53942e-06 -3.58375e-06 2.69376e+25 -6.02298 2.74766 271.609 
-2.62808e-06 -3.58375e-06 2.69625e+25 -6.85244 2.11893 271.218 
-7.1675e-07 -3.58375e-06 2.69523e+25 -6.8176 1.22283 271.557 
-1.60074e-05 -3.10592e-06 2.69003e+25 -0.263624 0.885431 272.651 
-1.40961e-05 -3.10592e-06 2.69126e+25 -1.09899 3.10929 271.617 
-1.21847e-05 -3.10592e-06 2.70365e+25 -0.895841 2.94493 270.524 
-1.02734e-05 -3.10592e-06 2.69569e+25 -1.13144 3.11432 270.981 
-8.36208e-06 -3.10592e-06 2.6878e+25 -4.02119 3.74293 271.696 
-6.45075e-06 -3.10592e-06 2.67925e+25 -4.3483 3.07272 272.76 
-4.53942e-06 -3.10592e-06 2.68257e+25 -6.45234 2.62768 272.306 
-2.62808e-06 -3.10592e-06 2.69291e+25 -7.73809 2.4433 271.739 
-7.1675e-07 -3.10592e-06 2.70513e+25 -7.53325 1.21075 271.208 
-1.60074e-05 -2.62808e-06 2.69098e+25 -1.29508 1.63522 272.312 
-1.40961e-05 -2.62808e-06 2.69212e+25 -1.40374 3.06035 271.866 
-1.21847e-05 -2.62808e-06 2.70922e+25 -0.728706 3.0578 270.618 
-1.02734e-05 -2.62808e-06 2.70491e+25 -0.24899 3.75287 270.75 
-8.36208e-06 -2.62808e-06 2.68052e+25 -2.89393 4.21893 272.55 
-6.45075e-06 -2.62808e-06 2.67356e+25 -4.90084 3.57295 273.445 
-4.53942e-06 -2.62808e-06 2.68708e+25 -5.62874 2.81342 272.613 
-2.62808e-06 -2.62808e-06 2.69058e+25 -7.15347 1.85223 271.968 
-7.1675e-07 -2.62808e-06 2.69711e+25 -8.02523 1.12744 271.16 
-1.60074e-05 -2.15025e-06 2.69243e+25 -0.975891 2.72708 271.765 
-1.40961e-05 -2.15025e-06 2.70459e+25 -0.903931 2.52936 270.895 
-1.21847e-05 -2.15025e-06 2.69703e+25 0.77061 3.43728 271.611 
-1.02734e-05 -2.15025e-06 2.70479e+25 -0.758999 4.20642 270.617 
-8.36208e-06 -2.15025e-06 2.69524e+25 -2.73849 5.01199 272.096 
-6.45075e-06 -2.15025e-06 2.66998e+25 -4.60619 3.38494 273.75 
-4.53942e-06 -2.15025e-06 2.68372e+25 -4.56418 3.29747 272.748 
-2.62808e-06 -2.15025e-06 2.69913e+25 -6.63024 2.01967 271.064 
-7.1675e-07 -2.15025e-06 2.69807e+25 -7.93349 1.64121 270.455 
-1.60074e-05 -1.67242e-06 2.69648e+25 0.486058 2.8127 271.172 
-1.40961e-05 -1.67242e-06 2.7081e+25 -0.174881 1.91048 270.165 
-1.21847e-05 -1.67242e-06 2.69029e+25 0.555616 4.03654 272.129 
-1.02734e-05 -1.67242e-06 2.70556e+25 -1.33708 4.40316 270.964 
-8.36208e-06 -1.67242e-06 2.68519e+25 -3.25364 5.38387 272.806 
-6.45075e-06 -1.67242e-06 2.68286e+25 -4.50975 3.45625 272.702 
-4.53942e-06 -1.67242e-06 2.69016e+25 -4.08442 3.58967 272.382 
-2.62808e-06 -1.67242e-06 2.69387e+25 -6.10146 2.38161 271.203 
-7.1675e-07 -1.67242e-06 2.69549e+25 -8.55524 1.66182 271.07 
-1.60074e-05 -1.19458e-06 2.6784e+25 0.818079 2.74177 272.217 
-1.40961e-05 -1.19458e-06 2.70415e+25 0.182356 1.60556 270.533 
-1.21847e-05 -1.19458e-06 2.69141e+25 -0.257821 4.39091 271.3 
-1.02734e-05 -1.19458e-06 2.70552e+25 -2.13845 4.79277 270.348 
-8.36208e-06 -1.19458e-06 2.68878e+25 -2.36103 5.91315 272.093 
-6.45075e-06 -1.19458e-06 2.69134e+25 -4.18465 3.36073 271.823 
-4.53942e-06 -1.19458e-06 2.6987e+25 -4.21011 3.40117 272.064 
-2.62808e-06 -1.19458e-06 2.69534e+25 -5.58341 3.41854 271.35 
-7.1675e-07 -1.19458e-06 2.6706e+25 -9.31549 1.94061 272.897 
-1.60074e-05 -7.1675e-07 2.68765e+25 -0.594712 2.73744 272.254 
-1.40961e-05 -7.1675e-07 2.69206e+25 0.100505 2.08043 271.571 
-1.21847e-05 -7.1675e-07 2.6967e+25 -0.879919 4.63615 271.343 
-1.02734e-05 -7.1675e-07 2.71694e+25 -2.58497 4.91557 269.596 
-8.36208e-06 -7.1675e-07 2.68673e+25 -1.9285 5.97007 272.327 
-6.45075e-06 -7.1675e-07 2.69232e+25 -2.90727 3.35841 272.079 
-4.53942e-06 -7.1675e-07 2.69326e+25 -4.55718 3.96673 271.331 
-2.62808e-06 -7.1675e-07 2.69556e+25 -5.91612 4.22481 271.727 
-7.1675e-07 -7.1675e-07 2.68168e+25 -8.59507 2.46094 272.282 
-1.60074e-05 -2.38917e-07 2.68484e+25 0.2709 2.42019 272.114 
-1.40961e-05 -2.38917e-07 2.69469e+25 -0.0109111 1.80412 271.722 
-1.21847e-05 -2.38917e-07 2.69706e+25 -1.11197 4.77927 270.972 
-1.02734e-05 -2.38917e-07 2.6927e+25 -2.28052 5.39371 271.393 
-8.36208e-06 -2.38917e-07 2.68148e+25 -1.03618 5.53747 272.089 
-6.45075e-06 -2.38917e-07 2.6863e+25 -2.26368 3.39402 272.185 
-4.53942e-06 -2.38917e-07 2.69448e+25 -4.4174 5.05463 271.621 
-2.62808e-06 -2.38917e-07 2.68394e+25 -5.94063 4.70694 272.251 
-7.1675e-07 -2.38917e-07 2.68648e+25 -8.50216 3.30812 272.279 
-1.55296e-05 -1.69631e-05 2.67645e+25 0.154104 -0.103048 273.121 
-1.36182e-05 -1.69631e-05 2.67246e+25 -0.382546 0.448072 273.431 
-1.17069e-05 -1.69631e-05 2.68822e+25 -0.0358203 -0.133005 272.566 
-9.79558e-06 -1.69631e-05 2.6767e+25 -0.144793 0.0437344 273.077 
-7.88425e-06 -1.69631e-05 2.67439e+25 -0.649455 -0.154641 273.487 
-5.97292e-06 -1.69631e-05 2.68038e+25 -0.478347 -0.0301387 273.145 
-4.06158e-06 -1.69631e-05 2.6826e+25 -0.4367 0.0140668 272.65 
-2.15025e-06 -1.69631e-05 2.68687e+25 -0.735777 0.0348079 272.508 
-2.38917e-07 -1.69631e-05 2.67974e+25 -0.170108 -0.0200379 272.278 
-1.55296e-05 -1.64852e-05 2.69792e+25 -0.0965672 -0.0805619 271.584 
-1.36182e-05 -1.64852e-05 2.69528e+25 -0.328281 0.869441 272.556 
-1.17069e-05 -1.64852e-05 2.67886e+25 -0.966536 0.126124 272.534 
-9.79558e-06 -1.64852e-05 2.6864e+25 -0.781225 0.22455 272.752 
-7.88425e-06 -1.64852e-05 2.68512e+25 -0.172768 -0.334169 272.695 
-5.97292e-06 -1.64852e-05 2.68759e+25 0.297411 0.00429848 272.382 
-4.06158e-06 -1.64852e-05 2.68855e+25 -0.510319 -0.476126 272.404 
-2.15025e-06 -1.64852e-05 2.68488e+25 -1.90261 0.0830345 273.143 
-2.38917e-07 -1.64852e-05 2.66915e+25 -0.401542 -0.495031 273.191 
-1.55296e-05 -1.60074e-05 2.68573e+25 -0.036873 -0.557381 271.963 
-1.36182e-05 -1.60074e-05 2.68672e+25 -0.0206744 1.06053 272.333 
-1.17069e-05 -1.60074e-05 2.688e+25 -1.65622 0.142321 272.598 
-9.79558e-06 -1.60074e-05 2.67884e+25 -0.461108 0.452898 273.265 
-7.88425e-06 -1.60074e-05 2.69112e+25 0.350181 -0.796907 272.489 
-5.97292e-06 -1.60074e-05 2.69065e+25 -0.139126 0.327774 272.072 
-4.06158e-06 -1.60074e-05 2.68638e+25 -0.180498 -1.08896 271.925 
-2.15025e-06 -1.60074e-05 2.68165e+25 -2.02943 0.475604 272.966 
-2.38917e-07 -1.60074e-05 2.66298e+25 -2.38101 -0.379841 274.377 
-1.55296e-05 -1.55296e-05 2.68861e+25 0.745277 -0.454816 271.97 
-1.36182e-05 -1.55296e-05 2.67103e+25 -0.0125979 1.27223 273.775 
-1.17069e-05 -1.55296e-05 2.68754e+25 -1.13408 -0.062018 272.721 
-9.79558e-06 -1.55296e-05 2.68142e+25 -0.822264 0.626947 273.234 
-7.88425e-06 -1.55296e-05 2.68252e+25 1.32806 -1.12016 272.044 
-5.97292e-06 -1.55296e-05 2.69087e+25 -1.68561 1.218 271.847 
-4.06158e-06 -1.55296e-05 2.69089e+25 -1.32603 -0.651676 271.718 
-2.15025e-06 -1.55296e-05 2.69669e+25 -1.45688 0.958957 272.138 
-2.38917e-07 -1.55296e-05 2.65439e+25 -2.57323 -0.0917618 274.241 
-1.55296e-05 -1.50517e-05 2.69506e+25 -0.00697603 -0.134153 272.175 
-1.36182e-05 -1.50517e-05 2.68057e+25 -0.17114 1.05352 273.051 
-1.17069e-05 -1.50517e-05 2.6875e+25 -0.83757 0.113278 272.259 
-9.79558e-06 -1.50517e-05 2.69193e+25 -0.926416 0.639879 271.643 
-7.88425e-06 -1.50517e-05 2.6895e+25 -0.375017 -1.61165 272.521 
-5.97292e-06 -1.50517e-05 2.6847e+25 -1.90107 1.45118 272.481 
-4.06158e-06 -1.50517e-05 2.69355e+25 -2.59321 -0.264897 272.306 
-2.15025e-06 -1.50517e-05 2.68375e+25 -0.993091 1.10549 272.521 
-2.38917e-07 -1.50517e-05 2.66159e+25 -2.33989 0.141415 274.563 
-1.55296e-05 -1.45739e-05 2.696e+25 0.393065 -0.167184 271.589 
-1.36182e-05 -1.45739e-05 2.68935e+25 -0.351135 1.05435 272.408 
-1.17069e-05 -1.45739e-05 2.69548e+25 -0.520513 -0.27746 272.681 
-9.79558e-06 -1.45739e-05 2.70108e+25 -0.933228 0.199918 271.215 
-7.88425e-06 -1.45739e-05 2.67936e+25 -2.59267 -1.14229 273.046 
-5.97292e-06 -1.45739e-05 2.69019e+25 -0.996062 1.2695 271.882 
-4.06158e-06 -1.45739e-05 2.69133e+25 -2.35843 -0.2117 272.441 
-2.15025e-06 -1.45739e-05 2.68141e+25 -1.20506 0.350413 273.388 
-2.38917e-07 -1.45739e-05 2.67581e+25 -1.60852 0.516245 274.453 
-1.55296e-05 -1.40961e-05 2.69492e+25 0.325068 -0.804655 271.996 
-1.36182e-05 -1.40961e-05 2.68462e+25 -0.739991 1.63161 272.227 
-1.17069e-05 -1.40961e-05 2.68493e+25 -0.143276 -0.625416 272.551 
-9.79558e-06 -1.40961e-05 2.69269e+25 -1.17023 0.421855 271.622 
-7.88425e-06 -1.40961e-05 2.67774e+25 -2.22667 -0.23729 273.242 
-5.97292e-06 -1.40961e-05 2.69613e+25 -1.61672 1.39541 271.187 
-4.06158e-06 -1.40961e-05 2.69209e+25 -1.02388 0.180046 271.88 
-2.15025e-06 -1.40961e-05 2.68397e+25 -0.701446 -0.0399613 272.888 
-2.38917e-07 -1.40961e-05 2.67636e+25 -1.35725 0.759385 272.924 
-1.55296e-05 -1.36182e-05 2.68696e+25 0.427953 -0.600257 272.21 
-1.36182e-05 -1.36182e-05 2.6982e+25 -0.39795 2.24615 270.971 
-1.17069e-05 -1.36182e-05 2.68164e+25 -0.772376 -0.968843 273.094 
-9.79558e-06 -1.36182e-05 2.69239e+25 -0.711766 0.341334 271.742 
-7.88425e-06 -1.36182e-05 2.68168e+25 -1.9558 0.484835 273.144 
-5.97292e-06 -1.36182e-05 2.68445e+25 -1.98105 1.38362 271.926 
-4.06158e-06 -1.36182e-05 2.68872e+25 -1.55489 0.242991 272.007 
-2.15025e-06 -1.36182e-05 2.67674e+25 -1.38441 -0.132011 274.055 
-2.38917e-07 -1.36182e-05 2.68567e+25 -1.95799 0.894064 272.458 
-1.55296e-05 -1.31404e-05 2.68879e+25 1.36803 0.0839029 271.981 
-1.36182e-05 -1.31404e-05 2.69249e+25 0.943028 2.21318 271.363 
-1.17069e-05 -1.31404e-05 2.67437e+25 -0.579611 -0.575377 273.309 
-9.79558e-06 -1.31404e-05 2.68754e+25 -1.08785 0.6236 272.109 
-7.88425e-06 -1.31404e-05 2.68051e+25 -2.33326 0.844025 272.333 
-5.97292e-06 -1.31404e-05 2.6933e+25 -2.51753 0.369678 271.8 
-4.06158e-06 -1.31404e-05 2.69257e+25 -2.05082 0.0955323 272.206 
-2.15025e-06 -1.31404e-05 2.69311e+25 -2.63492 -0.0146128 271.736 
-2.38917e-07 -1.31404e-05 2.68681e+25 -2.23114 0.365848 272.152 
-1.55296e-05 -1.26626e-05 2.69037e+25 0.600762 0.400327 272.222 
-1.36182e-05 -1.26626e-05 2.69771e+25 0.587123 2.013 271.277 
-1.17069e-05 -1.26626e-05 2.66992e+25 -0.0968841 -0.0308189 273.522 
-9.79558e-06 -1.26626e-05 2.68538e+25 -1.56469 0.884029 272.25 
-7.88425e-06 -1.26626e-05 2.68725e+25 -1.97016 1.13184 272.319 
-5.97292e-06 -1.26626e-05 2.68754e+25 -2.7936 0.0121237 272.034 
-4.06158e-06 -1.26626e-05 2.69216e+25 -2.57015 0.75126 271.842 
-2.15025e-06 -1.26626e-05 2.69591e+25 -2.67589 0.132705 271.038 
-2.38917e-07 -1.26626e-05 2.68924e+25 -2.47657 0.527182 271.924 
-1.55296e-05 -1.21847e-05 2.70695e+25 0.116434 0.475275 270.745 
-1.36182e-05 -1.21847e-05 2.70319e+25 0.456755 1.99444 270.993 
-1.17069e-05 -1.21847e-05 2.67304e+25 -0.63158 -0.268961 273.264 
-9.79558e-06 -1.21847e-05 2.68838e+25 -1.38569 0.766093 272.513 
-7.88425e-06 -1.21847e-05 2.68858e+25 -2.24752 0.858977 272.067 
-5.97292e-06 -1.21847e-05 2.68516e+25 -2.55737 -0.260616 272.538 
-4.06158e-06 -1.21847e-05 2.6853e+25 -2.46863 1.01883 272.565 
-2.15025e-06 -1.21847e-05 2.69557e+25 -2.7467 0.24291 271.93 
-2.38917e-07 -1.21847e-05 2.68751e+25 -2.09559 0.268783 271.777 
-1.55296e-05 -1.17069e-05 2.70361e+25 0.0691035 0.0655038 270.63 
-1.36182e-05 -1.17069e-05 2.6877e+25 0.239814 1.63814 271.662 
-1.17069e-05 -1.17069e-05 2.67275e+25 -0.619834 0.3259 273.86 
-9.79558e-06 -1.17069e-05 2.68855e+25 -2.17974 0.676832 272.327 
-7.88425e-06 -1.17069e-05 2.70061e+25 -2.32664 0.797063 271.379 
-5.97292e-06 -1.17069e-05 2.67976e+25 -1.99695 0.0363699 273.001 
-4.06158e-06 -1.17069e-05 2.69822e+25 -2.28826 0.893853 272.204 
-2.15025e-06 -1.17069e-05 2.68875e+25 -1.81914 0.178696 272.072 
-2.38917e-07 -1.17069e-05 2.69415e+25 -2.45678 -0.32061 271.297 
-1.55296e-05 -1.12291e-05 2.70165e+25 -0.414852 0.200869 270.199 
-1.36182e-05 -1.12291e-05 2.68995e+25 -0.414884 1.88272 271.889 
-1.17069e-05 -1.12291e-05 2.67367e+25 -1.58714 0.597095 273.394 
-9.79558e-06 -1.12291e-05 2.69052e+25 -2.14682 1.16163 272.608 
-7.88425e-06 -1.12291e-05 2.69888e+25 -2.10924 0.768111 271.747 
-5.97292e-06 -1.12291e-05 2.67878e+25 -1.40538 0.292705 273.108 
-4.06158e-06 -1.12291e-05 2.69604e+25 -2.37882 0.417717 271.807 
-2.15025e-06 -1.12291e-05 2.68662e+25 -1.67212 -0.0500911 272.452 
-2.38917e-07 -1.12291e-05 2.69131e+25 -2.69432 0.336874 271.294 
-1.55296e-05 -1.07512e-05 2.70427e+25 -2.07582 -0.189732 270.794 
-1.36182e-05 -1.07512e-05 2.69848e+25 -1.18779 2.10697 271.837 
-1.17069e-05 -1.07512e-05 2.67709e+25 -1.80436 1.23486 272.665 
-9.79558e-06 -1.07512e-05 2.67608e+25 -1.6737 1.54459 272.827 
-7.88425e-06 -1.07512e-05 2.68333e+25 -2.06355 0.752119 272.798 
-5.97292e-06 -1.07512e-05 2.68433e+25 -0.921832 0.769225 272.353 
-4.06158e-06 -1.07512e-05 2.69098e+25 -1.2897 -0.0849911 271.159 
-2.15025e-06 -1.07512e-05 2.69041e+25 -1.5316 0.527639 271.819 
-2.38917e-07 -1.07512e-05 2.67431e+25 -2.75969 0.826261 272.937 
-1.55296e-05 -1.02734e-05 2.69772e+25 -1.47695 -0.752414 271.093 
-1.36182e-05 -1.02734e-05 2.69186e+25 -2.10435 1.85268 272.324 
-1.17069e-05 -1.02734e-05 2.68236e+25 -2.69717 1.26351 272.989 
-9.79558e-06 -1.02734e-05 2.67551e+25 -1.95976 1.55071 273.283 
-7.88425e-06 -1.02734e-05 2.67751e+25 -1.9103 0.332636 273.058 
-5.97292e-06 -1.02734e-05 2.68826e+25 -1.58915 0.477969 272.148 
-4.06158e-06 -1.02734e-05 2.69762e+25 -1.10338 -0.222013 271.31 
-2.15025e-06 -1.02734e-05 2.69073e+25 -2.55455 0.436368 271.834 
-2.38917e-07 -1.02734e-05 2.67278e+25 -2.73679 0.927944 273.094 
-1.55296e-05 -9.79558e-06 2.68515e+25 -1.28304 -0.601362 271.813 
-1.36182e-05 -9.79558e-06 2.67798e+25 -2.91114 1.97822 273.673 
-1.17069e-05 -9.79558e-06 2.6828e+25 -1.72661 0.86923 272.741 
-9.79558e-06 -9.79558e-06 2.67756e+25 -1.66368 1.2748 273.388 
-7.88425e-06 -9.79558e-06 2.67966e+25 -0.990454 0.423537 272.581 
-5.97292e-06 -9.79558e-06 2.69661e+25 -0.561375 0.243174 271.91 
-4.06158e-06 -9.79558e-06 2.67968e+25 -1.84784 0.178677 272.471 
-2.15025e-06 -9.79558e-06 2.6932e+25 -3.20178 0.498295 271.705 
-2.38917e-07 -9.79558e-06 2.67936e+25 -3.83102 1.00228 272.256 
-1.55296e-05 -9.31775e-06 2.68033e+25 -0.494494 0.250772 272.949 
-1.36182e-05 -9.31775e-06 2.67878e+25 -2.61108 2.33198 273.163 
-1.17069e-05 -9.31775e-06 2.69208e+25 -1.03244 1.11884 272.18 
-9.79558e-06 -9.31775e-06 2.67766e+25 -1.53111 1.53671 273.084 
-7.88425e-06 -9.31775e-06 2.68348e+25 -0.714444 0.0711116 272.711 
-5.97292e-06 -9.31775e-06 2.69637e+25 0.452915 -0.0651768 271.025 
-4.06158e-06 -9.31775e-06 2.67946e+25 -2.2529 1.01127 273.204 
-2.15025e-06 -9.31775e-06 2.70576e+25 -3.23793 0.760438 271.333 
-2.38917e-07 -9.31775e-06 2.68489e+25 -3.80073 0.52083 272.248 
-1.55296e-05 -8.83992e-06 2.67655e+25 0.139118 0.446943 273.897 
-1.36182e-05 -8.83992e-06 2.68457e+25 -0.584516 2.84059 272.959 
-1.17069e-05 -8.83992e-06 2.70614e+25 -0.303248 0.750441 271.908 
-9.79558e-06 -8.83992e-06 2.66641e+25 -0.335909 1.63527 274.105 
-7.88425e-06 -8.83992e-06 2.69319e+25 -0.713261 -0.0508817 271.876 
-5.97292e-06 -8.83992e-06 2.70246e+25 -1.6254 -0.0309004 271.174 
-4.06158e-06 -8.83992e-06 2.68734e+25 -2.16934 1.89784 271.99 
-2.15025e-06 -8.83992e-06 2.69076e+25 -3.10172 1.54973 271.085 
-2.38917e-07 -8.83992e-06 2.69817e+25 -3.52248 0.311081 271.851 
-1.55296e-05 -8.36208e-06 2.67006e+25 0.623805 0.600148 273.313 
-1.36182e-05 -8.36208e-06 2.67661e+25 0.362898 3.2899 273.535 
-1.17069e-05 -8.36208e-06 2.69155e+25 -0.566589 0.578577 272.678 
-9.79558e-06 -8.36208e-06 2.68307e+25 0.134749 1.73321 273.152 
