TITLE = "cavity_20000"
VARIABLES = "X", "Y", "nrho", "U", "V","Temperature"
ZONE T="cavity", I=72, J=72, K=1, F=BLOCK
1.36182e-05 5.97292e-06 2.68841e+25 -2.89233 -13.3965 272.619 
1.55296e-05 5.97292e-06 2.68688e+25 -2.71049 -7.68424 272.158 
2.38917e-07 6.45075e-06 2.68355e+25 -3.0819 4.34511 272.386 
2.15025e-06 6.45075e-06 2.69239e+25 -4.58704 0.760694 271.099 
4.06158e-06 6.45075e-06 2.69765e+25 -4.36987 0.344278 271.644 
5.97292e-06 6.45075e-06 2.67432e+25 -3.35742 -4.77131 273.119 
7.88425e-06 6.45075e-06 2.68653e+25 -3.94955 -8.04543 271.972 
9.79558e-06 6.45075e-06 2.68334e+25 -4.55859 -10.86 272.335 
1.17069e-05 6.45075e-06 2.69582e+25 -4.34788 -13.7104 272.111 
1.36182e-05 6.45075e-06 2.6835e+25 -2.75149 -14.1652 272.984 
1.55296e-05 6.45075e-06 2.67674e+25 -1.20198 -8.32206 272.883 
2.38917e-07 6.92858e-06 2.68253e+25 -2.4143 5.30863 272.043 
2.15025e-06 6.92858e-06 2.68831e+25 -3.07073 0.847388 271.212 
4.06158e-06 6.92858e-06 2.68284e+25 -3.20856 -0.301101 272.61 
5.97292e-06 6.92858e-06 2.68096e+25 -2.04644 -4.39684 273.063 
7.88425e-06 6.92858e-06 2.68396e+25 -3.15606 -8.11804 272.133 
9.79558e-06 6.92858e-06 2.68778e+25 -4.35339 -10.5545 272.207 
1.17069e-05 6.92858e-06 2.69265e+25 -4.52408 -13.043 271.747 
1.36182e-05 6.92858e-06 2.69541e+25 -4.03967 -14.4673 272.491 
1.55296e-05 6.92858e-06 2.68251e+25 -0.693479 -9.35647 272.442 
2.38917e-07 7.40642e-06 2.68196e+25 -0.87768 5.79195 272.055 
2.15025e-06 7.40642e-06 2.69441e+25 -1.52006 0.434942 270.994 
4.06158e-06 7.40642e-06 2.68652e+25 -1.23487 -0.352573 272.497 
5.97292e-06 7.40642e-06 2.68298e+25 -1.18294 -4.66262 272.858 
7.88425e-06 7.40642e-06 2.69855e+25 -1.88289 -8.19925 270.837 
9.79558e-06 7.40642e-06 2.69326e+25 -3.74294 -10.1287 271.625 
1.17069e-05 7.40642e-06 2.69897e+25 -5.70758 -12.2813 271.414 
1.36182e-05 7.40642e-06 2.69635e+25 -3.96719 -14.9586 271.883 
1.55296e-05 7.40642e-06 2.68864e+25 -0.209172 -9.81473 272.218 
2.38917e-07 7.88425e-06 2.67933e+25 -1.35257 5.99164 271.873 
2.15025e-06 7.88425e-06 2.68008e+25 -0.404156 0.352732 271.749 
4.06158e-06 7.88425e-06 2.68348e+25 0.405837 0.086375 272.312 
5.97292e-06 7.88425e-06 2.68178e+25 -0.8935 -4.297 272.654 
7.88425e-06 7.88425e-06 2.69533e+25 -2.14499 -8.42301 271.283 
9.79558e-06 7.88425e-06 2.69886e+25 -3.21582 -9.91503 271.066 
1.17069e-05 7.88425e-06 2.68647e+25 -4.47781 -12.2042 272.257 
1.36182e-05 7.88425e-06 2.68247e+25 -3.76453 -15.6052 272.426 
1.55296e-05 7.88425e-06 2.69408e+25 -0.425768 -10.2801 272.287 
2.38917e-07 8.36208e-06 2.67347e+25 -0.82853 5.46982 272.021 
2.15025e-06 8.36208e-06 2.68132e+25 0.91385 0.615845 272.1 
4.06158e-06 8.36208e-06 2.70226e+25 1.27827 0.270244 271.45 
5.97292e-06 8.36208e-06 2.68296e+25 0.0887466 -4.2562 272.275 
7.88425e-06 8.36208e-06 2.6981e+25 -1.01379 -8.54098 270.914 
9.79558e-06 8.36208e-06 2.69449e+25 -2.57516 -9.39543 270.985 
1.17069e-05 8.36208e-06 2.68978e+25 -4.28238 -11.8805 271.509 
1.36182e-05 8.36208e-06 2.69077e+25 -3.44939 -16.5254 272.64 
1.55296e-05 8.36208e-06 2.68877e+25 -0.85557 -10.5364 272.907 
2.38917e-07 8.83992e-06 2.68582e+25 0.580417 5.09393 271.418 
2.15025e-06 8.83992e-06 2.68771e+25 1.82857 0.573756 271.881 
4.06158e-06 8.83992e-06 2.69737e+25 1.62811 0.478723 270.199 
5.97292e-06 8.83992e-06 2.69194e+25 1.22878 -3.94485 271.724 
7.88425e-06 8.83992e-06 2.69804e+25 -0.635546 -8.09717 270.866 
9.79558e-06 8.83992e-06 2.69917e+25 -1.72979 -9.44432 271.503 
1.17069e-05 8.83992e-06 2.6858e+25 -3.75876 -12.3044 272.229 
1.36182e-05 8.83992e-06 2.68341e+25 -3.29344 -17.392 273.117 
1.55296e-05 8.83992e-06 2.67944e+25 -1.22382 -11.368 272.541 
2.38917e-07 9.31775e-06 2.68779e+25 2.03842 4.362 271.402 
2.15025e-06 9.31775e-06 2.6936e+25 1.92769 0.459015 271.288 
4.06158e-06 9.31775e-06 2.68726e+25 1.97488 0.174844 271.779 
5.97292e-06 9.31775e-06 2.68962e+25 2.75921 -3.71777 271.737 
7.88425e-06 9.31775e-06 2.70027e+25 0.219633 -7.11511 270.872 
9.79558e-06 9.31775e-06 2.69612e+25 -2.44703 -9.31479 271.222 
1.17069e-05 9.31775e-06 2.69021e+25 -4.1621 -12.5392 271.966 
1.36182e-05 9.31775e-06 2.68513e+25 -3.90823 -17.7676 272.596 
1.55296e-05 9.31775e-06 2.70129e+25 -1.87548 -12.2864 271.957 
2.38917e-07 9.79558e-06 2.6862e+25 2.27973 3.94442 271.778 
2.15025e-06 9.79558e-06 2.69552e+25 3.36291 0.561686 271.424 
4.06158e-06 9.79558e-06 2.69045e+25 2.70892 -0.551684 271.76 
5.97292e-06 9.79558e-06 2.68482e+25 3.31456 -3.49462 271.782 
7.88425e-06 9.79558e-06 2.69659e+25 0.66442 -5.94559 270.686 
9.79558e-06 9.79558e-06 2.68415e+25 -0.789679 -9.03748 272.026 
1.17069e-05 9.79558e-06 2.69675e+25 -3.47084 -12.0676 271.419 
1.36182e-05 9.79558e-06 2.69085e+25 -5.12917 -17.6754 272.26 
1.55296e-05 9.79558e-06 2.69499e+25 -1.53879 -13.6778 272.015 
2.38917e-07 1.02734e-05 2.68358e+25 3.30997 3.75521 272.228 
2.15025e-06 1.02734e-05 2.69109e+25 3.71674 0.600103 271.381 
4.06158e-06 1.02734e-05 2.68023e+25 3.59326 -0.639488 272.021 
5.97292e-06 1.02734e-05 2.69503e+25 3.76316 -3.20906 271.148 
7.88425e-06 1.02734e-05 2.70662e+25 1.42499 -5.5271 270.4 
9.79558e-06 1.02734e-05 2.69429e+25 0.943913 -8.08724 271.561 
1.17069e-05 1.02734e-05 2.6932e+25 -2.62935 -10.919 272.085 
1.36182e-05 1.02734e-05 2.69146e+25 -5.0546 -17.5287 272.26 
1.55296e-05 1.02734e-05 2.68839e+25 -1.20194 -14.6287 272.854 
2.38917e-07 1.07512e-05 2.68554e+25 4.61529 3.61206 272.084 
2.15025e-06 1.07512e-05 2.68949e+25 4.37376 1.2498 271.396 
4.06158e-06 1.07512e-05 2.6823e+25 4.49762 -0.383635 272.382 
5.97292e-06 1.07512e-05 2.70941e+25 3.84849 -3.07429 270.378 
7.88425e-06 1.07512e-05 2.70674e+25 1.92322 -5.22613 270.091 
9.79558e-06 1.07512e-05 2.69863e+25 2.05136 -7.12976 271.181 
1.17069e-05 1.07512e-05 2.7029e+25 -1.54079 -10.2749 271.844 
1.36182e-05 1.07512e-05 2.68401e+25 -3.61333 -17.7081 272.631 
1.55296e-05 1.07512e-05 2.68663e+25 -2.25999 -15.4835 272.98 
2.38917e-07 1.12291e-05 2.68043e+25 5.68043 3.87482 272.886 
2.15025e-06 1.12291e-05 2.68968e+25 4.7088 1.23749 271.841 
4.06158e-06 1.12291e-05 2.68347e+25 6.81063 -0.28429 272.406 
5.97292e-06 1.12291e-05 2.70199e+25 4.15904 -1.96255 270.436 
7.88425e-06 1.12291e-05 2.70338e+25 2.66667 -4.97565 269.462 
9.79558e-06 1.12291e-05 2.70373e+25 1.75668 -6.75023 270.533 
1.17069e-05 1.12291e-05 2.69544e+25 -0.174416 -9.87472 271.624 
1.36182e-05 1.12291e-05 2.68878e+25 -2.00172 -17.5243 272.493 
1.55296e-05 1.12291e-05 2.69066e+25 -1.72472 -15.9742 273.144 
2.38917e-07 1.17069e-05 2.67331e+25 6.09145 4.03475 272.853 
2.15025e-06 1.17069e-05 2.68243e+25 6.56227 0.838846 272.001 
4.06158e-06 1.17069e-05 2.69248e+25 8.65056 -0.984879 271.666 
5.97292e-06 1.17069e-05 2.70532e+25 6.78914 -0.831333 270.347 
7.88425e-06 1.17069e-05 2.70701e+25 4.68201 -4.80199 269.812 
9.79558e-06 1.17069e-05 2.70675e+25 2.87907 -6.1022 270.758 
1.17069e-05 1.17069e-05 2.70007e+25 0.738318 -9.73193 271.216 
1.36182e-05 1.17069e-05 2.69007e+25 -1.31046 -17.3878 272.761 
1.55296e-05 1.17069e-05 2.69219e+25 -2.59518 -16.4985 272.009 
2.38917e-07 1.21847e-05 2.67538e+25 7.33104 3.6529 273.655 
2.15025e-06 1.21847e-05 2.69053e+25 9.2888 0.282217 272.087 
4.06158e-06 1.21847e-05 2.68703e+25 9.91887 -0.560462 272.008 
5.97292e-06 1.21847e-05 2.69288e+25 8.80001 -0.33943 271.428 
7.88425e-06 1.21847e-05 2.70846e+25 6.33651 -5.81852 270.256 
9.79558e-06 1.21847e-05 2.70443e+25 4.17367 -5.70205 270.945 
1.17069e-05 1.21847e-05 2.69274e+25 2.69052 -9.24658 271.621 
1.36182e-05 1.21847e-05 2.6746e+25 -0.379168 -16.5296 273.819 
1.55296e-05 1.21847e-05 2.69558e+25 -1.4899 -16.5921 272.175 
2.38917e-07 1.26626e-05 2.67491e+25 10.6475 3.40529 272.911 
2.15025e-06 1.26626e-05 2.69253e+25 11.6613 -0.0554128 271.561 
4.06158e-06 1.26626e-05 2.68343e+25 10.6247 -0.23881 272.122 
5.97292e-06 1.26626e-05 2.69312e+25 10.9829 -0.432322 271.839 
7.88425e-06 1.26626e-05 2.69684e+25 8.82707 -5.80125 270.758 
9.79558e-06 1.26626e-05 2.69731e+25 6.33319 -5.16805 271.187 
1.17069e-05 1.26626e-05 2.68805e+25 4.45948 -8.61775 272.106 
1.36182e-05 1.26626e-05 2.69933e+25 0.445741 -15.1246 272.571 
1.55296e-05 1.26626e-05 2.69979e+25 -1.19272 -16.6734 272.35 
2.38917e-07 1.31404e-05 2.67601e+25 12.7919 3.6543 272.98 
2.15025e-06 1.31404e-05 2.68959e+25 13.0676 -0.49913 271.034 
4.06158e-06 1.31404e-05 2.68611e+25 13.1625 -0.0695574 271.767 
5.97292e-06 1.31404e-05 2.69404e+25 13.5544 -0.621333 271.964 
7.88425e-06 1.31404e-05 2.70408e+25 11.7353 -4.85369 270.938 
9.79558e-06 1.31404e-05 2.6968e+25 8.8887 -4.51013 271.596 
1.17069e-05 1.31404e-05 2.6758e+25 6.09126 -7.41604 273.55 
1.36182e-05 1.31404e-05 2.69073e+25 1.80461 -13.7201 272.715 
1.55296e-05 1.31404e-05 2.70746e+25 -0.858789 -17.3699 271.658 
2.38917e-07 1.36182e-05 2.6799e+25 14.7641 3.17995 272.283 
2.15025e-06 1.36182e-05 2.68816e+25 15.8918 -0.361538 271.721 
4.06158e-06 1.36182e-05 2.69071e+25 15.8342 0.0828976 271.158 
5.97292e-06 1.36182e-05 2.69464e+25 15.0702 -0.49561 271.812 
7.88425e-06 1.36182e-05 2.7044e+25 14.3644 -4.19141 270.788 
9.79558e-06 1.36182e-05 2.69365e+25 10.4731 -3.77646 272.437 
1.17069e-05 1.36182e-05 2.67419e+25 7.89351 -6.41638 274.786 
1.36182e-05 1.36182e-05 2.70174e+25 2.0623 -12.3723 272.381 
1.55296e-05 1.36182e-05 2.71053e+25 -2.33986 -18.0071 272.286 
2.38917e-07 1.40961e-05 2.67431e+25 15.8711 2.24912 272.76 
2.15025e-06 1.40961e-05 2.68531e+25 17.9294 -0.576505 271.475 
4.06158e-06 1.40961e-05 2.6852e+25 17.8117 -0.17999 271.829 
5.97292e-06 1.40961e-05 2.70248e+25 16.8306 0.0234377 270.797 
7.88425e-06 1.40961e-05 2.70584e+25 15.7576 -3.19208 270.989 
9.79558e-06 1.40961e-05 2.69813e+25 13.3407 -2.69336 271.897 
1.17069e-05 1.40961e-05 2.6771e+25 9.40157 -5.70815 274.518 
1.36182e-05 1.40961e-05 2.70431e+25 3.12281 -11.077 272.408 
1.55296e-05 1.40961e-05 2.72171e+25 -1.953 -17.4274 271.471 
2.38917e-07 1.45739e-05 2.69132e+25 17.5491 1.62409 272.232 
2.15025e-06 1.45739e-05 2.67989e+25 20.2695 -0.868503 272.167 
4.06158e-06 1.45739e-05 2.69284e+25 18.9928 0.150594 271.655 
5.97292e-06 1.45739e-05 2.69478e+25 18.713 -0.207989 270.996 
7.88425e-06 1.45739e-05 2.69963e+25 17.8167 -1.89083 271.06 
9.79558e-06 1.45739e-05 2.70398e+25 16.2436 -2.28665 271.483 
1.17069e-05 1.45739e-05 2.68467e+25 12.0066 -4.44695 273.263 
1.36182e-05 1.45739e-05 2.70427e+25 5.24092 -9.29058 271.972 
1.55296e-05 1.45739e-05 2.71888e+25 -1.01866 -16.7004 271.779 
2.38917e-07 1.50518e-05 2.68033e+25 20.9628 0.832431 272.984 
2.15025e-06 1.50518e-05 2.67964e+25 22.8316 -0.835341 272.862 
4.06158e-06 1.50518e-05 2.69315e+25 21.1308 1.03139 271.672 
5.97292e-06 1.50518e-05 2.68975e+25 21.0183 -0.385123 271.024 
7.88425e-06 1.50518e-05 2.69833e+25 19.6268 -1.10313 271.421 
9.79558e-06 1.50518e-05 2.69026e+25 18.8681 -2.1201 272.096 
1.17069e-05 1.50518e-05 2.68585e+25 14.8453 -2.91149 272.875 
1.36182e-05 1.50518e-05 2.69881e+25 8.43109 -7.32141 272.068 
1.55296e-05 1.50518e-05 2.72002e+25 -0.0371098 -15.5269 271.423 
2.38917e-07 1.55296e-05 2.65831e+25 24.3087 0.0567008 273.653 
2.15025e-06 1.55296e-05 2.67861e+25 24.9391 -1.01774 272.843 
4.06158e-06 1.55296e-05 2.69046e+25 23.9662 1.31547 271.866 
5.97292e-06 1.55296e-05 2.68106e+25 23.6197 -0.431635 271.927 
7.88425e-06 1.55296e-05 2.6973e+25 22.9985 -0.234964 271.496 
9.79558e-06 1.55296e-05 2.68632e+25 21.1012 -1.68412 272.737 
1.17069e-05 1.55296e-05 2.69273e+25 18.5202 -1.80966 272.548 
1.36182e-05 1.55296e-05 2.69302e+25 12.8006 -4.77348 272.863 
1.55296e-05 1.55296e-05 2.71956e+25 1.64454 -13.3602 272.214 
2.38917e-07 1.60074e-05 2.68039e+25 26.9439 -0.290786 272.032 
2.15025e-06 1.60074e-05 2.67147e+25 26.1758 -0.87209 273.677 
4.06158e-06 1.60074e-05 2.68187e+25 26.8461 1.88395 272.674 
5.97292e-06 1.60074e-05 2.69256e+25 27.1237 -0.588255 272.478 
7.88425e-06 1.60074e-05 2.69299e+25 26.5157 0.177102 271.968 
9.79558e-06 1.60074e-05 2.69086e+25 24.4558 -1.50661 272.321 
1.17069e-05 1.60074e-05 2.6939e+25 22.1083 -0.828111 272.784 
1.36182e-05 1.60074e-05 2.69799e+25 17.6305 -2.81096 272.134 
1.55296e-05 1.60074e-05 2.71655e+25 5.46486 -9.91042 272.878 
2.38917e-07 1.64852e-05 2.68663e+25 29.5941 -0.338249 271.731 
2.15025e-06 1.64852e-05 2.66569e+25 28.8797 -0.541171 273.304 
4.06158e-06 1.64852e-05 2.68197e+25 30.025 1.309 273.015 
5.97292e-06 1.64852e-05 2.67218e+25 30.5255 -0.786272 273.416 
7.88425e-06 1.64852e-05 2.69615e+25 30.231 -0.294253 272.396 
9.79558e-06 1.64852e-05 2.68361e+25 27.4785 -0.576106 273.142 
1.17069e-05 1.64852e-05 2.68473e+25 27.2022 -0.306611 273.219 
1.36182e-05 1.64852e-05 2.69946e+25 23.6582 -1.37006 273.039 
1.55296e-05 1.64852e-05 2.72433e+25 11.6694 -5.80107 273.016 
2.38917e-07 1.69631e-05 2.68308e+25 33.2115 -0.402044 272.251 
2.15025e-06 1.69631e-05 2.67377e+25 32.7149 -0.403802 272.756 
4.06158e-06 1.69631e-05 2.68497e+25 32.4096 0.342648 273.233 
5.97292e-06 1.69631e-05 2.67578e+25 32.4407 -0.315425 273.06 
7.88425e-06 1.69631e-05 2.68744e+25 32.5989 -0.131823 273.071 
9.79558e-06 1.69631e-05 2.68375e+25 32.1875 -0.0619342 272.742 
1.17069e-05 1.69631e-05 2.68579e+25 31.5502 0.0193226 273.351 
1.36182e-05 1.69631e-05 2.69209e+25 29.9775 -0.384733 273.271 
1.55296e-05 1.69631e-05 2.70883e+25 23.9076 -1.52265 273.676 
7.1675e-07 2.38917e-07 2.68008e+25 -8.13095 2.23028 272.326 
2.62808e-06 2.38917e-07 2.6841e+25 -8.80504 -0.22947 271.936 
4.53942e-06 2.38917e-07 2.68008e+25 -8.53832 -1.7023 272.258 
6.45075e-06 2.38917e-07 2.67798e+25 -7.33911 -3.10135 272.537 
8.36208e-06 2.38917e-07 2.69906e+25 -6.83949 -8.10826 271.347 
1.02734e-05 2.38917e-07 2.68709e+25 -5.86385 -9.14498 271.789 
1.21847e-05 2.38917e-07 2.68904e+25 -5.43187 -10.4579 271.8 
1.40961e-05 2.38917e-07 2.69323e+25 -1.6251 -6.9121 270.993 
1.60074e-05 2.38917e-07 2.68448e+25 -0.450479 -2.73516 272.346 
7.1675e-07 7.1675e-07 2.67884e+25 -6.51561 2.54688 272.513 
2.62808e-06 7.1675e-07 2.67532e+25 -8.3747 -0.330069 272.67 
4.53942e-06 7.1675e-07 2.69315e+25 -8.89264 -2.07819 271.828 
6.45075e-06 7.1675e-07 2.68129e+25 -7.92979 -2.98493 272.584 
8.36208e-06 7.1675e-07 2.6878e+25 -5.9384 -8.56678 271.743 
1.02734e-05 7.1675e-07 2.68696e+25 -5.89841 -9.35512 271.985 
1.21847e-05 7.1675e-07 2.691e+25 -5.30518 -11.2027 271.496 
1.40961e-05 7.1675e-07 2.69832e+25 -2.52417 -7.36979 271.529 
1.60074e-05 7.1675e-07 2.68182e+25 0.13333 -3.4303 272.986 
7.1675e-07 1.19458e-06 2.6867e+25 -5.86857 2.4623 272.239 
2.62808e-06 1.19458e-06 2.68111e+25 -7.29382 0.424127 273.113 
4.53942e-06 1.19458e-06 2.68789e+25 -8.04251 -2.13836 272.387 
6.45075e-06 1.19458e-06 2.69178e+25 -8.01268 -2.99643 272.023 
8.36208e-06 1.19458e-06 2.69299e+25 -5.55357 -8.6844 271.459 
1.02734e-05 1.19458e-06 2.69211e+25 -6.33541 -8.72559 272.132 
1.21847e-05 1.19458e-06 2.69353e+25 -4.07978 -12.113 271.791 
1.40961e-05 1.19458e-06 2.69149e+25 -3.3719 -8.20312 272.222 
1.60074e-05 1.19458e-06 2.69398e+25 -0.944808 -3.87011 272.261 
7.1675e-07 1.67242e-06 2.68468e+25 -5.75319 2.66422 272.155 
2.62808e-06 1.67242e-06 2.69202e+25 -7.06655 0.428574 271.837 
4.53942e-06 1.67242e-06 2.68023e+25 -7.47799 -1.10207 272.059 
6.45075e-06 1.67242e-06 2.68917e+25 -7.1356 -3.41198 272.695 
8.36208e-06 1.67242e-06 2.69067e+25 -6.20482 -7.94224 271.684 
1.02734e-05 1.67242e-06 2.68561e+25 -6.01052 -9.06225 272.315 
1.21847e-05 1.67242e-06 2.6931e+25 -3.62257 -12.3912 271.714 
1.40961e-05 1.67242e-06 2.67681e+25 -2.54091 -8.77888 272.347 
1.60074e-05 1.67242e-06 2.67863e+25 0.202675 -4.19767 273.226 
7.1675e-07 2.15025e-06 2.68773e+25 -6.06045 3.30897 271.513 
2.62808e-06 2.15025e-06 2.69667e+25 -7.54762 0.472202 271.914 
4.53942e-06 2.15025e-06 2.6947e+25 -8.07324 -0.970497 271.575 
6.45075e-06 2.15025e-06 2.68143e+25 -6.18706 -3.3847 273.024 
8.36208e-06 2.15025e-06 2.69059e+25 -6.04301 -7.99933 271.611 
1.02734e-05 2.15025e-06 2.68435e+25 -5.11221 -9.20142 272.261 
1.21847e-05 2.15025e-06 2.68689e+25 -3.95857 -12.3252 272.019 
1.40961e-05 2.15025e-06 2.68902e+25 -1.20381 -8.55635 272.235 
1.60074e-05 2.15025e-06 2.66965e+25 -0.157708 -4.30485 273.466 
7.1675e-07 2.62808e-06 2.68987e+25 -6.66732 3.16285 271.289 
2.62808e-06 2.62808e-06 2.68553e+25 -6.15388 0.0472371 271.885 
4.53942e-06 2.62808e-06 2.68757e+25 -7.03227 -1.65684 272.196 
6.45075e-06 2.62808e-06 2.68019e+25 -6.24593 -3.94084 273.026 
8.36208e-06 2.62808e-06 2.68687e+25 -6.2623 -7.80102 271.794 
1.02734e-05 2.62808e-06 2.6775e+25 -4.10802 -10.0065 272.359 
1.21847e-05 2.62808e-06 2.68992e+25 -2.7052 -12.8258 271.453 
1.40961e-05 2.62808e-06 2.68998e+25 -1.24917 -8.81727 271.796 
1.60074e-05 2.62808e-06 2.67775e+25 -1.15756 -4.26245 272.692 
7.1675e-07 3.10592e-06 2.69598e+25 -7.10171 3.20059 271.253 
2.62808e-06 3.10592e-06 2.69343e+25 -6.39686 -0.154401 272.023 
4.53942e-06 3.10592e-06 2.677e+25 -7.50482 -1.92336 272.194 
6.45075e-06 3.10592e-06 2.68019e+25 -6.66332 -4.56517 273.305 
8.36208e-06 3.10592e-06 2.68985e+25 -5.00437 -8.15441 271.881 
1.02734e-05 3.10592e-06 2.68766e+25 -3.98993 -10.8437 272.263 
1.21847e-05 3.10592e-06 2.68901e+25 -2.69639 -12.8279 272.307 
1.40961e-05 3.10592e-06 2.71023e+25 -2.11727 -9.59788 270.778 
1.60074e-05 3.10592e-06 2.68009e+25 -0.515053 -4.20179 272.7 
7.1675e-07 3.58375e-06 2.69188e+25 -6.98107 3.38547 271.413 
2.62808e-06 3.58375e-06 2.68836e+25 -5.8858 0.315026 272.331 
4.53942e-06 3.58375e-06 2.68415e+25 -6.88074 -1.60954 272.763 
6.45075e-06 3.58375e-06 2.6836e+25 -6.84057 -5.54132 272.765 
8.36208e-06 3.58375e-06 2.68615e+25 -4.92608 -9.48028 271.767 
1.02734e-05 3.58375e-06 2.69346e+25 -4.03453 -11.0447 272.243 
1.21847e-05 3.58375e-06 2.68409e+25 -3.74694 -13.4466 272.417 
1.40961e-05 3.58375e-06 2.69456e+25 -1.80528 -10.7433 271.726 
1.60074e-05 3.58375e-06 2.68431e+25 -0.170539 -4.23792 272.642 
7.1675e-07 4.06158e-06 2.69243e+25 -6.27659 3.63077 271.458 
2.62808e-06 4.06158e-06 2.69242e+25 -5.64288 0.136858 271.66 
4.53942e-06 4.06158e-06 2.67532e+25 -7.41672 -0.930064 272.431 
6.45075e-06 4.06158e-06 2.68999e+25 -6.31528 -6.19509 271.786 
8.36208e-06 4.06158e-06 2.69739e+25 -5.98769 -9.97967 271.386 
1.02734e-05 4.06158e-06 2.694e+25 -4.43321 -11.0443 271.669 
1.21847e-05 4.06158e-06 2.69568e+25 -3.85117 -13.781 271.864 
1.40961e-05 4.06158e-06 2.69078e+25 -2.68613 -11.3596 271.48 
1.60074e-05 4.06158e-06 2.6854e+25 0.051691 -4.26043 272.185 
7.1675e-07 4.53942e-06 2.69074e+25 -5.30331 3.49712 271.598 
2.62808e-06 4.53942e-06 2.69296e+25 -5.10869 0.475736 271.487 
4.53942e-06 4.53942e-06 2.69939e+25 -6.51871 -1.00465 270.926 
6.45075e-06 4.53942e-06 2.69193e+25 -6.67984 -6.31177 271.882 
8.36208e-06 4.53942e-06 2.68716e+25 -5.22572 -10.1539 271.424 
1.02734e-05 4.53942e-06 2.69819e+25 -4.46815 -10.7651 271.404 
1.21847e-05 4.53942e-06 2.70456e+25 -3.94203 -13.9385 270.656 
1.40961e-05 4.53942e-06 2.70151e+25 -2.56174 -11.8481 271.202 
1.60074e-05 4.53942e-06 2.6978e+25 -0.0929627 -4.17004 271.242 
7.1675e-07 5.01725e-06 2.69397e+25 -4.94373 3.07039 271.019 
2.62808e-06 5.01725e-06 2.69278e+25 -4.69312 1.08536 271.955 
4.53942e-06 5.01725e-06 2.69531e+25 -5.44011 -0.637538 271.471 
6.45075e-06 5.01725e-06 2.68578e+25 -6.58956 -6.53713 272.189 
8.36208e-06 5.01725e-06 2.69252e+25 -5.13706 -9.68462 271.681 
1.02734e-05 5.01725e-06 2.69241e+25 -4.67699 -10.6466 271.827 
1.21847e-05 5.01725e-06 2.70241e+25 -3.31769 -13.9387 271.056 
1.40961e-05 5.01725e-06 2.70452e+25 -2.54134 -12.4658 271.056 
1.60074e-05 5.01725e-06 2.68616e+25 -1.0467 -4.85401 272.134 
7.1675e-07 5.49508e-06 2.69092e+25 -4.65758 2.71332 272.25 
2.62808e-06 5.49508e-06 2.69074e+25 -5.38177 0.427202 271.615 
4.53942e-06 5.49508e-06 2.68323e+25 -4.88605 -0.567136 272.126 
6.45075e-06 5.49508e-06 2.69257e+25 -5.49296 -6.54061 270.837 
8.36208e-06 5.49508e-06 2.68169e+25 -5.068 -9.47805 272.845 
1.02734e-05 5.49508e-06 2.69191e+25 -4.29648 -11.2134 272.287 
1.21847e-05 5.49508e-06 2.69143e+25 -3.14473 -13.8066 271.332 
1.40961e-05 5.49508e-06 2.69551e+25 -3.10645 -12.7721 271.397 
1.60074e-05 5.49508e-06 2.69653e+25 -2.15179 -5.53276 272.293 
7.1675e-07 5.97292e-06 2.6764e+25 -4.73682 2.62083 272.636 
2.62808e-06 5.97292e-06 2.69128e+25 -5.14586 0.0918603 271.565 
4.53942e-06 5.97292e-06 2.67876e+25 -4.58106 -0.510501 272.483 
6.45075e-06 5.97292e-06 2.69342e+25 -4.13152 -6.73314 271.113 
8.36208e-06 5.97292e-06 2.68941e+25 -4.1196 -8.98118 272.627 
1.02734e-05 5.97292e-06 2.68759e+25 -3.97537 -11.6393 272.22 
1.21847e-05 5.97292e-06 2.68812e+25 -3.61177 -13.9543 271.157 
1.40961e-05 5.97292e-06 2.68252e+25 -2.34622 -12.9854 273.074 
1.60074e-05 5.97292e-06 2.69776e+25 -1.63832 -6.53928 272.147 
7.1675e-07 6.45075e-06 2.69404e+25 -4.17458 3.53642 271.018 
2.62808e-06 6.45075e-06 2.68974e+25 -4.59852 0.367026 270.992 
4.53942e-06 6.45075e-06 2.68177e+25 -3.42012 -0.9516 272.624 
6.45075e-06 6.45075e-06 2.6902e+25 -3.93231 -6.83027 272.138 
8.36208e-06 6.45075e-06 2.68539e+25 -3.98377 -8.35587 272.059 
1.02734e-05 6.45075e-06 2.6845e+25 -4.66825 -11.6807 271.984 
1.21847e-05 6.45075e-06 2.68612e+25 -4.83768 -13.9036 271.945 
1.40961e-05 6.45075e-06 2.67889e+25 -2.34408 -13.1471 272.912 
1.60074e-05 6.45075e-06 2.68721e+25 -0.137003 -7.87164 272.095 
7.1675e-07 6.92858e-06 2.69527e+25 -2.74036 4.14985 271.426 
2.62808e-06 6.92858e-06 2.69709e+25 -2.91188 0.728089 270.549 
4.53942e-06 6.92858e-06 2.67879e+25 -3.20934 -1.29778 272.498 
6.45075e-06 6.92858e-06 2.67459e+25 -2.06686 -6.83687 273.318 
8.36208e-06 6.92858e-06 2.68846e+25 -3.15273 -8.29076 271.898 
1.02734e-05 6.92858e-06 2.68503e+25 -4.45565 -12.1389 272.626 
1.21847e-05 6.92858e-06 2.69928e+25 -5.21089 -13.5402 271.415 
1.40961e-05 6.92858e-06 2.70227e+25 -3.62137 -13.5545 272.145 
1.60074e-05 6.92858e-06 2.68963e+25 -0.30501 -7.94395 272.543 
7.1675e-07 7.40642e-06 2.68197e+25 -1.289 4.52996 272.323 
