ITEM: TIMESTEP
1000000
ITEM: NUMBER OF CELLS
5184
ITEM: BOX BOUNDS ss ss pp
-1.7202e-05 1.7202e-05
-1.7202e-05 1.7202e-05
-0.5 0.5
ITEM: CELLS xc yc f_1[1] f_1[2] f_1[3] f_1[4] 
-1.69631e-05 -1.69631e-05 2.68667e+25 -0.0119522 0.0135966 272.915 
-1.50517e-05 -1.69631e-05 2.6883e+25 0.0701393 0.029986 272.813 
-1.31404e-05 -1.69631e-05 2.68767e+25 -0.0423373 -0.00586315 272.82 
-1.12291e-05 -1.69631e-05 2.68804e+25 -0.0331752 -0.0406037 272.786 
-9.31775e-06 -1.69631e-05 2.68708e+25 0.0259136 0.0163115 272.894 
-7.40642e-06 -1.69631e-05 2.68876e+25 -0.119348 0.037622 272.736 
-5.49508e-06 -1.69631e-05 2.68749e+25 -0.111902 -0.0248321 272.831 
-3.58375e-06 -1.69631e-05 2.68851e+25 -0.275173 0.0238687 272.749 
-1.67242e-06 -1.69631e-05 2.6881e+25 -0.148599 0.00501437 272.795 
-1.69631e-05 -1.64852e-05 2.68801e+25 0.0156034 0.0286568 272.822 
-1.50517e-05 -1.64852e-05 2.68892e+25 0.0870831 -0.0212712 272.671 
-1.31404e-05 -1.64852e-05 2.68949e+25 0.0317426 -0.0134741 272.68 
-1.12291e-05 -1.64852e-05 2.68988e+25 -0.0817425 -0.0548804 272.597 
-9.31775e-06 -1.64852e-05 2.68916e+25 -0.192976 -0.00313706 272.652 
-7.40642e-06 -1.64852e-05 2.69004e+25 -0.265538 0.0608962 272.622 
-5.49508e-06 -1.64852e-05 2.68944e+25 -0.437265 -0.0122354 272.624 
-3.58375e-06 -1.64852e-05 2.68957e+25 -0.531289 0.0688765 272.613 
-1.67242e-06 -1.64852e-05 2.68853e+25 -0.590889 0.0433583 272.728 
-1.69631e-05 -1.60074e-05 2.68776e+25 -0.00742637 -0.00166441 272.878 
-1.50517e-05 -1.60074e-05 2.68977e+25 0.0804592 -0.0360082 272.591 
-1.31404e-05 -1.60074e-05 2.68975e+25 0.143509 0.00714178 272.585 
-1.12291e-05 -1.60074e-05 2.69088e+25 -0.237499 0.0274931 272.47 
-9.31775e-06 -1.60074e-05 2.68963e+25 -0.333773 0.0539267 272.573 
-7.40642e-06 -1.60074e-05 2.69042e+25 -0.523605 0.0834073 272.52 
-5.49508e-06 -1.60074e-05 2.69035e+25 -0.719599 0.00137339 272.554 
-3.58375e-06 -1.60074e-05 2.68891e+25 -0.749445 0.0397839 272.666 
-1.67242e-06 -1.60074e-05 2.68915e+25 -0.821021 0.00597313 272.647 
-1.69631e-05 -1.55296e-05 2.68743e+25 -0.0147367 0.0353736 272.865 
-1.50517e-05 -1.55296e-05 2.6911e+25 0.026757 -0.118271 272.501 
