ITEM: TIMESTEP
1100000
ITEM: NUMBER OF CELLS
5184
ITEM: BOX BOUNDS ss ss pp
-1.7202e-05 1.7202e-05
-1.7202e-05 1.7202e-05
-0.5 0.5
ITEM: CELLS xc yc f_1[1] f_1[2] f_1[3] f_1[4] 
-1.69631e-05 -1.69631e-05 2.68649e+25 -0.0198072 0.0214032 272.918 
-1.50517e-05 -1.69631e-05 2.68852e+25 0.0643614 0.0269129 272.792 
-1.31404e-05 -1.69631e-05 2.68756e+25 -0.00431486 -0.00427877 272.831 
-1.12291e-05 -1.69631e-05 2.6879e+25 -0.0313015 -0.0229921 272.78 
-9.31775e-06 -1.69631e-05 2.68678e+25 0.0116581 0.017444 272.906 
-7.40642e-06 -1.69631e-05 2.68849e+25 -0.10551 0.0328607 272.761 
-5.49508e-06 -1.69631e-05 2.6878e+25 -0.11455 -0.0217962 272.819 
-3.58375e-06 -1.69631e-05 2.68841e+25 -0.255184 0.0266142 272.757 
-1.67242e-06 -1.69631e-05 2.68801e+25 -0.122388 0.00161081 272.802 
-1.69631e-05 -1.64852e-05 2.68809e+25 0.0172877 0.038259 272.801 
-1.50517e-05 -1.64852e-05 2.68918e+25 0.105126 -0.0421733 272.649 
-1.31404e-05 -1.64852e-05 2.68947e+25 0.0476562 -0.00765712 272.67 
-1.12291e-05 -1.64852e-05 2.68986e+25 -0.0812308 -0.021786 272.589 
-9.31775e-06 -1.64852e-05 2.68884e+25 -0.192526 -0.0115464 272.692 
-7.40642e-06 -1.64852e-05 2.68987e+25 -0.294506 0.0543129 272.628 
-5.49508e-06 -1.64852e-05 2.68943e+25 -0.427796 -0.0314535 272.613 
-3.58375e-06 -1.64852e-05 2.68964e+25 -0.504532 0.0483662 272.605 
-1.67242e-06 -1.64852e-05 2.68839e+25 -0.567589 0.0329375 272.743 
-1.69631e-05 -1.60074e-05 2.68818e+25 -0.00818524 0.00549785 272.833 
-1.50517e-05 -1.60074e-05 2.68982e+25 0.0893665 -0.0585021 272.593 
-1.31404e-05 -1.60074e-05 2.68977e+25 0.125872 0.00928531 272.583 
-1.12291e-05 -1.60074e-05 2.69057e+25 -0.215714 0.0497111 272.509 
-9.31775e-06 -1.60074e-05 2.68951e+25 -0.321566 0.0620508 272.594 
-7.40642e-06 -1.60074e-05 2.69034e+25 -0.543901 0.0850748 272.542 
-5.49508e-06 -1.60074e-05 2.69053e+25 -0.735172 -0.028282 272.53 
-3.58375e-06 -1.60074e-05 2.68934e+25 -0.738651 0.0183939 272.628 
-1.67242e-06 -1.60074e-05 2.68886e+25 -0.815384 -0.00644723 272.673 
-1.69631e-05 -1.55296e-05 2.68768e+25 -0.000420519 0.0266922 272.841 
-1.50517e-05 -1.55296e-05 2.69108e+25 0.0312692 -0.12315 272.511 
