ITEM: TIMESTEP
320000
ITEM: NUMBER OF CELLS
5184
ITEM: BOX BOUNDS ss ss pp
-1.7202e-05 1.7202e-05
-1.7202e-05 1.7202e-05
-0.5 0.5
ITEM: CELLS xc yc f_1[1] f_1[2] f_1[3] f_1[4] 
-1.69631e-05 -1.69631e-05 2.68214e+25 0.0338243 -0.0426508 272.945 
-1.50517e-05 -1.69631e-05 2.68328e+25 -0.0286067 0.0150729 272.869 
-1.31404e-05 -1.69631e-05 2.68357e+25 -0.0214834 0.0286657 272.836 
-1.12291e-05 -1.69631e-05 2.68566e+25 -0.150744 0.047089 272.676 
-9.31775e-06 -1.69631e-05 2.68539e+25 -0.17284 -0.0168099 272.74 
-7.40642e-06 -1.69631e-05 2.68485e+25 -0.0116722 -0.0226931 272.803 
-5.49508e-06 -1.69631e-05 2.68364e+25 -0.216862 0.0413417 272.935 
-3.58375e-06 -1.69631e-05 2.68499e+25 -0.0708045 -0.00830843 272.968 
-1.67242e-06 -1.69631e-05 2.68361e+25 -0.185719 0.0359827 272.851 
-1.69631e-05 -1.64852e-05 2.68411e+25 0.0337671 -0.0756467 272.815 
-1.50517e-05 -1.64852e-05 2.68853e+25 -0.0439092 0.00162542 272.446 
-1.31404e-05 -1.64852e-05 2.68689e+25 -0.0841238 0.066548 272.476 
-1.12291e-05 -1.64852e-05 2.68675e+25 -0.0335789 0.00118205 272.51 
-9.31775e-06 -1.64852e-05 2.68754e+25 -0.271241 -0.0538885 272.561 
-7.40642e-06 -1.64852e-05 2.6891e+25 -0.136408 -0.130709 272.336 
-5.49508e-06 -1.64852e-05 2.68609e+25 -0.284855 0.145436 272.466 
-3.58375e-06 -1.64852e-05 2.6866e+25 -0.251692 0.0455375 272.62 
-1.67242e-06 -1.64852e-05 2.68549e+25 -0.261094 0.0737327 272.742 
-1.69631e-05 -1.60074e-05 2.68572e+25 -0.0276495 -0.089373 272.741 
-1.50517e-05 -1.60074e-05 2.6891e+25 -0.0702267 0.141823 272.414 
-1.31404e-05 -1.60074e-05 2.69006e+25 -0.20467 0.141073 272.328 
-1.12291e-05 -1.60074e-05 2.68916e+25 -0.00853215 -0.113038 272.397 
-9.31775e-06 -1.60074e-05 2.68898e+25 -0.255667 -0.0819625 272.345 
-7.40642e-06 -1.60074e-05 2.69093e+25 -0.359298 -0.145264 272.129 
-5.49508e-06 -1.60074e-05 2.69101e+25 -0.538457 0.165187 272.148 
-3.58375e-06 -1.60074e-05 2.68816e+25 -0.473431 -0.00914694 272.45 
-1.67242e-06 -1.60074e-05 2.68515e+25 -0.485426 0.0371939 272.713 
-1.69631e-05 -1.55296e-05 2.68504e+25 -0.0420053 -0.0340119 272.772 
-1.50517e-05 -1.55296e-05 2.69197e+25 -0.112282 0.263228 272.195 
