TITLE = "cavity_20000"
VARIABLES = "X", "Y", "nrho", "U", "V","Temperature"
-1.6963e-05,2.3892e-07,2.6798e+25,0.060392,0.45352,273.13
-1.6963e-05,7.1675e-07,2.6861e+25,0.20875,0.15793,272.78
-1.6963e-05,1.1946e-06,2.6916e+25,-0.0092686,-0.029164,272.2
-1.6963e-05,1.6724e-06,2.6887e+25,-0.15661,0.26554,272.59
-1.6963e-05,2.1502e-06,2.6846e+25,0.16354,0.30703,272.74
-1.6963e-05,2.6281e-06,2.6877e+25,0.099026,0.030791,272.32
-1.6963e-05,3.1059e-06,2.6857e+25,-0.3312,0.35774,272.76
-1.6963e-05,3.5838e-06,2.6859e+25,0.060786,0.55447,272.7
-1.6963e-05,4.0616e-06,2.685e+25,0.021173,0.59779,272.51
-1.6963e-05,4.5394e-06,2.685e+25,0.0070652,0.43852,272.74
-1.6963e-05,5.0173e-06,2.6798e+25,-0.004585,0.37736,272.68
-1.6963e-05,5.4951e-06,2.6894e+25,-0.18479,0.7078,272.48
-1.6963e-05,5.9729e-06,2.691e+25,0.078063,0.84144,272.33
-1.6963e-05,6.4508e-06,2.6827e+25,0.21851,0.41728,272.73
-1.6963e-05,6.9286e-06,2.6861e+25,-0.10909,0.28181,272.74
-1.6963e-05,7.4064e-06,2.688e+25,0.076184,0.33812,272.35
-1.6963e-05,7.8842e-06,2.6881e+25,0.077518,0.29519,271.82
-1.6963e-05,8.3621e-06,2.6904e+25,-0.10832,0.31851,272.14
-1.6963e-05,8.8399e-06,2.6826e+25,0.051958,0.34905,272.52
-1.6963e-05,9.3178e-06,2.6747e+25,-0.32637,0.57502,273.01
-1.6963e-05,9.7956e-06,2.6789e+25,-0.085063,1.0053,273.1
-1.6963e-05,1.0273e-05,2.6718e+25,-0.11096,1.2554,273.09
-1.6963e-05,1.0751e-05,2.6763e+25,0.15135,1.2498,273.14
-1.6963e-05,1.1229e-05,2.6843e+25,0.059637,1.088,272.72
-1.6963e-05,1.1707e-05,2.6804e+25,-0.11158,1.0942,272.57
-1.6963e-05,1.2185e-05,2.6758e+25,-0.10062,1.4776,273.07
-1.6963e-05,1.2663e-05,2.68e+25,-0.087249,1.5389,273.13
-1.6963e-05,1.314e-05,2.6853e+25,-0.01303,1.7267,272.47
-1.6963e-05,1.3618e-05,2.6817e+25,-0.14138,1.9259,272.66
-1.6963e-05,1.4096e-05,2.6731e+25,-0.26934,2.5068,273.02
-1.6963e-05,1.4574e-05,2.6751e+25,-0.36404,3.2506,272.6
-1.6963e-05,1.5052e-05,2.6708e+25,-0.4665,4.2107,272.91
-1.6963e-05,1.553e-05,2.6613e+25,-0.69878,5.5942,272.48
-1.6963e-05,1.6007e-05,2.6502e+25,-0.65556,7.0033,272.94
-1.6963e-05,1.6485e-05,2.6289e+25,-0.40448,8.4698,273.08
-1.6963e-05,1.6963e-05,2.5576e+25,3.9901,6.2291,273.06
-1.6485e-05,-1.6963e-05,2.6893e+25,0.13049,0.092047,272.68
-1.6485e-05,-1.6485e-05,2.6896e+25,-0.031924,0.09804,272.59
-1.6485e-05,-1.6007e-05,2.6934e+25,-0.097199,0.1059,272.28
-1.6485e-05,-1.553e-05,2.6977e+25,-0.33174,0.37337,272
-1.6485e-05,-1.5052e-05,2.6932e+25,-0.33591,0.27271,272.3
-1.6485e-05,-1.4574e-05,2.6894e+25,-0.041191,0.50078,272.65
-1.6485e-05,-1.4096e-05,2.6891e+25,0.19273,0.79219,272.61
-1.6485e-05,-1.3618e-05,2.6858e+25,0.34474,0.54969,272.91
-1.6485e-05,-1.314e-05,2.6901e+25,0.64735,-0.061003,272.46
-1.6485e-05,-1.2663e-05,2.691e+25,0.49561,-0.53459,272.21
-1.6485e-05,-1.2185e-05,2.6931e+25,-0.032909,-0.72401,272.13
-1.6485e-05,-1.1707e-05,2.6883e+25,-0.09622,-0.62128,272.08
-1.6485e-05,-1.1229e-05,2.6888e+25,-0.40396,-0.40678,272.39
-1.6485e-05,-1.0751e-05,2.6888e+25,-0.3488,-0.36662,272.36
-1.6485e-05,-1.0273e-05,2.6893e+25,-0.14981,-0.42909,271.95
-1.6485e-05,-9.7956e-06,2.687e+25,0.57455,-0.58199,272.63
-1.6485e-05,-9.3178e-06,2.6862e+25,0.27788,-0.77934,272.64
-1.6485e-05,-8.8399e-06,2.6864e+25,-0.25741,-0.82677,272.56
-1.6485e-05,-8.3621e-06,2.6878e+25,-0.15139,-0.57163,272.62
-1.6485e-05,-7.8842e-06,2.6872e+25,-0.18435,-0.52862,272.58
-1.6485e-05,-7.4064e-06,2.6851e+25,0.02301,-0.45411,272.64
-1.6485e-05,-6.9286e-06,2.6937e+25,-0.32961,-0.40188,272.13
-1.6485e-05,-6.4508e-06,2.6923e+25,-0.81567,0.081947,272.43
-1.6485e-05,-5.9729e-06,2.688e+25,-0.48074,0.69152,272.51
-1.6485e-05,-5.4951e-06,2.6837e+25,0.19774,0.94029,272.8
-1.6485e-05,-5.0173e-06,2.6851e+25,-0.046781,1.1177,272.55
-1.6485e-05,-4.5394e-06,2.6906e+25,-0.10844,1.3475,272.26
-1.6485e-05,-4.0616e-06,2.6868e+25,-0.019128,1.188,272.58
-1.6485e-05,-3.5838e-06,2.6816e+25,-0.28625,0.94149,272.68
-1.6485e-05,-3.1059e-06,2.6832e+25,0.31072,0.96805,272.73
-1.6485e-05,-2.6281e-06,2.6848e+25,0.11345,1.0998,272.81
-1.6485e-05,-2.1502e-06,2.688e+25,0.10127,1.6287,272.49
-1.6485e-05,-1.6724e-06,2.6911e+25,-0.063788,1.5667,272.59
-1.6485e-05,-1.1946e-06,2.6777e+25,0.018754,1.0473,273.03
-1.6485e-05,-7.1675e-07,2.6809e+25,0.17869,0.98161,272.99
-1.6485e-05,-2.3892e-07,2.6781e+25,-0.089751,0.88864,273.01
-1.6485e-05,2.3892e-07,2.6897e+25,0.282,0.89494,272.06
-1.6485e-05,7.1675e-07,2.6867e+25,0.42048,0.73998,272
-1.6485e-05,1.1946e-06,2.6896e+25,0.024798,0.664,272.08
-1.6485e-05,1.6724e-06,2.6874e+25,-0.4392,0.54939,272.33
-1.6485e-05,2.1502e-06,2.6852e+25,0.0033974,0.952,272.41
-1.6485e-05,2.6281e-06,2.6859e+25,-0.046605,1.3836,272.25
-1.6485e-05,3.1059e-06,2.6892e+25,-0.49182,1.4786,272.35
-1.6485e-05,3.5838e-06,2.6894e+25,0.064017,1.4425,272.37
-1.6485e-05,4.0616e-06,2.6838e+25,0.046675,1.2139,272.49
-1.6485e-05,4.5394e-06,2.6912e+25,0.10129,1.3591,272.07
-1.6485e-05,5.0173e-06,2.6962e+25,-0.096637,1.5691,271.81
-1.6485e-05,5.4951e-06,2.6932e+25,-0.36887,1.2696,271.61
-1.6485e-05,5.9729e-06,2.6991e+25,0.15179,1.2385,271.44
-1.6485e-05,6.4508e-06,2.6879e+25,0.35503,1.5619,272.2
-1.6485e-05,6.9286e-06,2.6889e+25,0.18919,1.2553,272.18
-1.6485e-05,7.4064e-06,2.6913e+25,0.052822,0.96076,272.07
-1.6485e-05,7.8842e-06,2.6952e+25,0.019547,0.93704,271.32
-1.6485e-05,8.3621e-06,2.6893e+25,0.00082452,0.96364,271.94
-1.6485e-05,8.8399e-06,2.6842e+25,-0.20017,1.0134,272.02
-1.6485e-05,9.3178e-06,2.6801e+25,-0.8585,1.8003,272.4
-1.6485e-05,9.7956e-06,2.6802e+25,-0.38227,2.1635,272.49
-1.6485e-05,1.0273e-05,2.6812e+25,-0.30548,2.3232,272.65
-1.6485e-05,1.0751e-05,2.6813e+25,-0.00081045,2.6357,272.77
-1.6485e-05,1.1229e-05,2.6836e+25,0.045982,2.9026,272.42
-1.6485e-05,1.1707e-05,2.6876e+25,-0.43101,3.222,272.32
-1.6485e-05,1.2185e-05,2.6782e+25,-0.39257,3.5505,272.4
-1.6485e-05,1.2663e-05,2.6813e+25,-0.18831,3.9617,272.55
-1.6485e-05,1.314e-05,2.6828e+25,-0.44252,4.3826,272.4
-1.6485e-05,1.3618e-05,2.6781e+25,-0.91953,5.2004,272.59
-1.6485e-05,1.4096e-05,2.683e+25,-1.0379,6.1201,272.3
-1.6485e-05,1.4574e-05,2.6754e+25,-1.5095,7.2143,272.52
-1.6485e-05,1.5052e-05,2.6666e+25,-1.789,8.5506,272.56
-1.6485e-05,1.553e-05,2.6684e+25,-1.9968,9.6286,272.23
-1.6485e-05,1.6007e-05,2.6585e+25,-1.8862,10.639,272.64
-1.6485e-05,1.6485e-05,2.643e+25,0.73872,9.4506,273.13
-1.6485e-05,1.6963e-05,2.6162e+25,12.52,3.5559,273.96
-1.6007e-05,-1.6963e-05,2.6859e+25,0.24629,-0.044427,272.69
-1.6007e-05,-1.6485e-05,2.6938e+25,-0.26351,-0.18396,271.92
-1.6007e-05,-1.6007e-05,2.7023e+25,-0.17517,0.12406,271.5
-1.6007e-05,-1.553e-05,2.697e+25,-0.26273,-0.10454,271.76
-1.6007e-05,-1.5052e-05,2.6965e+25,-0.15375,-0.24151,271.83
-1.6007e-05,-1.4574e-05,2.6953e+25,-0.081201,-0.46116,271.92
-1.6007e-05,-1.4096e-05,2.6848e+25,-0.11568,-0.36234,272.46
-1.6007e-05,-1.3618e-05,2.6865e+25,0.78448,-0.13518,272.39
-1.6007e-05,-1.314e-05,2.6875e+25,0.92159,-0.37579,272.29
-1.6007e-05,-1.2663e-05,2.6947e+25,0.43975,-0.15457,271.58
-1.6007e-05,-1.2185e-05,2.698e+25,0.015282,0.059953,271.84
-1.6007e-05,-1.1707e-05,2.6972e+25,-0.18457,-0.039343,271.7
-1.6007e-05,-1.1229e-05,2.6896e+25,-0.31958,-0.13769,272.04
-1.6007e-05,-1.0751e-05,2.6963e+25,-0.30041,-0.34138,272.1
-1.6007e-05,-1.0273e-05,2.6898e+25,-0.17455,-0.17675,272.13
-1.6007e-05,-9.7956e-06,2.6893e+25,0.34524,0.035013,272.04
-1.6007e-05,-9.3178e-06,2.6888e+25,0.54973,0.24211,272.29
-1.6007e-05,-8.8399e-06,2.6864e+25,-0.17128,-0.019059,272.74
-1.6007e-05,-8.3621e-06,2.6943e+25,-0.27405,-0.15264,272.28
-1.6007e-05,-7.8842e-06,2.6915e+25,-0.11918,-0.33943,272.35
-1.6007e-05,-7.4064e-06,2.6865e+25,-0.23776,-0.2499,272
-1.6007e-05,-6.9286e-06,2.6953e+25,-0.52632,0.053573,272.1
-1.6007e-05,-6.4508e-06,2.6959e+25,-1.1401,0.17997,271.75
-1.6007e-05,-5.9729e-06,2.6928e+25,-1.0236,0.30725,272.23
-1.6007e-05,-5.4951e-06,2.6897e+25,-0.030288,0.9227,272.57
-1.6007e-05,-5.0173e-06,2.6876e+25,-0.32488,1.4168,272.71
-1.6007e-05,-4.5394e-06,2.6872e+25,-0.14854,1.585,272.58
-1.6007e-05,-4.0616e-06,2.6838e+25,-0.1084,1.7321,272.74
-1.6007e-05,-3.5838e-06,2.6901e+25,-0.0019833,1.678,272.41
-1.6007e-05,-3.1059e-06,2.6893e+25,0.30477,1.5732,272.54
-1.6007e-05,-2.6281e-06,2.6895e+25,-0.29622,1.6851,272.27
-1.6007e-05,-2.1502e-06,2.6902e+25,-0.19811,1.8844,272.14
-1.6007e-05,-1.6724e-06,2.69e+25,0.18502,2.0567,271.98
-1.6007e-05,-1.1946e-06,2.6831e+25,0.23299,1.9983,272.59
-1.6007e-05,-7.1675e-07,2.6873e+25,0.22316,2.0081,272.55
-1.6007e-05,-2.3892e-07,2.6822e+25,0.25789,1.6894,272.73
-1.6007e-05,2.3892e-07,2.6906e+25,0.39061,1.2237,272
-1.6007e-05,7.1675e-07,2.6913e+25,0.36162,1.2654,271.92
-1.6007e-05,1.1946e-06,2.6871e+25,0.0039466,1.5456,272.04
-1.6007e-05,1.6724e-06,2.6863e+25,-0.57672,1.6439,272.22
-1.6007e-05,2.1502e-06,2.6859e+25,-0.37694,1.8031,272.69
-1.6007e-05,2.6281e-06,2.683e+25,-0.45493,2.2692,272.65
-1.6007e-05,3.1059e-06,2.6903e+25,-0.5992,2.6386,272.27
-1.6007e-05,3.5838e-06,2.6863e+25,0.099659,2.6449,272.37
-1.6007e-05,4.0616e-06,2.6878e+25,0.33977,2.5536,272.25
-1.6007e-05,4.5394e-06,2.6913e+25,-0.16769,2.1907,271.74
-1.6007e-05,5.0173e-06,2.7011e+25,0.082305,2.1275,271.01
-1.6007e-05,5.4951e-06,2.6949e+25,-0.031008,2.0943,271.44
-1.6007e-05,5.9729e-06,2.6972e+25,-0.057116,2.0543,271.65
-1.6007e-05,6.4508e-06,2.692e+25,0.18497,2.07,271.88
-1.6007e-05,6.9286e-06,2.691e+25,0.48182,2.2511,272.09
-1.6007e-05,7.4064e-06,2.6876e+25,0.19013,2.082,271.97
-1.6007e-05,7.8842e-06,2.6897e+25,0.0030997,1.8744,271.83
-1.6007e-05,8.3621e-06,2.6876e+25,-0.17015,1.9625,271.99
-1.6007e-05,8.8399e-06,2.6844e+25,-0.55613,2.372,272.16
-1.6007e-05,9.3178e-06,2.6881e+25,-1.4389,2.6412,272.2
-1.6007e-05,9.7956e-06,2.6858e+25,-0.74407,3.1703,272.42
-1.6007e-05,1.0273e-05,2.6929e+25,-0.43267,3.4287,271.68
-1.6007e-05,1.0751e-05,2.6896e+25,-0.33041,3.5621,271.49
-1.6007e-05,1.1229e-05,2.6852e+25,-0.47704,4.2907,272.13
-1.6007e-05,1.1707e-05,2.6842e+25,-0.78159,4.8134,272.32
-1.6007e-05,1.2185e-05,2.6819e+25,-0.67673,5.1942,272.46
-1.6007e-05,1.2663e-05,2.6771e+25,-0.83104,5.5415,272.65
-1.6007e-05,1.314e-05,2.6804e+25,-0.9374,6.0483,272.49
-1.6007e-05,1.3618e-05,2.6793e+25,-2.0196,6.935,272.47
-1.6007e-05,1.4096e-05,2.6841e+25,-2.0951,7.9112,271.78
-1.6007e-05,1.4574e-05,2.6717e+25,-2.402,8.7876,272.17
-1.6007e-05,1.5052e-05,2.6759e+25,-2.8698,9.6254,271.94
-1.6007e-05,1.553e-05,2.6724e+25,-2.8519,10.447,272.09
-1.6007e-05,1.6007e-05,2.6661e+25,-1.06,9.9747,272.58
-1.6007e-05,1.6485e-05,2.6572e+25,4.547,7.1849,273.19
-1.6007e-05,1.6963e-05,2.643e+25,18.661,2.2707,273.71
-1.553e-05,-1.6963e-05,2.681e+25,0.075787,0.17553,272.9
-1.553e-05,-1.6485e-05,2.6937e+25,-0.051423,0.22432,272.01
-1.553e-05,-1.6007e-05,2.6932e+25,-0.30785,0.013804,271.54
-1.553e-05,-1.553e-05,2.6941e+25,-0.11212,0.01042,271.52
-1.553e-05,-1.5052e-05,2.6983e+25,-0.001192,0.14956,271.77
-1.553e-05,-1.4574e-05,2.6919e+25,0.012574,0.1193,272.11
-1.553e-05,-1.4096e-05,2.6953e+25,-0.15074,-0.092912,272.07
-1.553e-05,-1.3618e-05,2.693e+25,0.52923,-0.16003,271.95
-1.553e-05,-1.314e-05,2.689e+25,0.8744,0.29805,272.23
-1.553e-05,-1.2663e-05,2.693e+25,0.17368,0.4229,272.07
-1.553e-05,-1.2185e-05,2.6987e+25,0.14146,0.23275,271.55
-1.553e-05,-1.1707e-05,2.6986e+25,0.12704,-0.036041,271.3
-1.553e-05,-1.1229e-05,2.6952e+25,-0.16008,-0.30097,271.37
-1.553e-05,-1.0751e-05,2.7009e+25,-0.43625,-0.17161,271.35
-1.553e-05,-1.0273e-05,2.6965e+25,-0.10796,-0.26251,271.57
-1.553e-05,-9.7956e-06,2.6899e+25,-0.15468,0.05966,271.73
-1.553e-05,-9.3178e-06,2.6894e+25,0.17187,0.7063,272.42
-1.553e-05,-8.8399e-06,2.684e+25,0.35826,0.64507,272.76
-1.553e-05,-8.3621e-06,2.6869e+25,-0.11212,0.32276,272.47
-1.553e-05,-7.8842e-06,2.6864e+25,-0.11432,0.20576,272.6
-1.553e-05,-7.4064e-06,2.6884e+25,-0.11509,0.13869,272.29
-1.553e-05,-6.9286e-06,2.6948e+25,-0.92315,0.23939,271.8
-1.553e-05,-6.4508e-06,2.6914e+25,-1.1605,0.54511,272.05
-1.553e-05,-5.9729e-06,2.6907e+25,-1.1085,0.6026,272.43
-1.553e-05,-5.4951e-06,2.6889e+25,-0.9163,0.78906,272.4
-1.553e-05,-5.0173e-06,2.6866e+25,-0.55197,1.3983,272.46
-1.553e-05,-4.5394e-06,2.6907e+25,-0.3073,1.6508,272.43
-1.553e-05,-4.0616e-06,2.6897e+25,-0.096083,1.6701,272.21
-1.553e-05,-3.5838e-06,2.687e+25,-0.14547,1.9928,272.45
-1.553e-05,-3.1059e-06,2.6834e+25,0.071996,2.2626,272.93
-1.553e-05,-2.6281e-06,2.6861e+25,-0.32294,2.582,272.61
-1.553e-05,-2.1502e-06,2.6887e+25,-0.30535,2.5513,272.42
-1.553e-05,-1.6724e-06,2.6908e+25,0.21283,2.444,272.19
-1.553e-05,-1.1946e-06,2.6862e+25,0.10808,2.3769,272.13
-1.553e-05,-7.1675e-07,2.6931e+25,0.24759,2.4195,271.82
-1.553e-05,-2.3892e-07,2.6908e+25,0.45067,2.5797,272.21
-1.553e-05,2.3892e-07,2.6954e+25,0.68171,2.4253,271.59
-1.553e-05,7.1675e-07,2.6973e+25,0.20973,2.3091,271.75
-1.553e-05,1.1946e-06,2.6909e+25,-0.27365,2.5161,271.92
-1.553e-05,1.6724e-06,2.6859e+25,-0.38806,2.4612,272.46
-1.553e-05,2.1502e-06,2.6784e+25,-0.72453,2.4371,272.98
-1.553e-05,2.6281e-06,2.6846e+25,-1.0686,2.9906,272.68
-1.553e-05,3.1059e-06,2.6892e+25,-0.73118,3.2881,272.24
-1.553e-05,3.5838e-06,2.6902e+25,0.33684,3.207,272
-1.553e-05,4.0616e-06,2.6953e+25,0.63568,3.0337,271.39
-1.553e-05,4.5394e-06,2.6965e+25,-0.0078018,2.9349,271.53
-1.553e-05,5.0173e-06,2.6973e+25,-0.22202,3.1383,271.33
-1.553e-05,5.4951e-06,2.6931e+25,-0.30608,3.5596,271.55
-1.553e-05,5.9729e-06,2.6937e+25,-0.0054572,3.8481,271.73
-1.553e-05,6.4508e-06,2.6844e+25,0.14461,3.645,272.06
-1.553e-05,6.9286e-06,2.6884e+25,0.5891,3.4134,272.19
-1.553e-05,7.4064e-06,2.6884e+25,0.29919,3.3984,272.25
-1.553e-05,7.8842e-06,2.6871e+25,0.15621,3.5822,272.03
-1.553e-05,8.3621e-06,2.6869e+25,-0.53401,3.5546,272.18
-1.553e-05,8.8399e-06,2.6849e+25,-0.83194,3.8891,271.89
-1.553e-05,9.3178e-06,2.6879e+25,-1.5339,3.7976,271.76
-1.553e-05,9.7956e-06,2.6902e+25,-1.1232,3.921,271.34
-1.553e-05,1.0273e-05,2.6959e+25,-0.51451,4.1473,271.3
-1.553e-05,1.0751e-05,2.6947e+25,-0.90516,4.5491,271.29
-1.553e-05,1.1229e-05,2.697e+25,-1.2012,5.0493,271.44
-1.553e-05,1.1707e-05,2.6856e+25,-1.0772,5.5225,271.98
-1.553e-05,1.2185e-05,2.6826e+25,-1.4111,5.9299,272.23
-1.553e-05,1.2663e-05,2.6797e+25,-1.2561,6.7049,272.54
-1.553e-05,1.314e-05,2.6883e+25,-1.5581,7.3621,272.15
-1.553e-05,1.3618e-05,2.6843e+25,-2.8849,7.9215,272.1
-1.553e-05,1.4096e-05,2.682e+25,-2.9503,8.8569,272.46
-1.553e-05,1.4574e-05,2.681e+25,-3.0243,9.4982,272.23
-1.553e-05,1.5052e-05,2.6768e+25,-3.3358,9.7423,272.52
-1.553e-05,1.553e-05,2.6709e+25,-2.7407,9.3635,272.65
-1.553e-05,1.6007e-05,2.6685e+25,0.87144,8.0621,272.51
-1.553e-05,1.6485e-05,2.6673e+25,8.4172,4.9826,272.83
-1.553e-05,1.6963e-05,2.6665e+25,22.296,1.4655,273.23
-1.5052e-05,-1.6963e-05,2.6832e+25,-0.070588,-0.087515,273.15
-1.5052e-05,-1.6485e-05,2.6952e+25,-0.059312,-0.038789,271.79
-1.5052e-05,-1.6007e-05,2.7002e+25,-0.14277,0.17044,271.66
-1.5052e-05,-1.553e-05,2.6974e+25,-0.34486,0.26295,271.65
-1.5052e-05,-1.5052e-05,2.6967e+25,-0.30062,0.62607,271.88
-1.5052e-05,-1.4574e-05,2.701e+25,0.07474,0.81881,271.82
-1.5052e-05,-1.4096e-05,2.6914e+25,0.37639,0.41835,271.96
-1.5052e-05,-1.3618e-05,2.6938e+25,0.28226,0.26768,271.76
-1.5052e-05,-1.314e-05,2.6927e+25,0.39155,0.73615,271.86
-1.5052e-05,-1.2663e-05,2.6954e+25,0.25946,0.75995,271.51
-1.5052e-05,-1.2185e-05,2.7032e+25,0.33154,0.66513,271.04
-1.5052e-05,-1.1707e-05,2.7112e+25,0.22881,0.75542,270.42
-1.5052e-05,-1.1229e-05,2.7032e+25,0.013235,0.56425,270.9
-1.5052e-05,-1.0751e-05,2.7044e+25,-0.56845,0.52998,270.74
-1.5052e-05,-1.0273e-05,2.6955e+25,-0.17739,0.52501,271.3
-1.5052e-05,-9.7956e-06,2.6957e+25,-0.62629,0.93743,271.75
-1.5052e-05,-9.3178e-06,2.6872e+25,0.10829,1.1207,272.62
-1.5052e-05,-8.8399e-06,2.6881e+25,0.28705,1.1682,272.63
-1.5052e-05,-8.3621e-06,2.6903e+25,0.034321,1.048,272.5
-1.5052e-05,-7.8842e-06,2.6897e+25,-0.069913,1.1751,272.3
-1.5052e-05,-7.4064e-06,2.69e+25,-0.31587,1.4457,272.08
-1.5052e-05,-6.9286e-06,2.6938e+25,-1.0834,1.6761,271.76
-1.5052e-05,-6.4508e-06,2.6942e+25,-1.2703,1.7679,271.89
-1.5052e-05,-5.9729e-06,2.6942e+25,-1.1843,1.7544,271.85
-1.5052e-05,-5.4951e-06,2.6908e+25,-1.0368,1.6237,272.22
-1.5052e-05,-5.0173e-06,2.691e+25,-0.98638,1.7146,272.21
-1.5052e-05,-4.5394e-06,2.6936e+25,-0.50967,1.9078,272.36
-1.5052e-05,-4.0616e-06,2.6924e+25,-0.54289,2.3654,272.17
-1.5052e-05,-3.5838e-06,2.6901e+25,-0.40747,2.6826,272.32
-1.5052e-05,-3.1059e-06,2.69e+25,-0.38561,2.9612,272.43
-1.5052e-05,-2.6281e-06,2.6864e+25,-0.44928,3.4282,272.56
-1.5052e-05,-2.1502e-06,2.6908e+25,-0.07932,3.3806,272.03
-1.5052e-05,-1.6724e-06,2.6968e+25,0.28046,3.2199,271.75
-1.5052e-05,-1.1946e-06,2.6925e+25,0.31398,3.2622,272.13
-1.5052e-05,-7.1675e-07,2.6908e+25,0.21453,3.1107,272.32
-1.5052e-05,-2.3892e-07,2.6917e+25,0.41887,3.0569,271.85
-1.5052e-05,2.3892e-07,2.6882e+25,0.53412,3.2733,271.75
-1.5052e-05,7.1675e-07,2.6955e+25,-0.020286,3.593,271.56
-1.5052e-05,1.1946e-06,2.6868e+25,-0.19643,3.7783,272.3
-1.5052e-05,1.6724e-06,2.6817e+25,-0.40789,3.704,272.43
-1.5052e-05,2.1502e-06,2.6859e+25,-0.68271,3.8093,272.52
-1.5052e-05,2.6281e-06,2.6894e+25,-1.4045,3.6628,272.47
-1.5052e-05,3.1059e-06,2.6904e+25,-0.96567,3.8159,272.03
-1.5052e-05,3.5838e-06,2.6957e+25,0.31451,4.122,271.64
-1.5052e-05,4.0616e-06,2.6965e+25,0.50493,4.2775,271.2
-1.5052e-05,4.5394e-06,2.6959e+25,-0.10936,4.519,271.67
-1.5052e-05,5.0173e-06,2.6947e+25,-0.36015,4.6904,271.49
-1.5052e-05,5.4951e-06,2.6901e+25,-0.69183,4.8401,271.61
-1.5052e-05,5.9729e-06,2.6943e+25,0.25578,4.6267,271.52
-1.5052e-05,6.4508e-06,2.6872e+25,0.54632,4.2737,272.19
-1.5052e-05,6.9286e-06,2.6923e+25,0.59256,4.1147,271.56
-1.5052e-05,7.4064e-06,2.695e+25,0.18774,4.2038,271.86
-1.5052e-05,7.8842e-06,2.6841e+25,-0.10497,4.5441,272.37
-1.5052e-05,8.3621e-06,2.6871e+25,-0.71354,4.8314,272.11
-1.5052e-05,8.8399e-06,2.6889e+25,-0.73848,4.8163,271.98
-1.5052e-05,9.3178e-06,2.6854e+25,-1.4509,4.6448,271.82
-1.5052e-05,9.7956e-06,2.6882e+25,-1.2636,4.8262,271.75
-1.5052e-05,1.0273e-05,2.6936e+25,-1.2857,5.2707,271.47
-1.5052e-05,1.0751e-05,2.6938e+25,-1.1486,5.8365,271.36
-1.5052e-05,1.1229e-05,2.6985e+25,-1.7864,6.3725,270.86
