ITEM: TIMESTEP
500000
ITEM: NUMBER OF CELLS
5184
ITEM: BOX BOUNDS ss ss pp
-1.7202e-05 1.7202e-05
-1.7202e-05 1.7202e-05
-0.5 0.5
ITEM: CELLS xc yc f_1[1] f_1[2] f_1[3] f_1[4] 
-1.69631e-05 -1.69631e-05 2.68791e+25 -0.0562027 0.0330703 272.836 
-1.50517e-05 -1.69631e-05 2.6886e+25 0.0902666 0.0814492 272.828 
-1.31404e-05 -1.69631e-05 2.68826e+25 0.053644 -0.00236818 272.851 
-1.12291e-05 -1.69631e-05 2.68839e+25 -0.0538527 -0.062855 272.815 
-9.31775e-06 -1.69631e-05 2.68646e+25 0.039691 0.0138557 272.948 
-7.40642e-06 -1.69631e-05 2.68846e+25 -0.087871 0.0428447 272.7 
-5.49508e-06 -1.69631e-05 2.68833e+25 -0.122673 0.00682059 272.798 
-3.58375e-06 -1.69631e-05 2.69019e+25 -0.397528 -0.0341522 272.691 
-1.67242e-06 -1.69631e-05 2.68698e+25 -0.14594 0.0268902 272.864 
-1.69631e-05 -1.64852e-05 2.6885e+25 0.00638471 0.0958843 272.844 
-1.50517e-05 -1.64852e-05 2.68894e+25 0.140466 0.0623836 272.653 
-1.31404e-05 -1.64852e-05 2.68982e+25 0.000810573 -0.0303595 272.69 
-1.12291e-05 -1.64852e-05 2.68955e+25 0.0156957 -0.0255576 272.677 
-9.31775e-06 -1.64852e-05 2.6886e+25 -0.254654 -0.0114847 272.756 
-7.40642e-06 -1.64852e-05 2.6909e+25 -0.264814 0.0668754 272.604 
-5.49508e-06 -1.64852e-05 2.68982e+25 -0.430735 0.028458 272.637 
-3.58375e-06 -1.64852e-05 2.69059e+25 -0.54622 -0.0116882 272.563 
-1.67242e-06 -1.64852e-05 2.68842e+25 -0.627531 0.102252 272.753 
-1.69631e-05 -1.60074e-05 2.68809e+25 -0.0161717 0.0808049 272.816 
-1.50517e-05 -1.60074e-05 2.69018e+25 0.0297334 0.0465229 272.499 
-1.31404e-05 -1.60074e-05 2.68903e+25 0.107808 -0.0856261 272.618 
-1.12291e-05 -1.60074e-05 2.69009e+25 -0.205168 0.0890266 272.528 
-9.31775e-06 -1.60074e-05 2.6886e+25 -0.415594 0.0275345 272.703 
-7.40642e-06 -1.60074e-05 2.69021e+25 -0.493856 0.123308 272.52 
-5.49508e-06 -1.60074e-05 2.68909e+25 -0.851131 0.0647848 272.707 
-3.58375e-06 -1.60074e-05 2.69016e+25 -0.766539 0.0255567 272.529 
-1.67242e-06 -1.60074e-05 2.69042e+25 -0.864092 0.0436719 272.578 
-1.69631e-05 -1.55296e-05 2.68807e+25 0.0134538 0.124513 272.848 
-1.50517e-05 -1.55296e-05 2.69075e+25 -0.0110071 -0.0450089 272.503 
-1.31404e-05 -1.55296e-05 2.69065e+25 -0.102183 0.0445954 272.52 
