ITEM: TIMESTEP
100000
ITEM: NUMBER OF CELLS
100
ITEM: BOX BOUNDS pp ss pp
0 1
0 4.9542e-06
-0.5 0.5
ITEM: CELLS id yc f_1[1] f_1[2] f_1[3] f_1[4] 
1 2.4771e-08 1.78996 19.494 272.752 101667 
5 2.22939e-07 1.78757 17.4455 272.848 101567 
9 4.21107e-07 1.78303 16.0928 273.389 101510 
13 6.19275e-07 1.78482 13.6859 273.186 101536 
17 8.17443e-07 1.78414 12.3109 273.345 101557 
21 1.01561e-06 1.77879 11.1525 274.41 101647 
25 1.21378e-06 1.78239 8.84725 273.619 101559 
2 7.4313e-08 1.78653 18.9317 273.277 101667 
6 2.72481e-07 1.78877 17.4381 272.812 101622 
10 4.70649e-07 1.78476 15.6824 273.416 101619 
14 6.68817e-07 1.78592 13.4018 272.99 101526 
18 8.66985e-07 1.78645 12.3081 273.22 101642 
22 1.06515e-06 1.77999 10.4447 274.227 101648 
3 1.23855e-07 1.78618 18.5837 273.233 101632 
7 3.22023e-07 1.7869 16.6723 273.021 101593 
11 5.20191e-07 1.78557 14.7463 273.431 101670 
15 7.18359e-07 1.78243 12.6871 273.223 101414 
19 9.16527e-07 1.78112 11.9588 273.916 101597 
23 1.11469e-06 1.77902 10.5989 274.251 101601 
4 1.73397e-07 1.78674 17.9639 273.172 101641 
8 3.71565e-07 1.7823 16.3468 273.438 101487 
12 5.69733e-07 1.78403 14.3197 273.609 101649 
16 7.67901e-07 1.78525 12.7837 273.23 101577 
20 9.66069e-07 1.77856 11.6739 274.184 101550 
24 1.16424e-06 1.78176 9.8856 273.84 101605 
26 1.26332e-06 1.78323 8.93301 273.786 101669 
30 1.46149e-06 1.77888 7.86669 274.343 101627 
34 1.65966e-06 1.78216 6.38445 274.438 101850 
38 1.85782e-06 1.77573 5.33947 274.43 101479 
42 2.05599e-06 1.77626 4.20956 274.557 101556 
46 2.25416e-06 1.77888 2.74447 274.13 101549 
50 2.45233e-06 1.77974 0.894559 274.048 101567 
29 1.41195e-06 1.77756 7.92676 274.079 101454 
33 1.61012e-06 1.77857 6.65412 274.48 101660 
37 1.80828e-06 1.77711 5.55611 274.308 101513 
41 2.00645e-06 1.77565 4.64857 274.657 101559 
45 2.20462e-06 1.77872 2.98664 274.707 101753 
49 2.40279e-06 1.77825 1.49363 273.974 101454 
27 1.31286e-06 1.78025 8.46252 273.926 101551 
31 1.51103e-06 1.77723 7.34148 274.397 101553 
35 1.7092e-06 1.77652 5.95816 274.706 101627 
39 1.90737e-06 1.77467 5.02338 274.78 101548 
43 2.10553e-06 1.77577 3.95258 274.434 101483 
47 2.3037e-06 1.77975 2.20124 274.244 101640 
28 1.3624e-06 1.77778 8.18325 273.958 101422 
32 1.56057e-06 1.7768 7.18956 274.339 101507 
36 1.75874e-06 1.77591 5.77509 274.351 101461 
40 1.95691e-06 1.77616 4.80363 274.683 101597 
44 2.15508e-06 1.77454 3.41641 274.902 101586 
48 2.35324e-06 1.77941 1.94692 274.23 101616 
51 2.50187e-06 1.77848 0.309401 274.117 101521 
55 2.70004e-06 1.77841 -0.922162 274.24 101562 
59 2.89821e-06 1.7795 -2.19063 274.09 101569 
63 3.09637e-06 1.78297 -3.81492 273.604 101587 
67 3.29454e-06 1.78665 -5.49706 272.907 101537 
71 3.49271e-06 1.7881 -7.02832 273.149 101709 
75 3.69088e-06 1.7868 -9.18676 273.003 101581 
53 2.60096e-06 1.77758 0.012168 274.361 101560 
57 2.79912e-06 1.7822 -1.50652 273.735 101591 
61 2.99729e-06 1.78578 -3.39671 273.362 101657 
65 3.19546e-06 1.78365 -4.82591 273.069 101427 
69 3.39363e-06 1.78692 -6.01749 272.777 101504 
73 3.5918e-06 1.78794 -8.20857 272.931 101619 
54 2.6505e-06 1.77747 -0.482739 274.492 101601 
58 2.84867e-06 1.78118 -2.11215 273.918 101601 
62 3.04683e-06 1.78283 -3.66485 273.578 101569 
66 3.245e-06 1.78889 -5.30635 272.935 101675 
70 3.44317e-06 1.78633 -6.47723 272.746 101459 
74 3.64134e-06 1.79007 -8.50454 272.77 101680 
52 2.55141e-06 1.77929 -0.0223131 274.311 101639 
56 2.74958e-06 1.78135 -1.36404 273.986 101636 
60 2.94775e-06 1.78317 -3.313 273.529 101570 
64 3.14592e-06 1.78369 -4.09902 273.332 101527 
68 3.34408e-06 1.7864 -5.69765 273.197 101631 
72 3.54225e-06 1.78619 -7.81595 273.229 101631 
76 3.74042e-06 1.78822 -9.72169 273.123 101707 
80 3.93859e-06 1.78527 -10.4976 273.435 101655 
84 4.13676e-06 1.78674 -12.6292 273.278 101680 
88 4.33492e-06 1.78571 -14.9358 273.147 101573 
92 4.53309e-06 1.78976 -15.7994 272.873 101701 
96 4.73126e-06 1.78781 -17.2378 272.926 101610 
100 4.92943e-06 1.78883 -19.2534 273.005 101697 
77 3.78996e-06 1.7868 -10.1938 273.108 101621 
81 3.98813e-06 1.78591 -11.3243 273.366 101666 
85 4.1863e-06 1.78516 -13.5397 273.201 101562 
89 4.38447e-06 1.78627 -15.1997 273.33 101673 
93 4.58263e-06 1.78992 -16.3927 272.808 101686 
97 4.7808e-06 1.78852 -17.6696 273.185 101747 
78 3.8395e-06 1.78708 -10.3379 273.374 101735 
82 4.03767e-06 1.78418 -11.7349 273.388 101575 
86 4.23584e-06 1.7847 -13.8137 273.356 101593 
90 4.43401e-06 1.78608 -15.2144 273.027 101549 
94 4.63218e-06 1.78867 -16.3296 272.946 101666 
98 4.83034e-06 1.78919 -18.3981 272.769 101630 
79 3.88905e-06 1.78604 -10.5304 273.217 101617 
83 4.08721e-06 1.7849 -12.4112 273.339 101598 
87 4.28538e-06 1.78352 -14.3307 273.513 101584 
91 4.48355e-06 1.78479 -15.389 272.93 101439 
95 4.68172e-06 1.78968 -16.9668 272.838 101683 
99 4.87989e-06 1.78727 -18.7456 273.139 101658 
