ITEM: TIMESTEP
120000
ITEM: NUMBER OF CELLS
100
ITEM: BOX BOUNDS pp ss pp
0 1
0 4.9542e-06
-0.5 0.5
ITEM: CELLS id yc f_1[1] f_1[2] f_1[3] f_1[4] 
1 2.4771e-08 1.78452 19.0967 272.954 101433 
5 2.22939e-07 1.78437 18.0301 273.083 101473 
9 4.21107e-07 1.78537 16.9748 272.963 101485 
13 6.19275e-07 1.78567 15.3456 272.986 101511 
17 8.17443e-07 1.78416 13.6413 273.131 101478 
21 1.01561e-06 1.78451 12.3311 273.009 101453 
25 1.21378e-06 1.78375 10.5845 273.136 101457 
2 7.4313e-08 1.78472 18.8196 272.98 101454 
6 2.72481e-07 1.7843 17.6021 272.95 101419 
10 4.70649e-07 1.78617 16.3572 272.968 101532 
14 6.68817e-07 1.78469 15.0557 273.141 101513 
18 8.66985e-07 1.7844 13.3469 273.052 101463 
22 1.06515e-06 1.78393 11.6191 273.21 101495 
3 1.23855e-07 1.78388 18.6205 273.064 101438 
7 3.22023e-07 1.78338 17.5975 272.934 101361 
11 5.20191e-07 1.78567 16.0299 272.684 101398 
15 7.18359e-07 1.78388 14.526 273.134 101464 
19 9.16527e-07 1.78422 12.8251 273.011 101437 
23 1.11469e-06 1.7852 11.0827 273.158 101548 
4 1.73397e-07 1.7839 18.2569 272.968 101403 
8 3.71565e-07 1.78429 17.2071 272.988 101433 
12 5.69733e-07 1.7835 15.8925 273.071 101419 
16 7.67901e-07 1.78391 14.0976 273.018 101423 
20 9.66069e-07 1.78228 12.4971 272.925 101295 
24 1.16424e-06 1.78332 10.8627 273.08 101412 
26 1.26332e-06 1.78371 10.0139 273.014 101410 
30 1.46149e-06 1.78245 8.54041 273.03 101344 
34 1.65966e-06 1.78363 6.73128 273.34 101527 
38 1.85782e-06 1.78246 5.04097 273.199 101407 
42 2.05599e-06 1.78263 3.35491 273.375 101482 
46 2.25416e-06 1.78091 1.64419 273.236 101333 
50 2.45233e-06 1.78163 -0.0138953 273.454 101455 
29 1.41195e-06 1.7837 8.91038 273.061 101426 
33 1.61012e-06 1.78466 7.01256 273.174 101523 
37 1.80828e-06 1.78313 5.45024 273.148 101427 
41 2.00645e-06 1.78207 3.9018 273.305 101424 
45 2.20462e-06 1.78224 2.0325 273.163 101381 
49 2.40279e-06 1.78244 0.396335 273.226 101416 
27 1.31286e-06 1.78469 9.48099 273.027 101470 
31 1.51103e-06 1.78415 7.98717 273.093 101464 
35 1.7092e-06 1.78241 6.27363 273.207 101407 
39 1.90737e-06 1.78229 4.53639 273.362 101458 
43 2.10553e-06 1.78209 2.99647 273.216 101392 
47 2.3037e-06 1.78316 1.19924 273.308 101487 
28 1.3624e-06 1.7837 9.04391 273.041 101419 
32 1.56057e-06 1.78408 7.66412 273.022 101434 
36 1.75874e-06 1.78385 5.80591 273.345 101540 
40 1.95691e-06 1.78281 4.04562 273.239 101442 
44 2.15508e-06 1.78175 2.59404 273.213 101372 
48 2.35324e-06 1.7823 0.820625 273.384 101467 
51 2.50187e-06 1.78235 -0.396187 273.397 101474 
55 2.70004e-06 1.78187 -2.37272 273.468 101473 
59 2.89821e-06 1.78211 -3.7868 273.354 101445 
63 3.09637e-06 1.78271 -5.50813 273.386 101491 
67 3.29454e-06 1.7813 -7.02263 273.4 101416 
71 3.49271e-06 1.78218 -8.53071 273.355 101449 
75 3.69088e-06 1.78236 -10.183 273.35 101457 
53 2.60096e-06 1.78119 -1.51196 273.338 101387 
57 2.79912e-06 1.78328 -3.17272 273.383 101522 
61 2.99729e-06 1.78133 -4.5013 273.356 101401 
65 3.19546e-06 1.78171 -6.18536 273.486 101471 
69 3.39363e-06 1.78245 -7.79973 273.307 101446 
73 3.5918e-06 1.7826 -9.51048 273.188 101411 
54 2.6505e-06 1.78034 -1.72723 273.537 101412 
58 2.84867e-06 1.78224 -3.42299 273.47 101495 
62 3.04683e-06 1.78116 -4.7775 273.265 101358 
66 3.245e-06 1.78149 -6.65016 273.333 101402 
70 3.44317e-06 1.78115 -8.39363 273.416 101413 
74 3.64134e-06 1.78162 -9.80762 273.465 101458 
52 2.55141e-06 1.78327 -0.913994 273.402 101529 
56 2.74958e-06 1.78297 -2.45766 273.52 101555 
60 2.94775e-06 1.78239 -4.1919 273.347 101458 
64 3.14592e-06 1.78265 -5.8924 273.436 101506 
68 3.34408e-06 1.78172 -7.29647 273.218 101372 
72 3.54225e-06 1.78131 -8.94588 273.215 101348 
76 3.74042e-06 1.78301 -10.61 273.231 101450 
80 3.93859e-06 1.78313 -12.4775 273.249 101464 
84 4.13676e-06 1.78266 -14.0206 273.277 101447 
88 4.33492e-06 1.78314 -15.4948 273.207 101449 
92 4.53309e-06 1.78274 -16.9239 273.037 101363 
96 4.73126e-06 1.78331 -18.0225 273.12 101426 
100 4.92943e-06 1.78365 -19.0209 272.987 101396 
77 3.78996e-06 1.78219 -11.1808 273.306 101432 
81 3.98813e-06 1.78318 -12.8932 273.238 101462 
85 4.1863e-06 1.78308 -14.3392 273.325 101489 
89 4.38447e-06 1.78134 -15.9765 273.179 101336 
93 4.58263e-06 1.78284 -17.2448 273.17 101418 
97 4.7808e-06 1.78449 -18.5315 272.971 101438 
78 3.8395e-06 1.78305 -11.2825 273.303 101479 
82 4.03767e-06 1.78329 -13.0449 273.208 101458 
86 4.23584e-06 1.78166 -14.6409 273.156 101346 
90 4.43401e-06 1.7841 -16.2441 273.174 101491 
94 4.63218e-06 1.78367 -17.5863 273.23 101488 
98 4.83034e-06 1.78413 -18.6928 272.975 101419 
79 3.88905e-06 1.78202 -11.8255 273.348 101438 
83 4.08721e-06 1.78406 -13.4817 273.229 101509 
87 4.28538e-06 1.78248 -15.2084 273.118 101378 
91 4.48355e-06 1.7838 -16.7813 272.968 101398 
95 4.68172e-06 1.78364 -17.8833 273.133 101450 
99 4.87989e-06 1.78606 -18.9548 273.179 101604 
