ITEM: TIMESTEP
200000
ITEM: NUMBER OF CELLS
100
ITEM: BOX BOUNDS pp ss pp
0 1
0 4.9542e-06
-0.5 0.5
ITEM: CELLS id yc f_2[1] f_2[2] f_2[3] 
1 2.4771e-08 -225.585 -1.21536 20.6698 
5 2.22939e-07 -338.274 6.66943 6.86049 
9 4.21107e-07 -405.396 12.3004 0.996891 
13 6.19275e-07 -456.219 -11.106 14.1603 
17 8.17443e-07 -452.791 16.272 -11.3148 
21 1.01561e-06 -453.768 -12.6557 -0.282659 
25 1.21378e-06 -436.649 -14.1961 -15.8348 
2 7.4313e-08 -250.678 -11.793 11.3774 
6 2.72481e-07 -358.189 10.4836 28.1035 
10 4.70649e-07 -431.032 5.5474 -5.70115 
14 6.68817e-07 -430.507 -13.9398 -7.03058 
18 8.66985e-07 -446.425 10.5063 -25.3097 
22 1.06515e-06 -430.266 5.03204 -13.0399 
3 1.23855e-07 -275.936 14.0009 -6.05114 
7 3.22023e-07 -378.483 -28.6461 -11.5787 
11 5.20191e-07 -432.863 -5.24903 -13.5082 
15 7.18359e-07 -463.546 -11.5313 7.79858 
19 9.16527e-07 -445.928 25.0445 -32.1208 
23 1.11469e-06 -470.423 -12.2031 7.54073 
4 1.73397e-07 -334.832 -12.2912 -26.7122 
8 3.71565e-07 -373.954 -12.0213 10.036 
12 5.69733e-07 -424.285 -12.6064 21.2159 
16 7.67901e-07 -446.556 7.15079 -25.9447 
20 9.66069e-07 -448.512 10.419 -28.1073 
24 1.16424e-06 -449.582 -0.283576 -9.68977 
26 1.26332e-06 -428.533 -10.6912 -18.7947 
30 1.46149e-06 -454.701 28.583 -3.9419 
34 1.65966e-06 -410.509 -12.9213 -18.1706 
38 1.85782e-06 -434.867 -13.7224 -25.9284 
42 2.05599e-06 -413.44 20.3754 2.82144 
46 2.25416e-06 -450.7 -0.575655 3.5891 
50 2.45233e-06 -433.594 2.73009 -18.1321 
29 1.41195e-06 -442.361 0.786417 -13.6368 
33 1.61012e-06 -459.975 -11.7825 3.03984 
37 1.80828e-06 -445.69 -4.19994 -32.1608 
41 2.00645e-06 -436.048 -3.01772 9.59834 
45 2.20462e-06 -455.243 33.6431 -24.1046 
49 2.40279e-06 -410.604 -3.4632 28.5488 
27 1.31286e-06 -409.063 1.99293 20.0262 
31 1.51103e-06 -432.065 -6.63929 7.11539 
35 1.7092e-06 -443.842 -9.49902 -0.655073 
39 1.90737e-06 -448.984 3.58014 -17.2865 
43 2.10553e-06 -436.058 -15.12 6.75033 
47 2.3037e-06 -415.405 -14.508 10.7857 
28 1.3624e-06 -427.074 20.9175 -27.3225 
32 1.56057e-06 -419.899 0.145527 -22.8981 
36 1.75874e-06 -428.578 -19.9292 2.48234 
40 1.95691e-06 -423.339 -12.3784 -1.51467 
44 2.15508e-06 -406.549 6.59867 0.157872 
48 2.35324e-06 -432.37 2.55302 -2.53708 
51 2.50187e-06 -439.3 2.79373 18.5057 
55 2.70004e-06 -421.166 -10.5078 0.529734 
59 2.89821e-06 -404.751 12.8834 -9.99387 
63 3.09637e-06 -436.233 -14.3434 -4.75763 
67 3.29454e-06 -411.048 11.8562 -11.3062 
71 3.49271e-06 -421.972 12.9354 -2.17533 
75 3.69088e-06 -433.534 -11.9936 11.7925 
53 2.60096e-06 -430.403 1.62771 -4.66125 
57 2.79912e-06 -431.519 -10.6209 -22.9037 
61 2.99729e-06 -417.609 -9.66788 26.1452 
65 3.19546e-06 -446.815 22.5766 28.1177 
69 3.39363e-06 -415.336 -2.48072 23.8427 
73 3.5918e-06 -441.234 2.0291 -17.8209 
54 2.6505e-06 -439.408 -12.4431 20.8895 
58 2.84867e-06 -429.836 15.9199 13.0757 
62 3.04683e-06 -445.612 1.454 1.01176 
66 3.245e-06 -436.186 17.3854 1.16027 
70 3.44317e-06 -444.974 4.451 -4.43292 
74 3.64134e-06 -450.44 8.56691 1.88816 
52 2.55141e-06 -416.31 16.2702 29.0831 
56 2.74958e-06 -444.436 1.5242 -8.30054 
60 2.94775e-06 -448.447 -10.3757 -13.6178 
64 3.14592e-06 -433.78 -0.376566 -4.3285 
68 3.34408e-06 -434.2 -22.1286 -3.13894 
72 3.54225e-06 -431.381 16.935 25.3427 
76 3.74042e-06 -441.085 24.579 -23.8369 
80 3.93859e-06 -457.695 -0.714492 -1.38966 
84 4.13676e-06 -449.504 26.4839 26.5905 
88 4.33492e-06 -457.376 -25.3239 -10.8685 
92 4.53309e-06 -447.904 -20.6396 4.89926 
96 4.73126e-06 -350.961 -7.24145 -34.8335 
100 4.92943e-06 -251.58 -17.9919 -2.91525 
77 3.78996e-06 -442.461 2.38779 -16.9138 
81 3.98813e-06 -443.478 5.94641 -22.4222 
85 4.1863e-06 -443.564 -16.0191 3.17698 
89 4.38447e-06 -467.068 14.4147 -34.6839 
93 4.58263e-06 -392.272 -11.9181 -7.95963 
97 4.7808e-06 -319.762 -12.5028 4.10594 
78 3.8395e-06 -452.806 -18.7831 -27.4722 
82 4.03767e-06 -461.643 -4.03735 -3.93591 
86 4.23584e-06 -440.955 -10.1483 9.65552 
90 4.43401e-06 -438.116 29.3088 12.8828 
94 4.63218e-06 -374.952 21.5296 11.2481 
98 4.83034e-06 -284.994 4.32428 13.7523 
79 3.88905e-06 -430.904 0.737216 -20.4735 
83 4.08721e-06 -452.038 12.2066 -19.6296 
87 4.28538e-06 -446.834 9.41532 40.8483 
91 4.48355e-06 -410.188 -1.43893 22.8458 
95 4.68172e-06 -394.287 23.7866 0.733465 
99 4.87989e-06 -247.311 10.245 -4.66901 
