ITEM: TIMESTEP
75000
ITEM: NUMBER OF CELLS
100
ITEM: BOX BOUNDS pp ss pp
0 1
0 4.9542e-06
-0.5 0.5
ITEM: CELLS id yc f_1[1] f_1[2] f_1[3] f_1[4] 
1 2.4771e-08 1.78323 18.0654 272.932 101352 
5 2.22939e-07 1.78412 16.8362 272.935 101403 
9 4.21107e-07 1.78394 15.4226 273.062 101441 
13 6.19275e-07 1.78195 13.9914 273.032 101316 
17 8.17443e-07 1.78397 12.3583 273.032 101431 
21 1.01561e-06 1.78254 10.9737 273.26 101435 
25 1.21378e-06 1.78229 9.59856 273.147 101378 
2 7.4313e-08 1.78369 17.9593 273.035 101417 
6 2.72481e-07 1.78456 16.504 273.084 101483 
10 4.70649e-07 1.78425 15.156 273.106 101474 
14 6.68817e-07 1.7826 13.4538 273.044 101357 
18 8.66985e-07 1.78306 12.0974 273.171 101430 
22 1.06515e-06 1.78242 10.6132 273.074 101358 
3 1.23855e-07 1.78337 17.5478 272.964 101372 
7 3.22023e-07 1.78358 16.1429 273.041 101412 
11 5.20191e-07 1.78342 14.6477 273.038 101402 
15 7.18359e-07 1.78443 13.2152 273.038 101460 
19 9.16527e-07 1.78295 11.6965 273.144 101414 
23 1.11469e-06 1.78276 10.2912 273.128 101398 
4 1.73397e-07 1.784 17.1533 272.974 101411 
8 3.71565e-07 1.78359 15.7413 273.047 101415 
12 5.69733e-07 1.78333 14.2854 273.106 101422 
16 7.67901e-07 1.78267 12.8315 273.142 101398 
20 9.66069e-07 1.78283 11.2306 273.093 101389 
24 1.16424e-06 1.78239 10.0031 273.158 101388 
26 1.26332e-06 1.78298 9.12881 273.166 101425 
30 1.46149e-06 1.78381 7.67051 273.069 101436 
34 1.65966e-06 1.78359 6.05396 273.156 101456 
38 1.85782e-06 1.78214 4.52414 273.13 101364 
42 2.05599e-06 1.78356 3.29508 273.124 101442 
46 2.25416e-06 1.78268 1.65065 273.163 101406 
50 2.45233e-06 1.78325 0.194816 273.169 101441 
29 1.41195e-06 1.78239 8.01613 273.131 101378 
33 1.61012e-06 1.78224 6.41551 273.126 101367 
37 1.80828e-06 1.78285 4.96185 273.132 101405 
41 2.00645e-06 1.78302 3.44755 273.142 101418 
45 2.20462e-06 1.78273 2.032 273.144 101402 
49 2.40279e-06 1.78377 0.686333 273.076 101436 
27 1.31286e-06 1.78311 8.69682 273.235 101457 
31 1.51103e-06 1.78254 7.29939 273.081 101368 
35 1.7092e-06 1.78272 5.71522 273.202 101423 
39 1.90737e-06 1.78334 4.31082 273.075 101411 
43 2.10553e-06 1.78305 2.79534 273.08 101397 
47 2.3037e-06 1.78348 1.28335 273.164 101452 
28 1.3624e-06 1.78272 8.36958 273.247 101440 
32 1.56057e-06 1.78242 6.93717 273.239 101420 
36 1.75874e-06 1.78245 5.42849 273.168 101395 
40 1.95691e-06 1.78324 3.9195 273.169 101441 
44 2.15508e-06 1.78223 2.46076 273.132 101369 
48 2.35324e-06 1.78393 0.83064 273.123 101463 
51 2.50187e-06 1.78199 -0.0597057 273.149 101361 
55 2.70004e-06 1.78274 -1.62446 273.111 101391 
59 2.89821e-06 1.7829 -3.13399 273.112 101400 
63 3.09637e-06 1.78313 -4.62897 273.175 101436 
67 3.29454e-06 1.78341 -6.01101 273.13 101436 
71 3.49271e-06 1.78384 -7.51595 273.056 101432 
75 3.69088e-06 1.78278 -9.08338 273.066 101376 
53 2.60096e-06 1.78274 -1.01032 273.116 101393 
57 2.79912e-06 1.783 -2.41987 273.218 101445 
61 2.99729e-06 1.78262 -3.79624 273.142 101395 
65 3.19546e-06 1.78326 -5.4125 273.21 101457 
69 3.39363e-06 1.78315 -6.88985 273.158 101431 
73 3.5918e-06 1.7835 -8.28377 273.159 101452 
54 2.6505e-06 1.78293 -1.23964 273.161 101420 
58 2.84867e-06 1.78296 -2.68763 273.148 101417 
62 3.04683e-06 1.78268 -4.1079 273.13 101394 
66 3.245e-06 1.7829 -5.66702 273.107 101398 
70 3.44317e-06 1.7825 -7.1911 273.101 101373 
74 3.64134e-06 1.78295 -8.59929 273.054 101381 
52 2.55141e-06 1.78388 -0.408574 273.213 101493 
56 2.74958e-06 1.78309 -1.99384 273.066 101394 
60 2.94775e-06 1.78286 -3.52605 273.203 101432 
64 3.14592e-06 1.78242 -5.06532 273.098 101367 
68 3.34408e-06 1.78303 -6.45958 273.078 101395 
72 3.54225e-06 1.78366 -7.90316 273.074 101429 
76 3.74042e-06 1.78372 -9.28775 273.182 101472 
80 3.93859e-06 1.78391 -10.8082 273.139 101467 
84 4.13676e-06 1.78255 -12.2733 273.033 101350 
88 4.33492e-06 1.78301 -13.771 273.14 101416 
92 4.53309e-06 1.78364 -15.3354 273.095 101436 
96 4.73126e-06 1.78264 -16.7307 273.064 101367 
100 4.92943e-06 1.78325 -18.0438 273.175 101443 
77 3.78996e-06 1.78361 -9.74035 273.006 101401 
81 3.98813e-06 1.78312 -11.1304 273.139 101422 
85 4.1863e-06 1.78287 -12.9044 272.997 101355 
89 4.38447e-06 1.78303 -14.2913 273.118 101410 
93 4.58263e-06 1.78291 -15.7432 273.028 101369 
97 4.7808e-06 1.78259 -17.1904 273.047 101358 
78 3.8395e-06 1.78351 -10.1372 273.039 101407 
82 4.03767e-06 1.78348 -11.6908 273.094 101426 
86 4.23584e-06 1.78305 -13.2482 273.057 101388 
90 4.43401e-06 1.78283 -14.6081 272.977 101346 
94 4.63218e-06 1.7828 -16.1706 273.146 101407 
98 4.83034e-06 1.78299 -17.3998 273.067 101388 
79 3.88905e-06 1.78399 -10.6003 273.136 101471 
83 4.08721e-06 1.78385 -11.9754 273.015 101418 
87 4.28538e-06 1.7838 -13.5055 273.049 101427 
91 4.48355e-06 1.78268 -15.0687 273.131 101394 
95 4.68172e-06 1.78306 -16.5488 273.076 101396 
99 4.87989e-06 1.78335 -17.8239 273.098 101420 
