# Time-averaged data for fix 2
# TimeStep Number-of-rows
# Row c_5[1] c_5[2] c_5[3] c_5[4]
2000000 4
1 0.001388 0 0 0
2 0.002412 0 0 0
3 30.1453 101917 108.607 4769.83
4 30.1443 101919 108.754 4517.89
2500000 4
1 0.001462 0 0 0
2 0.002567 0 0 0
3 30.1821 102038 112.328 5460.9
4 30.1767 102036 112.815 5201.38
