ITEM: TIMESTEP
110000
ITEM: NUMBER OF CELLS
100
ITEM: BOX BOUNDS pp ss pp
0 1
0 4.9542e-06
-0.5 0.5
ITEM: CELLS id yc f_1[1] f_1[2] f_1[3] f_1[4] 
1 2.4771e-08 1.78306 19.0461 273.048 101385 
5 2.22939e-07 1.78466 18.0138 272.943 101437 
9 4.21107e-07 1.78295 16.6747 273.038 101375 
13 6.19275e-07 1.78402 15.0671 272.952 101404 
17 8.17443e-07 1.78352 13.7212 273.027 101404 
21 1.01561e-06 1.78357 11.8789 273.007 101399 
25 1.21378e-06 1.78598 10.456 273.107 101573 
2 7.4313e-08 1.78279 18.772 273.125 101398 
6 2.72481e-07 1.78363 17.5554 272.91 101366 
10 4.70649e-07 1.78405 16.3419 272.921 101394 
14 6.68817e-07 1.78435 14.7125 272.9 101404 
18 8.66985e-07 1.78371 13.0916 272.873 101357 
22 1.06515e-06 1.78497 11.5108 272.998 101475 
3 1.23855e-07 1.78414 18.3953 272.945 101408 
7 3.22023e-07 1.78338 17.2806 273.026 101396 
11 5.20191e-07 1.78424 15.8123 272.984 101429 
15 7.18359e-07 1.78401 14.5793 272.901 101385 
19 9.16527e-07 1.78281 12.9132 272.841 101294 
23 1.11469e-06 1.78457 11.2804 273.033 101465 
4 1.73397e-07 1.78358 18.2269 273.059 101419 
8 3.71565e-07 1.78378 17.0729 273.121 101453 
12 5.69733e-07 1.78334 15.5483 272.857 101330 
16 7.67901e-07 1.78472 14.1148 272.71 101354 
20 9.66069e-07 1.78406 12.3381 272.849 101368 
24 1.16424e-06 1.78484 10.7017 273.021 101476 
26 1.26332e-06 1.78409 9.89313 273.05 101444 
30 1.46149e-06 1.78423 8.42992 272.807 101362 
34 1.65966e-06 1.78424 6.77397 272.879 101389 
38 1.85782e-06 1.78385 5.03442 273.07 101438 
42 2.05599e-06 1.78235 3.42528 273.296 101437 
46 2.25416e-06 1.78349 1.97834 273.056 101413 
50 2.45233e-06 1.78358 0.276595 272.989 101393 
29 1.41195e-06 1.78207 8.87553 272.794 101235 
33 1.61012e-06 1.78383 7.07868 272.96 101397 
37 1.80828e-06 1.7838 5.49701 273.083 101440 
41 2.00645e-06 1.78244 3.87639 273.19 101402 
45 2.20462e-06 1.78253 2.23299 272.938 101315 
49 2.40279e-06 1.78356 0.56265 273.181 101463 
27 1.31286e-06 1.78476 9.54868 273.042 101480 
31 1.51103e-06 1.78497 8.03212 272.895 101437 
35 1.7092e-06 1.78327 6.31707 273.092 101413 
39 1.90737e-06 1.78155 4.6969 273.231 101367 
43 2.10553e-06 1.78228 3.12725 273.127 101370 
47 2.3037e-06 1.78287 1.43012 273.142 101409 
28 1.3624e-06 1.78422 9.13154 272.787 101354 
32 1.56057e-06 1.78467 7.34687 272.945 101439 
36 1.75874e-06 1.78504 5.94281 273.017 101487 
40 1.95691e-06 1.78264 4.28659 272.93 101317 
44 2.15508e-06 1.78369 2.75767 273.072 101430 
48 2.35324e-06 1.78386 1.07414 272.932 101388 
51 2.50187e-06 1.78382 -0.0640551 272.99 101407 
55 2.70004e-06 1.78375 -1.60791 272.917 101376 
59 2.89821e-06 1.78234 -3.43623 273.074 101354 
63 3.09637e-06 1.78275 -4.69958 273.051 101369 
67 3.29454e-06 1.7839 -6.56398 273.215 101495 
71 3.49271e-06 1.78222 -8.08388 272.968 101308 
75 3.69088e-06 1.78321 -9.70018 273.109 101416 
53 2.60096e-06 1.78391 -0.850692 273.005 101418 
57 2.79912e-06 1.78299 -2.53993 273.135 101414 
61 2.99729e-06 1.78253 -4.10644 273.174 101401 
65 3.19546e-06 1.78312 -5.71577 273.241 101460 
69 3.39363e-06 1.78364 -7.39289 273.14 101453 
73 3.5918e-06 1.78243 -8.95949 273.331 101455 
54 2.6505e-06 1.78342 -1.25984 273.005 101390 
58 2.84867e-06 1.78322 -2.86765 273.153 101433 
62 3.04683e-06 1.78183 -4.43255 273.118 101341 
66 3.245e-06 1.78341 -6.27551 273.205 101463 
70 3.44317e-06 1.78404 -7.87483 273.119 101467 
74 3.64134e-06 1.78337 -9.2441 273.159 101444 
52 2.55141e-06 1.78415 -0.538975 273.053 101449 
56 2.74958e-06 1.78401 -2.0522 272.993 101418 
60 2.94775e-06 1.78218 -3.60491 273.086 101350 
64 3.14592e-06 1.78369 -5.4282 273.096 101439 
68 3.34408e-06 1.78152 -7.00642 273.029 101291 
72 3.54225e-06 1.7829 -8.70295 273.313 101474 
76 3.74042e-06 1.78133 -10.1915 273.227 101353 
80 3.93859e-06 1.78224 -12.1523 273.217 101401 
84 4.13676e-06 1.78151 -13.5486 273.134 101329 
88 4.33492e-06 1.78305 -15.1836 273.381 101508 
92 4.53309e-06 1.7815 -16.8943 273.193 101350 
96 4.73126e-06 1.78314 -18.1654 273.267 101471 
100 4.92943e-06 1.78384 -18.9527 273.077 101440 
77 3.78996e-06 1.78218 -10.8041 273.389 101462 
81 3.98813e-06 1.77954 -12.319 273.306 101281 
85 4.1863e-06 1.7807 -14.0459 273.322 101353 
89 4.38447e-06 1.78137 -15.592 273.33 101394 
93 4.58263e-06 1.78165 -17.0799 273.412 101440 
97 4.7808e-06 1.78296 -18.4248 273.07 101388 
78 3.8395e-06 1.78165 -10.951 273.161 101347 
82 4.03767e-06 1.78038 -12.7083 273.263 101312 
86 4.23584e-06 1.78233 -14.4039 273.337 101451 
90 4.43401e-06 1.78282 -16.0741 273.411 101506 
94 4.63218e-06 1.78154 -17.4722 273.293 101389 
98 4.83034e-06 1.78179 -18.5154 273.104 101334 
79 3.88905e-06 1.78207 -11.4637 273.206 101387 
83 4.08721e-06 1.7812 -13.2157 273.267 101361 
87 4.28538e-06 1.78117 -14.8055 273.211 101338 
91 4.48355e-06 1.78178 -16.4171 273.287 101401 
95 4.68172e-06 1.78204 -17.6446 273.438 101472 
99 4.87989e-06 1.78265 -19.0096 273.107 101384 
