ITEM: TIMESTEP
75000
ITEM: NUMBER OF CELLS
100
ITEM: BOX BOUNDS pp ss pp
0 1
0 4.9542e-06
-0.5 0.5
ITEM: CELLS id yc f_1[1] f_1[2] f_1[3] f_1[4] 
1 2.4771e-08 1.78347 18.8857 272.97 101380 
5 2.22939e-07 1.78372 17.9959 272.976 101396 
9 4.21107e-07 1.78414 16.6188 273.069 101454 
13 6.19275e-07 1.78413 15.1224 272.956 101412 
17 8.17443e-07 1.78227 13.6248 273.09 101356 
21 1.01561e-06 1.78335 11.8757 273.093 101418 
25 1.21378e-06 1.78333 10.2541 273.112 101425 
2 7.4313e-08 1.78376 18.7558 272.941 101386 
6 2.72481e-07 1.78407 17.6965 273.115 101467 
10 4.70649e-07 1.78377 16.292 273.016 101413 
14 6.68817e-07 1.78327 14.7145 272.941 101358 
18 8.66985e-07 1.78374 13.1288 273.228 101491 
22 1.06515e-06 1.78248 11.5553 273.117 101378 
3 1.23855e-07 1.78409 18.5762 272.921 101397 
7 3.22023e-07 1.78386 17.4163 273.075 101441 
11 5.20191e-07 1.78332 16.1266 272.951 101364 
15 7.18359e-07 1.78393 14.3922 273.109 101457 
19 9.16527e-07 1.78286 12.7603 272.963 101342 
23 1.11469e-06 1.78249 11.1938 273.171 101399 
4 1.73397e-07 1.78388 18.3433 273.049 101432 
8 3.71565e-07 1.78515 17.1501 273.033 101498 
12 5.69733e-07 1.78372 15.6493 272.914 101373 
16 7.67901e-07 1.78361 14.0836 273.133 101448 
20 9.66069e-07 1.78353 12.2734 273.228 101479 
24 1.16424e-06 1.78229 10.6113 273.145 101378 
26 1.26332e-06 1.78283 9.90843 273.16 101413 
30 1.46149e-06 1.78242 8.29863 273.107 101371 
34 1.65966e-06 1.78335 6.63594 273.105 101423 
38 1.85782e-06 1.78375 4.99135 273.113 101449 
42 2.05599e-06 1.78307 3.3479 273.155 101425 
46 2.25416e-06 1.7831 1.7692 273.164 101430 
50 2.45233e-06 1.78344 0.0175513 273.213 101468 
29 1.41195e-06 1.78235 8.71892 273.248 101419 
33 1.61012e-06 1.78357 6.97374 273.217 101477 
37 1.80828e-06 1.78282 5.16709 273.111 101395 
41 2.00645e-06 1.78315 3.7778 273.191 101443 
45 2.20462e-06 1.78282 2.08187 273.142 101407 
49 2.40279e-06 1.78304 0.443029 273.187 101436 
27 1.31286e-06 1.78303 9.45913 273.165 101427 
31 1.51103e-06 1.78277 7.855 273.146 101405 
35 1.7092e-06 1.78296 6.10317 273.168 101424 
39 1.90737e-06 1.78282 4.45127 273.053 101374 
43 2.10553e-06 1.78297 2.96183 273.195 101435 
47 2.3037e-06 1.78324 1.37741 273.192 101449 
28 1.3624e-06 1.7825 8.94846 273.111 101377 
32 1.56057e-06 1.78291 7.34824 273.162 101419 
36 1.75874e-06 1.78376 5.75169 273.147 101462 
40 1.95691e-06 1.78329 4.09818 272.989 101376 
44 2.15508e-06 1.78259 2.45443 273.161 101400 
48 2.35324e-06 1.78341 0.793343 273.138 101438 
51 2.50187e-06 1.78307 -0.12275 273.178 101434 
55 2.70004e-06 1.7821 -1.81613 273.193 101385 
59 2.89821e-06 1.78322 -3.43753 273.096 101412 
63 3.09637e-06 1.78327 -5.16816 273.109 101420 
67 3.29454e-06 1.78315 -6.79562 273.045 101389 
71 3.49271e-06 1.78362 -8.40019 273.183 101468 
75 3.69088e-06 1.78258 -9.99324 273.185 101409 
53 2.60096e-06 1.7819 -1.08017 273.123 101347 
57 2.79912e-06 1.78356 -2.6332 273.169 101458 
61 2.99729e-06 1.78341 -4.37829 273.189 101457 
65 3.19546e-06 1.78319 -5.82847 273.027 101385 
69 3.39363e-06 1.78288 -7.55754 273.153 101414 
73 3.5918e-06 1.78322 -9.1981 273.196 101450 
54 2.6505e-06 1.78285 -1.47285 273.15 101411 
58 2.84867e-06 1.78235 -3.05322 273.156 101385 
62 3.04683e-06 1.78292 -4.74736 273.051 101378 
66 3.245e-06 1.7833 -6.36354 273.182 101448 
70 3.44317e-06 1.78226 -7.93668 273.166 101384 
74 3.64134e-06 1.78208 -9.53839 273.119 101356 
52 2.55141e-06 1.78404 -0.692116 273.102 101461 
56 2.74958e-06 1.78284 -2.38773 273.113 101397 
60 2.94775e-06 1.78265 -3.84471 273.171 101408 
64 3.14592e-06 1.78256 -5.56525 273.135 101389 
68 3.34408e-06 1.7833 -7.15657 273.189 101451 
72 3.54225e-06 1.78207 -8.79949 273.131 101360 
76 3.74042e-06 1.78279 -10.469 273.18 101419 
80 3.93859e-06 1.78258 -12.0941 273.202 101415 
84 4.13676e-06 1.78313 -13.7716 273.057 101393 
88 4.33492e-06 1.78326 -15.3187 273.121 101424 
92 4.53309e-06 1.78202 -16.7628 273.23 101394 
96 4.73126e-06 1.7836 -18.0909 273.197 101471 
100 4.92943e-06 1.78272 -18.9967 273.043 101364 
77 3.78996e-06 1.78267 -10.9187 273.262 101442 
81 3.98813e-06 1.78232 -12.583 273.193 101397 
85 4.1863e-06 1.78254 -14.2134 273.146 101392 
89 4.38447e-06 1.78322 -15.6085 273.113 101418 
93 4.58263e-06 1.78322 -17.0844 273.203 101452 
97 4.7808e-06 1.78291 -18.293 273.065 101383 
78 3.8395e-06 1.78331 -11.2572 273.089 101414 
82 4.03767e-06 1.78288 -12.8378 273.179 101424 
86 4.23584e-06 1.78286 -14.5344 273.241 101446 
90 4.43401e-06 1.78381 -16.1273 273.047 101427 
94 4.63218e-06 1.78295 -17.5977 273.091 101395 
98 4.83034e-06 1.78277 -18.5194 273.072 101377 
79 3.88905e-06 1.78258 -11.6027 273.107 101379 
83 4.08721e-06 1.78253 -13.261 273.202 101412 
87 4.28538e-06 1.7835 -14.9681 273.113 101434 
91 4.48355e-06 1.78343 -16.2877 273.08 101418 
95 4.68172e-06 1.78385 -17.6395 273.086 101444 
99 4.87989e-06 1.78334 -18.803 273.107 101423 
