# Time-averaged data for fix 3
# TimeStep Number-of-rows
# Row c_3[1] c_3[2] c_3[3] c_3[4]
75000 4
1 0.00708 0 0 0
2 0.00708 0 0 0
3 1728.64 101406 -175.316 361.981
4 1728.34 101406 175.432 -304.7
100000 4
1 0.00806 0 0 0
2 0.00804 0 0 0
3 1728.77 101422 -178.322 435.356
4 1728.67 101423 178.283 -410.25
