ITEM: TIMESTEP
100000
ITEM: NUMBER OF CELLS
100
ITEM: BOX BOUNDS pp ss pp
0 1
0 4.9542e-06
-0.5 0.5
ITEM: CELLS id yc f_1[1] f_1[2] f_1[3] f_1[4] 
1 2.4771e-08 1.78678 18.912 272.799 101504 
5 2.22939e-07 1.78803 17.9568 272.919 101620 
9 4.21107e-07 1.78577 16.107 273.233 101608 
13 6.19275e-07 1.78145 14.8799 273.568 101486 
17 8.17443e-07 1.77844 12.9886 273.955 101458 
21 1.01561e-06 1.77781 11.688 274.181 101506 
25 1.21378e-06 1.77996 9.79006 274.147 101617 
2 7.4313e-08 1.78904 18.4546 272.711 101600 
6 2.72481e-07 1.78339 17.1548 273.355 101518 
10 4.70649e-07 1.78399 15.9007 273.45 101588 
14 6.68817e-07 1.78086 14.393 273.715 101508 
18 8.66985e-07 1.77895 12.6593 273.766 101418 
22 1.06515e-06 1.77818 11.1274 274.264 101558 
3 1.23855e-07 1.79091 18.1883 272.276 101543 
7 3.22023e-07 1.78102 16.5719 273.589 101470 
11 5.20191e-07 1.78231 15.8079 273.27 101425 
15 7.18359e-07 1.77906 13.7995 274.02 101518 
19 9.16527e-07 1.77951 12.6788 273.691 101421 
23 1.11469e-06 1.77953 10.4645 274.113 101579 
4 1.73397e-07 1.78605 18.176 272.894 101498 
8 3.71565e-07 1.78434 16.4306 273.324 101561 
12 5.69733e-07 1.78343 15.1986 273.611 101615 
16 7.67901e-07 1.77806 13.7002 274.142 101506 
20 9.66069e-07 1.77783 12.2731 274.079 101470 
24 1.16424e-06 1.78142 9.97601 273.842 101587 
26 1.26332e-06 1.78397 9.39912 273.891 101750 
30 1.46149e-06 1.78467 7.90318 273.368 101596 
34 1.65966e-06 1.77981 6.64778 273.816 101485 
38 1.85782e-06 1.78324 5.51614 273.282 101482 
42 2.05599e-06 1.78125 4.28115 273.326 101385 
46 2.25416e-06 1.77942 2.7097 274.019 101538 
50 2.45233e-06 1.7772 0.738668 274.347 101533 
29 1.41195e-06 1.7817 8.38734 273.703 101551 
33 1.61012e-06 1.78177 7.07795 273.661 101539 
37 1.80828e-06 1.78107 5.6712 273.331 101377 
41 2.00645e-06 1.78054 4.29221 273.227 101308 
45 2.20462e-06 1.77952 3.02878 273.741 101441 
49 2.40279e-06 1.77831 0.896911 274.376 101607 
27 1.31286e-06 1.78471 8.83408 273.586 101679 
31 1.51103e-06 1.78383 7.15256 273.347 101540 
35 1.7092e-06 1.7851 6.52461 273.259 101580 
39 1.90737e-06 1.78578 5.30847 273.177 101588 
43 2.10553e-06 1.78193 3.63728 273.393 101449 
47 2.3037e-06 1.77578 1.94853 274.509 101512 
28 1.3624e-06 1.78289 8.66399 273.534 101556 
32 1.56057e-06 1.78406 6.90366 273.611 101651 
36 1.75874e-06 1.7834 5.74306 273.476 101564 
40 1.95691e-06 1.78244 4.39745 273.338 101457 
44 2.15508e-06 1.78241 3.2857 273.517 101522 
48 2.35324e-06 1.77487 1.41622 274.763 101553 
51 2.50187e-06 1.78277 0.105444 273.565 101561 
55 2.70004e-06 1.78387 -1.45074 273.261 101511 
59 2.89821e-06 1.78581 -2.5923 273.181 101591 
63 3.09637e-06 1.78279 -4.53805 273.567 101562 
67 3.29454e-06 1.78151 -6.12986 273.303 101392 
71 3.49271e-06 1.78463 -7.97017 273.169 101520 
75 3.69088e-06 1.78604 -9.76918 273 101537 
53 2.60096e-06 1.78116 -0.494043 273.457 101429 
57 2.79912e-06 1.78345 -2.22684 273.465 101562 
61 2.99729e-06 1.78207 -3.60359 273.447 101477 
65 3.19546e-06 1.78271 -5.37211 273.313 101464 
69 3.39363e-06 1.78492 -6.68679 273.127 101520 
73 3.5918e-06 1.78426 -9.0819 273.095 101471 
54 2.6505e-06 1.78372 -0.803344 273.593 101625 
58 2.84867e-06 1.78363 -2.61788 273.561 101608 
62 3.04683e-06 1.78291 -3.812 273.587 101577 
66 3.245e-06 1.78288 -5.70806 273.381 101498 
70 3.44317e-06 1.78461 -7.30976 273.085 101487 
74 3.64134e-06 1.78428 -9.4169 273.193 101508 
52 2.55141e-06 1.78149 -0.544422 273.35 101408 
56 2.74958e-06 1.78387 -1.8035 273.249 101506 
60 2.94775e-06 1.78135 -3.19381 273.589 101489 
64 3.14592e-06 1.78269 -5.03487 273.384 101489 
68 3.34408e-06 1.78467 -6.30221 273.217 101540 
72 3.54225e-06 1.78392 -8.32427 273.126 101463 
76 3.74042e-06 1.78432 -10.3233 272.781 101358 
80 3.93859e-06 1.78354 -11.4519 273.505 101582 
84 4.13676e-06 1.78309 -12.5945 273.273 101471 
88 4.33492e-06 1.78312 -13.9385 273.292 101479 
92 4.53309e-06 1.78486 -15.8002 273.044 101486 
96 4.73126e-06 1.78671 -17.6435 272.739 101478 
100 4.92943e-06 1.78733 -19.5904 273.012 101615 
77 3.78996e-06 1.78604 -10.2604 272.971 101526 
81 3.98813e-06 1.78551 -11.4496 272.993 101504 
85 4.1863e-06 1.78231 -12.8246 273.341 101451 
89 4.38447e-06 1.78576 -14.0989 273.152 101578 
93 4.58263e-06 1.78391 -16.3217 272.964 101402 
97 4.7808e-06 1.78544 -17.8734 272.893 101463 
78 3.8395e-06 1.78584 -10.9053 272.994 101523 
82 4.03767e-06 1.78579 -11.8936 272.93 101497 
86 4.23584e-06 1.78332 -13.0691 273.212 101461 
90 4.43401e-06 1.7858 -14.8428 273.36 101657 
94 4.63218e-06 1.78518 -16.6299 272.921 101459 
98 4.83034e-06 1.78735 -18.555 272.604 101464 
79 3.88905e-06 1.78524 -11.367 273.249 101584 
83 4.08721e-06 1.7837 -12.0456 273.281 101508 
87 4.28538e-06 1.78257 -13.1823 273.426 101497 
91 4.48355e-06 1.78577 -15.2064 273.326 101643 
95 4.68172e-06 1.78816 -16.919 272.817 101589 
99 4.87989e-06 1.78891 -19.0412 272.868 101651 
